순번_정류장ID,1-2801867,2-2801915,3-2801923,4-2801926,5-2801922,6-2801930,7-2801937,8-2801951,9-2801962,10-2801979,11-2801967,12-2801973,13-2801974,14-2801964,15-2801953,16-2801977,17-2805598,18-2802051,19-2802098,20-2802129,21-2802152,22-2802161,23-2802171,24-2802816,25-2802618
15-2801953,,,,,,,,,,,,,,,0,0.9588570034284107,0.9951936466088636,0.9903245229740673,0.9972498726496246,0.9975753807252337,0.9987909238061531,0.9984578219664945,0.9975457769120606,1.0343920973842233,1.1424739219887239
16-2801977,,,,,,,,,,,,,,,,0,1.0416611576804082,1.0147049398856673,1.0144877210900143,1.0104934110899004,1.0079787234042552,1.006108876307939,1.004188649353204,1.0462950320951996,1.1730805355918628
17-2805598,,,,,,,,,,,,,,,,,0,0.9732653583929942,0.9997839400183148,0.9994912775095185,1.000588859816554,0.9997816377077793,0.998376705269474,1.0469467061711069,1.1927783187855743
18-2802051,,,,,,,,,,,,,,,,,,0,1.0119517874806954,1.0048722529365266,1.003778476269128,1.002186145621116,1.0002816416151463,1.0534982905511312,1.215422693910217
19-2802098,,,,,,,,,,,,,,,,,,,0,0.9936036449876078,0.9991877599119586,0.9983795858630421,0.9966652712144627,1.0624278697495073,1.2653306968774867
20-2802129,,,,,,,,,,,,,,,,,,,,0,1.000857109184996,0.9991285779036181,0.99677398131497,1.0776754272821192,1.3344934256083945
21-2802152,,,,,,,,,,,,,,,,,,,,,0,0.9963139176401098,0.9930406769841348,1.1295782105255538,1.2144368194192379
22-2802161,,,,,,,,,,,,,,,,,,,,,,0,0.9888492445953623,1.0079466613106751,1.0083583898933668
23-2802171,,,,,,,,,,,,,,,,,,,,,,,0,1.0239551559907958,1.0191905928883171
24-2802816,,,,,,,,,,,,,,,,,,,,,,,,0,1.0098426023084996
25-2802618,,,,,,,,,,,,,,,,,,,,,,,,,0
