순번_정류장ID,24-2807210,25-2800306,26-2800305,27-2800402,28-2805665,29-2804856,30-2800418,31-2803564,32-2800309,33-2800480,34-2800491,35-2800494,36-2800496,37-2806801,38-2806794,39-2806796,40-2806798,41-2806792,42-2805387,43-2800921,44-2800916,45-2806929,46-2800913,47-2800908
34-2800491,,,,,,,,,,,0,0.9931056147539843,1.0108906197955365,1.0055319858642702,1.0060472668901956,1.0090033107814955,1.0066380205368473,1.005056135083203,1.0060744994102437,1.0084997625737957,1.00834583738385,1.007989248126422,1.0077619620584133,1.0075502781765349
35-2800494,,,,,,,,,,,,0,1.0260913780362917,1.0120147644473811,1.0102158930254477,1.0128611369990679,1.0092011597440536,1.00654544535564,1.0074050109046957,1.0098430105492198,1.0095432809629823,1.0090490816456765,1.008766867300963,1.0083446695651537
36-2800496,,,,,,,,,,,,,0,0.9956782243743435,1.0020176654981332,1.007889659590348,1.0048648036503922,1.0036063676311235,1.005096138806933,1.0080804001953003,1.007948318527995,1.0075833321837735,1.0073429443427568,1.0069593997160289
37-2806801,,,,,,,,,,,,,,0,1.0072563373700403,1.0136560182569587,1.0075589408777657,1.0048454170614336,1.0062657917496116,1.0093877109218596,1.0090870859029402,1.0085634736166713,1.0082593056675924,1.007800467880576
38-2806794,,,,,,,,,,,,,,,0,0.9963366999962078,0.9970481190500157,0.9997451624927987,1.002638365798489,1.0068340458396903,1.00683927999047,1.0065404813830396,1.0063068062038696,1.0059128285418413
39-2806796,,,,,,,,,,,,,,,,0,0.9975613759894938,0.9999367655872828,1.003229275804045,1.0078389887369053,1.0076952994323853,1.007251550742424,1.0069585150255496,1.0064927633154808
40-2806798,,,,,,,,,,,,,,,,,0,1.0009619244786951,1.0048059877281195,1.0100216609183112,1.0094712213084098,1.0086832349321404,1.0082606869636805,1.007645307804724
41-2806792,,,,,,,,,,,,,,,,,,0,1.0088931049636696,1.0172474448652873,1.0141971658351971,1.0118732801656039,1.010959014149877,1.0098179715855957
42-2805387,,,,,,,,,,,,,,,,,,,0,0.9927080626453793,0.9992843985297489,1.0009929961955975,1.0011037478093223,1.000873322541904
43-2800921,,,,,,,,,,,,,,,,,,,,0,1.0068730093139424,1.0020737349554945,1.0020417615248631,1.0015613293022432
44-2800916,,,,,,,,,,,,,,,,,,,,,0,0.9975967893515082,0.9988688339743672,0.9989778389433577
45-2806929,,,,,,,,,,,,,,,,,,,,,,0,1.001894753925427,1.000483460086651
46-2800913,,,,,,,,,,,,,,,,,,,,,,,0,0.9992894411643555
47-2800908,,,,,,,,,,,,,,,,,,,,,,,,0
