순번_정류장ID,1-2807485,2-2807487,3-2802551,4-2802375,5-2802965,6-2802959,7-2802964,8-2802975,9-2802981,10-2802624,11-2802636,12-2807507,13-2807526,14-2807531,15-2807534,16-2807543,17-2807510,18-2807277,19-2807554,20-2807558,21-2807561,22-2807500,23-2807499,24-2807509,25-2800107,26-2803386,27-2803399,28-2803395,29-2803392
11-2802636,,,,,,,,,,,0,3.9028650000000003,6.169611,10.011225999999999,13.446043,15.597898,18.588383,20.300528,22.277404,31.181469,34.744868,36.311151,38.858464,40.842283,42.671236,45.696018,44.854966,44.247859999999996,43.256485999999995
12-2807507,,,,,,,,,,,,0,2.266746,6.107361,9.542178,11.694033000000001,14.684517999999999,16.588663,18.555539000000003,27.459604,31.024003000000004,32.589286,35.136599,37.121418,38.949371,43.338653,42.496601,41.890495,40.901121
13-2807526,,,,,,,,,,,,,0,3.8406160000000003,7.2754330000000005,9.427287,12.417772,14.321917000000001,16.288794,25.192859,28.756258000000003,30.323541,32.869854,34.853673,36.682625,41.19081,40.948138,40.340032,39.351658
14-2807531,,,,,,,,,,,,,,0,3.434817,5.586672,8.577157000000001,10.481302000000001,12.449178,21.353243,24.916642,26.482925,29.030238,31.014057,32.842009999999995,37.350194,38.193247,38.800353,40.14076
15-2807534,,,,,,,,,,,,,,,0,2.151855,5.14234,7.0464850000000006,9.014362,17.918426999999998,21.481825,23.048108,25.595422,27.579240999999996,29.407193,33.915377,34.75843,35.365536,36.705943
16-2807543,,,,,,,,,,,,,,,,0,2.990486,4.893631,6.8615070000000005,15.765572,19.328971,20.895254,23.442567,25.426385999999997,27.254339,31.762522999999998,32.605576,33.212682,34.553089
17-2807510,,,,,,,,,,,,,,,,,0,1.904146,3.8720220000000003,12.776087,16.339485999999997,17.905769,20.453082000000002,22.436901000000002,24.265853,28.773038,29.616090999999997,30.223197,31.563603999999998
18-2807277,,,,,,,,,,,,,,,,,,0,2.059877,10.963942,14.527339999999999,16.093623,18.640937,20.624756,22.453708,26.960891999999998,27.803945000000002,28.411052,29.751458000000003
19-2807554,,,,,,,,,,,,,,,,,,,0,8.919065,12.482464,14.048747,16.59606,18.579879000000002,20.408832,24.916016,25.759069,26.366175,27.706582
20-2807558,,,,,,,,,,,,,,,,,,,,0,3.563399,5.129682,7.676996000000001,9.660815,11.488767,15.996951000000001,16.840004,17.447110000000002,18.787517
21-2807561,,,,,,,,,,,,,,,,,,,,,0,1.781284,4.328597,6.312416000000001,8.141368,12.648553,13.491605999999999,14.098711999999999,15.439119
22-2807500,,,,,,,,,,,,,,,,,,,,,,0,2.5663150000000003,4.550134,6.379086,10.88627,11.729322999999999,12.33643,13.676835999999998
23-2807499,,,,,,,,,,,,,,,,,,,,,,,0,1.9848189999999999,3.8127720000000003,8.320955999999999,9.164009,9.771115,11.111522
24-2807509,,,,,,,,,,,,,,,,,,,,,,,,0,1.827952,6.7217649999999995,7.564817999999999,8.171924,9.512331
25-2800107,,,,,,,,,,,,,,,,,,,,,,,,,0,5.003185,5.846238,6.453344,7.793750999999999
26-2803386,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.843053,1.450159,2.790566
27-2803399,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.607107,1.947513
28-2803395,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.340408
29-2803392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
