순번_정류장ID,1-2805045,2-2805996,3-2803524,4-2803525,5-2803666,6-2804907,7-2803796,8-2802358,9-2804867,10-2802347,11-2803527,12-2806624,13-2805010,14-2805397,15-2805059,16-2805587,17-2804865,18-2805205,19-2805308,20-2805204,21-2802589,22-2802362,23-2802595,24-2802598,25-2805538,26-2802587,27-2802580,28-2802572,29-2802561,30-2802550,31-2802544,32-2802548,33-2802573,34-2802308,35-2802315,36-2802317,37-2802320,38-2802321,39-2802322,40-2802324,41-2805421,42-2806664,43-2806665,44-2805423,45-2805016,46-2804853,47-2805042,48-2804900,49-2804957,50-2803810,51-2801820,52-2801828,53-2801904,54-2804910,55-2801833,56-2802219,57-2802216,58-2802209,59-2805660,60-2806528,61-2806527,62-2806526,63-2806525,64-2807112,65-2806514,66-2804814,67-2802156,68-2802151,69-2802130,70-2802126,71-2802120,72-2802068,73-2802032,74-2802007,75-2802006,76-2802016,77-2802028,78-2802036,79-2802075,80-2802115,81-2801849,82-2802136,83-2802158,84-2802168,85-2802175,86-2801848,87-2802825,88-2802870,89-2802378,90-2802395,91-2802399,92-2802406,93-2802409,94-2802413,95-2802417,96-2802427,97-2802444,98-2802457,99-2802494,100-2802512,101-2802523,102-2802541,103-2802547,104-2802552,105-2802566,106-2802366,107-2802349,108-2802577,109-2802581,110-2804851,111-2802597,112-2802594,113-2802591,114-2802590,115-2805039,116-2805309,117-2805206,118-2804866,119-2805586,120-2805058,121-2805396,122-2805653,123-2806625,124-2803519,125-2802348,126-2802345,127-2802359,128-2803795,129-2804906,130-2805203,131-2803522,132-2803523,133-2805995,1-2804422,2-2807563,3-2807568,4-2807569,5-2804424
11-2803527,,,,,,,,,,,0,0.45668500000000006,0.754104,0.9308639999999999,1.1386290000000001,1.358179,1.596235,1.826872,1.410233,1.101006,1.052114,1.200523,1.254,1.5005,1.863198,3.238235,3.7285,4.201865,4.5346910000000005,4.723332,4.907553,4.697476,4.033,4.473257,5.096737999999999,5.595781,6.073497,6.12654,6.682597,6.935805,6.978497999999999,7.259722999999999,7.528385000000001,7.747896000000001,7.960536,8.08624,8.408147999999999,8.594876,9.129412,9.174951,8.871383999999999,8.778576,8.91274,9.2725,9.844711,10.183364,10.335144999999999,10.549064999999999,12.04728,12.558303,12.717148,13.003517,13.222418,12.730300999999999,12.443978,11.258047,11.089831,11.402336,11.877433,11.803492,11.692024,12.095232000000001,12.322655000000001,12.698905,12.620481,12.381298,12.001629,11.800102,11.264892999999999,10.929215,10.722766,10.282888999999999,9.616247,9.300161,8.97386,8.7315,8.443726,8.126330000000001,8.165274,7.712509,7.2288440000000005,6.890525,6.767322999999999,6.535183999999999,6.197056,5.765308,5.37085,4.9881839999999995,4.451919,4.312182,4.465917,4.42079,4.238723,4.062209999999999,4.053999999999999,4.031793,3.865509,3.929264,3.762564,3.110688,1.504974,1.271052,1.077956,1.0525,1.102021,1.397256,1.777467,1.5885200000000002,1.3505,1.1359110000000001,0.908957,0.743074,0.444644,0.364503,0.296333,0.951211,1.5992879999999998,1.5869659999999999,1.293045,1.7039990000000003,2.1485,2.3961240000000004,2.738516,33.819214,33.808312,33.801903,33.798533,33.252321
12-2806624,,,,,,,,,,,,0,0.298419,0.51218,0.7199439999999999,0.937494,1.175551,1.408187,0.991548,1.1376899999999999,1.3175700000000001,1.658207,1.711684,1.958184,2.3208830000000003,3.6969199999999995,4.186184,4.6363199999999996,4.8138760000000005,5.002517,5.216632,5.15616,4.492685,4.931941,5.554423,6.053465,6.532181,6.5862240000000005,7.141282,7.3954889999999995,7.438183,7.717407000000001,7.9860690000000005,8.20658,8.419221,8.545925,8.867833000000001,9.053561,9.589097,9.632636,9.331068,9.238261,9.372424,9.731185,10.304396,10.641048,10.793828999999999,11.006749000000001,12.505964,13.016987,13.175832999999999,13.464201000000001,13.259101999999999,12.766985,12.480661999999999,11.293731,11.125516000000001,11.43802,11.913117,11.839176,11.727708999999999,12.130916000000001,12.359339,12.734589,12.656166,12.417982,12.037313000000001,11.836786,11.300578,10.965899,10.75945,10.319573,9.652931,9.336845,9.009544,8.767184,8.480411,8.163014,8.377911,8.133693,7.650028999999999,7.016709,6.803007000000001,6.570867999999999,6.23274,5.801993,5.407534,5.024868,4.4886029999999995,4.348866,4.5026019999999995,4.4574739999999995,4.275407,4.098895,4.090685,4.398391,4.323193,4.387949,4.221248,3.5683730000000002,1.9626580000000002,1.728737,1.535641,1.317185,1.138295,0.9785719999999999,1.358783,1.167836,0.929816,0.717226,0.49027299999999996,0.287389,0.19967200000000002,0.513181,0.753017,1.4078959999999998,2.055973,1.91665,1.622729,2.0346830000000002,2.4791849999999998,2.726808,3.0682,33.851898,33.842996,33.840587,33.835217,33.291005
13-2805010,,,,,,,,,,,,,0,0.21375999999999998,0.421525,0.641075,0.879132,1.109768,0.693129,0.841891,1.232783,1.576419,1.629897,1.876397,2.2390950000000003,3.615132,4.1043970000000005,4.531532,4.7090879999999995,4.897729,5.110844,5.074372,4.4088970000000005,4.849153,5.473635,5.9736769999999995,6.450394,6.504437,7.060494,7.312701,7.355395,7.6366190000000005,7.905281,8.124792999999999,8.336433,8.463137,8.785045,8.971772999999999,9.506309,9.550848,9.248281,9.154473,9.289636,9.648397000000001,10.221608,10.560260000000001,10.711041,10.926961,12.423177,12.9342,13.093045,13.379413000000001,13.154314000000001,12.661197999999999,12.374874,11.188943,11.020728,11.334233,11.809329,11.734389,11.623921000000001,12.026129,12.254551,12.630801,12.551378,12.313195,11.933525,11.731999,11.195789999999999,10.860111999999999,10.653661999999999,10.213785000000001,9.547144,9.231057,8.903756,8.662397,8.375623,8.058227,8.274123,8.029905,7.546241,6.912921000000001,6.69822,6.46708,6.128952,5.697205,5.302747,4.9200800000000005,4.383815,4.244078,4.397814,4.353686,4.170619,3.994107,3.985897,4.293604,4.241406,4.306161,4.13946,3.486585,1.88087,1.6469490000000002,1.453853,1.232397,0.8398760000000001,0.6801520000000001,1.0603639999999999,0.871416,0.633397,0.418807,0.191854,0.129177,0.30946,0.810601,1.0504360000000001,1.7053150000000001,2.353392,2.214069,1.920148,2.332102,2.7766040000000003,3.024227,3.36562,33.747111,33.738209000000005,33.731799,33.729428999999996,33.184217
14-2805397,,,,,,,,,,,,,,0,0.208765,0.42831499999999995,0.666371,1.012735,0.595096,0.743858,1.13475,1.478386,1.531864,1.7783639999999998,2.141062,3.517099,4.007364,4.4335,4.611055,4.799696,5.0138110000000005,4.97734,4.312864,4.753121,5.376602,5.875644,6.352361,6.405404,6.9604610000000005,7.214668,7.256361999999999,7.538587,7.8072490000000005,8.02576,8.2394,8.365103999999999,8.687012,8.87274,9.408275999999999,9.454815,9.150248,9.05844,9.192604,9.552364,10.122575,10.463227999999999,10.615008,10.827929,12.328144,12.838167,12.998012,13.28338,13.055280999999999,12.563165,12.276841000000001,11.09191,10.922695,11.2352,11.711297,11.637356,11.524888,11.928096,12.155519,12.532767999999999,12.453345,12.214162,11.834492,11.632966,11.098757,10.763079,10.55663,10.116752,9.450111,9.133024,8.806723,8.565364,8.27759,7.960194,8.17609,7.931872,7.447208,6.814889,6.600186999999999,6.368048,6.0299190000000005,5.599172,5.204714,4.822047,4.285782,4.146045,4.299780999999999,4.254654,4.072586,3.8960739999999996,3.887864,4.195571,4.143373,4.208128,4.042428,3.3905519999999996,1.7828380000000001,1.548916,1.35582,1.134364,0.741843,0.58212,0.9623309999999999,0.658656,0.42063599999999995,0.20604699999999998,0.093821,0.224791,0.52322,0.987361,1.2021959999999998,1.857075,2.505152,2.390829,2.096909,2.5088619999999997,2.953364,3.200987,3.54238,33.652078,33.639176,33.633765999999994,33.633396000000005,33.086185
15-2805059,,,,,,,,,,,,,,,0,0.21955,0.457607,0.8155,0.8028609999999999,0.951623,1.342514,1.6861509999999997,1.739629,1.986129,2.348827,3.7248639999999997,4.215129,4.641264,4.81882,5.007461,5.221576,5.1841040000000005,4.519629,4.959885,5.583367,6.082408999999999,6.5601259999999995,6.613169,7.169225999999999,7.423433,7.465127000000001,7.746351,8.015013,8.234524,8.447165,8.572869,8.894777000000001,9.081505,9.616041000000001,9.66158,9.358011999999999,9.265205,9.399367999999999,9.759129,10.331339999999999,10.669992,10.821773,11.035692999999998,12.533908,13.045931,13.204776999999998,13.491145000000001,13.264045999999999,12.771929,12.485606,11.299675,11.13146,11.443964,11.919061,11.84512,11.733653,12.13686,12.364283,12.740533000000001,12.66211,12.422927,12.043257,11.84173,11.306522,10.970842999999999,10.764394,10.324517,9.657876,9.341789,9.015488000000001,8.773128999999999,8.485355,8.168958,8.383855,8.139636999999999,7.6559729999999995,7.022653,6.807952,6.575811999999999,6.237684,5.8069370000000005,5.412478,5.029812000000001,4.493547,4.35381,4.507546,4.463418,4.2803510000000005,4.103839,4.095629,4.403335,4.3511370000000005,4.416893,4.249192,3.597317,1.990602,1.7566810000000002,1.563585,1.3421290000000001,0.949608,0.789884,0.8649049999999999,0.449892,0.21187199999999998,0.144539,0.22967100000000001,0.432555,0.730985,1.1951260000000001,1.409961,2.06584,2.713917,2.598594,2.3046729999999997,2.716627,3.1611290000000003,3.408752,3.750144,33.858843,33.849940999999994,33.844530999999996,33.840161,33.293949
16-2805587,,,,,,,,,,,,,,,,0,0.23905700000000002,0.596951,1.014589,1.171173,1.562064,1.9057009999999999,1.959179,2.205679,2.568377,3.944414,4.433679,4.694458,4.872013,5.060654,5.273769000000001,5.402654,4.739179,5.1784349999999995,5.8019169999999995,6.300959,6.780676,6.833719,7.3897759999999995,7.642983,7.684677000000001,7.965901,8.234563,8.453074,8.666715,8.791419,9.113327,9.300055,9.836591,9.88013,9.576562,9.483755,9.617918,9.977679,10.54989,10.888542,11.040322999999999,11.254242999999999,12.753459,13.264481,13.424326999999998,13.699805,13.316239000000001,12.824123,12.537799,11.351868,11.184652999999999,11.496158,11.972254,11.897314,11.786846,12.189053999999999,12.416476,12.792726,12.714303,12.47512,12.09545,11.893924,11.358715,11.024037,10.816587,10.376710000000001,9.710069,9.393982000000001,9.066680999999999,8.826322,8.537548,8.222152000000001,8.436048,8.19183,7.708166,7.074847,6.862145,6.6290059999999995,6.290877,5.860130000000001,5.4656720000000005,5.083005,4.54674,4.407003,4.560739,4.516612,4.333544,4.157032,4.148822,4.456529,4.570688,4.635443,4.467741999999999,3.815867,2.210152,1.976231,1.783135,1.561679,1.169158,1.009434,0.646355,0.23134200000000002,0.184322,0.222269,0.449221,0.652105,0.948535,1.414676,1.630511,2.28539,2.932467,2.8181439999999998,2.524223,2.9361770000000003,3.380679,3.6283019999999997,3.969694,33.911035999999996,33.899134000000004,33.894724,33.896353999999995,33.349142
17-2804865,,,,,,,,,,,,,,,,,0,0.358894,0.775533,1.106759,1.497651,1.8462869999999998,1.8997650000000001,2.146265,2.508963,3.886,4.376265,4.463401,4.640956,4.829597,5.043712,5.25379,4.680765,5.121022,5.744503,6.243545,6.721261999999999,6.774305,7.330361999999999,7.58357,7.626263000000001,7.908488,8.17715,8.396661,8.608300999999999,8.735005000000001,9.056913,9.243641,9.777177,9.822716,9.519149,9.426341,9.560505000000001,9.920264999999999,10.492476,10.831128999999999,10.98291,11.19683,12.637545,13.146567999999998,13.307413,13.468748999999999,13.085183,12.593066,12.306742,11.120811999999999,10.953596000000001,11.265101,11.740198,11.667257000000001,11.555789,11.957997,12.18542,12.56167,12.483246000000001,12.244063,11.865393,11.663867,11.128658,10.79198,10.585531,10.146654,9.479011999999999,9.162925999999999,8.835624000000001,8.594265,8.307491,7.989095,8.205991000000001,7.960773,7.477109,6.843789999999999,6.630088000000001,6.398949,6.059821,5.629073,5.234615,4.851948999999999,4.315683,4.175946,4.329682,4.2855550000000004,4.102487,3.925975,3.917765,4.225472,4.512274,4.578029,4.410329,3.758453,2.1507389999999997,1.9168169999999998,1.7237209999999998,1.497265,1.104744,0.788509,0.408298,0.15024500000000002,0.24573499999999998,0.460325,0.687278,0.8901620000000001,1.186591,1.6527319999999999,1.8675680000000001,2.523447,3.1715240000000002,3.0562009999999997,2.76228,3.174234,3.618735,3.8663589999999997,4.207751,33.682978999999996,33.672077,33.667667,33.664297,33.113085999999996
18-2805205,,,,,,,,,,,,,,,,,,0,0.41663900000000004,0.747866,1.138757,1.487394,1.5408709999999999,1.7873720000000002,2.15007,3.526107,4.0163720000000005,4.228765,4.40632,4.594961,4.809076,4.985347,4.3208720000000005,4.761128,5.3846099999999995,5.882651999999999,6.363368,6.415412,6.971469,7.224676,7.26737,7.546594,7.816256,8.034767,8.247408,8.375112,8.69702,8.883747999999999,9.418284,9.461822999999999,9.158255,9.065448,9.201611,9.559372,10.133583,10.470235,10.622016,10.837936000000001,12.336151,12.846174000000001,13.00502,13.235111999999999,12.851546,12.35943,12.073106,10.887175,10.718960000000001,11.031464999999999,11.506561,11.432621000000001,11.321153,11.724361,11.951783,12.328033,12.24961,12.010427,11.630757000000001,11.429231,10.894022,10.558344,10.351894,9.912017,9.245376,8.929289,8.601988,8.360629,8.072855,7.7564589999999995,7.971355,7.726137,7.2424729999999995,6.609153999999999,6.395452,6.163313,5.825183999999999,5.394437,4.999979,4.617312,4.081047,3.9413099999999996,4.095046,4.049919,3.8678510000000004,3.691339,3.683129,3.9908360000000003,4.15338,4.217136,4.051435,3.39856,1.7918450000000001,1.557924,1.3648280000000002,1.138372,0.74585,0.429616,0.17166199999999998,0.365609,0.603629,0.8182189999999999,0.9898290000000001,1.120798,1.419227,1.883368,2.068204,2.722083,3.3711599999999997,3.2868370000000002,2.992916,3.40487,3.8493720000000002,4.096995,4.4383870000000005,33.449343,33.433440999999995,33.431031,33.427661,32.880449
19-2805308,,,,,,,,,,,,,,,,,,,0,0.331227,0.722118,1.070755,1.124233,1.370733,1.7334310000000002,3.110468,3.600733,4.020868,4.198424,4.387065,4.60118,4.569708,3.904233,4.345489,4.968971,5.468013,5.94473,5.9977730000000005,6.55583,6.807036999999999,6.850731,7.1319550000000005,7.401617,7.620128,7.831769,7.959473,8.280381,8.468109,9.002645,9.046184,8.742616,8.649809,8.785972000000001,9.143733000000001,9.716944,10.056596,10.207377000000001,10.420297,11.920511999999999,12.430535,12.589381,12.876749,12.64365,12.151533,11.865210000000001,10.678279,10.510064,10.823568,11.298665,11.224724,11.113257,11.515464,11.743886999999999,12.120137,12.040714,11.802531,11.421861,11.221333999999999,10.686126,10.349447,10.143998,9.704121,9.03748,8.721392999999999,8.393092,8.152733,7.864959,7.547561999999999,7.763458999999999,7.518241000000001,7.0345770000000005,6.402257,6.187556,5.9554160000000005,5.618288,5.186541,4.792082,4.409416,3.873151,3.733414,3.88715,3.843022,3.659955,3.483443,3.4752330000000002,3.782939,3.737741,3.801497,3.6347959999999997,2.9829209999999997,1.375206,1.141285,0.948189,0.721733,0.329212,0.169488,0.367235,0.7822479999999999,1.0147329999999999,0.800143,0.57319,0.704159,1.002589,1.4667290000000002,1.6515650000000002,2.306444,2.9545209999999997,2.870198,2.576277,2.9882310000000003,3.4327330000000003,3.6803559999999997,4.0217480000000005,33.240446999999996,33.229545,33.220135,33.218765000000005,32.673553000000005
20-2805204,,,,,,,,,,,,,,,,,,,,0,0.391892,0.740528,0.794006,1.040506,1.4032040000000001,2.779241,3.2695060000000002,3.6906410000000003,3.8681970000000003,4.056838,4.2709529999999996,4.238481,3.574006,4.014263,4.6377440000000005,5.136786,5.614503,5.668546,6.223603,6.47781,6.519504,6.800727999999999,7.07039,7.2899020000000005,7.501542,7.627246,7.949153999999999,8.136882,8.670418,8.715957000000001,8.41239,8.319582,8.454744999999999,8.813506,9.385717,9.72437,9.87615,10.09107,11.589286,12.099309,12.258154,12.545522,12.313423,11.820307000000001,11.534983,10.348052000000001,10.180837,10.493342,10.967438000000001,10.894498,10.78303,11.185238,11.41266,11.78991,11.711487,11.472304,11.092634,10.891108000000001,10.354899000000001,10.019221,9.813771000000001,9.373894,8.706253,8.391166,8.062864999999999,7.821505999999999,7.534732000000001,7.217336,7.433232,7.188014,6.70435,6.071031,5.857329,5.625189,5.2870610000000005,4.856314,4.461856,4.0791889999999995,3.5429239999999997,3.4031870000000004,3.5569230000000003,3.5117949999999998,3.329728,3.153216,3.145006,3.4527129999999997,3.406515,3.4712699999999996,3.3035690000000004,2.651694,1.04498,0.811058,0.617962,0.391506,0.057973000000000004,0.31825,0.699462,1.114475,1.163494,0.9489049999999999,0.721952,0.8529209999999999,1.12565,1.1575030000000002,1.320338,1.976217,2.624294,2.560971,2.267051,2.679004,3.1235060000000003,3.3711290000000003,3.7125220000000003,32.906220000000005,32.895317999999996,32.891908,32.888538,32.345326
21-2802589,,,,,,,,,,,,,,,,,,,,,0,0.348637,0.40211399999999997,0.648614,1.011313,2.38635,2.876614,3.350979,3.682805,3.872447,4.055667,3.84559,3.181114,3.621371,4.244852,4.744895,5.222611,5.276654,5.832712,6.0859190000000005,6.127612,6.4098370000000005,6.677499000000001,6.897010000000001,7.10965,7.235355,7.557262,7.744991000000001,8.279525999999999,8.325066,8.021498,7.928691000000001,8.062854,8.422614,8.994826,9.333478,9.485259,9.699178999999999,11.197394000000001,11.707417,11.867263000000001,12.151631,12.474032000000001,12.020187,11.733863000000001,10.547933,10.380717,10.693222,11.167319,11.094378,10.98291,11.386118,11.613541,11.98979,11.910366999999999,11.672184,11.291514,11.089988,10.555779,10.220101,10.012652000000001,9.573774,8.906133,8.590046000000001,8.263745,8.021386,7.733612,7.417216000000001,7.313388000000001,6.8606229999999995,6.376958999999999,6.038639,5.965292,5.82607,5.487941999999999,5.0561940000000005,4.661736,4.279069,3.742804,3.603067,3.7568029999999997,3.711676,3.529608,3.353096,3.3448860000000002,3.179907,3.013623,3.078379,2.910678,2.258802,0.653088,0.419167,0.22607,0.20061500000000002,0.392907,0.709142,1.0903530000000001,1.504366,1.554386,1.339796,1.112843,1.2438129999999998,1.3055299999999999,0.997618,0.9294469999999999,1.5843260000000001,2.2324029999999997,2.22008,1.926159,2.338113,2.7826150000000003,3.030238,3.37163,33.1071,33.098198,33.091788,33.090418,32.544207
22-2802362,,,,,,,,,,,,,,,,,,,,,,0,0.26597800000000005,0.512478,0.8751760000000001,2.250213,2.740478,3.214842,3.546669,3.7353099999999997,3.9195309999999997,3.709453,3.044978,3.485235,4.108716,4.608758,5.087475,5.140518,5.696575,5.948782,5.9914760000000005,6.2727,6.542362000000001,6.760874,6.973514,7.099218,7.422126,7.607854,8.14339,8.188929,7.885362,7.792553999999999,7.926717999999999,8.286478,8.857689,9.197341999999999,9.349122,9.562042,11.060258000000001,11.570281,11.730126,12.015494,12.337895,12.222779,11.936455,10.750524,10.582309,10.894814,11.36991,11.29597,11.184502,11.587710000000001,11.815132,12.191382,12.112959,11.873776,11.494106,11.292580000000001,10.757371000000001,10.421693,10.215243,9.775366,9.108725,8.792638,8.465337,8.223978,8.053204,7.7358080000000005,7.177252,6.724486,6.2408220000000005,5.902503,5.829155,6.0622940000000005,5.835578,5.404831,5.010372,4.627706,4.0914410000000005,3.951704,4.10544,4.018267,3.8362,3.6596879999999996,3.357478,3.042771,2.876487,2.941242,2.774541,2.122666,0.5169520000000001,0.28303,0.265022,0.349023,0.741544,1.057778,1.43899,1.8540029999999998,1.898023,1.6834330000000002,1.45648,1.5874489999999999,1.646167,1.145026,1.076855,1.731734,2.379811,2.366488,2.0735669999999997,2.484521,2.929023,3.176646,3.5180379999999998,33.455737,33.444835,33.440425,33.439054999999996,32.893843
23-2802595,,,,,,,,,,,,,,,,,,,,,,,0,0.2465,0.6091979999999999,1.9842349999999997,2.4745,2.948864,3.2806910000000005,3.469332,3.653553,3.4434760000000004,2.779,3.219257,3.8427379999999998,4.341781,4.819497,4.87254,5.429597,5.681805000000001,5.7244980000000005,6.005723000000001,6.274385,6.493896,6.706536,6.83224,7.154147999999999,7.340876,7.875412,7.920951,7.6173839999999995,7.524576,7.658739999999999,8.0185,8.590711,8.929364,9.081145,9.295065,10.793280000000001,11.305303,11.464148,11.749516999999999,12.072918,11.956800999999999,11.670477,10.484547000000001,10.316331,10.628836,11.103933,11.029992,10.918524,11.321732,11.549155,11.925405,11.846981,11.607797999999999,11.228129,11.026602,10.491392999999999,10.155714999999999,9.949266,9.509389,8.842747,8.526661,8.20036,7.957999999999999,7.7872259999999995,7.47083,6.911274000000001,6.458508999999999,5.974844,5.636525,5.563177,5.796316,5.598555999999999,5.1668080000000005,5.06385,4.681184,4.144918,4.005180999999999,4.158917,3.7532900000000002,3.5702220000000002,3.39471,3.0915,2.777793,2.610509,2.6762639999999998,2.508564,1.8566880000000001,0.250974,0.159948,0.176044,0.4025,0.795021,1.111256,1.491467,1.9074799999999998,1.9515,1.73691,1.509957,1.640927,1.699644,1.199503,1.131332,1.785211,2.434288,2.419966,2.128045,2.537998,2.9835,3.232124,3.5725160000000002,33.509214,33.500312,33.494902,33.490532,32.944321
24-2802598,,,,,,,,,,,,,,,,,,,,,,,,0,0.362698,1.738735,2.229,2.7033650000000002,3.036191,3.224832,3.4080529999999998,3.1979759999999997,2.5335,2.973757,3.597238,4.096280999999999,4.573997,4.62804,5.184097,5.438305000000001,5.478998000000001,5.760223000000001,6.028885,6.249396,6.462036,6.587739999999999,6.909648,7.098375999999999,7.631912,7.676450999999999,7.372884,7.280075999999999,7.41524,7.773,8.346211,8.684864,8.836644999999999,9.050564999999999,10.54778,11.058803,11.217647999999999,11.505017,11.827418,11.711300999999999,11.424978,10.239047,10.070831,10.383336,10.858433,10.784492,10.673024,11.076232000000001,11.303655000000001,11.679905,11.601481,11.362298,10.982629,10.781102,10.245892999999999,9.910214999999999,9.703766,9.263889,8.597247,8.281161,7.953860000000001,7.7125,7.541726,7.2253300000000005,6.665774000000001,6.213009,5.729344,5.391025,5.317677,5.550816,5.352056,4.920308,4.94515,4.927683999999999,4.391419,4.251681,4.038084,3.50779,3.3257230000000004,3.14921,2.847,2.532293,2.366009,2.429764,2.263064,1.6111879999999998,0.311526,0.229448,0.422544,0.649,1.041521,1.357756,1.738967,2.15298,2.198,1.983411,1.756457,1.887427,1.9461439999999999,1.445003,1.376833,2.031711,2.6797880000000003,2.667466,2.373545,2.785499,3.23,3.4776239999999996,3.8190160000000004,33.354214,33.343312,33.338903,33.335532,32.788321
25-2805538,,,,,,,,,,,,,,,,,,,,,,,,,0,1.377038,1.867302,2.3416669999999997,2.673493,2.862134,3.046355,2.836278,2.171802,2.612059,3.2355400000000003,3.7335830000000003,4.212299,4.2653419999999995,4.8213989999999995,5.073607,5.1163,5.397525,5.667187,5.8856980000000005,6.098338,6.224043,6.54595,6.732678999999999,7.2682139999999995,7.313753,7.010186,6.917378,7.0515419999999995,7.411302,7.983513,8.322166000000001,8.473947,8.687867,10.187082,10.698105,10.855951,11.143319,11.46572,11.349603,11.06328,9.877349,9.709133999999999,10.021638000000001,10.496735000000001,10.422794,10.311327,10.714534,10.941957,11.318207000000001,11.239783000000001,11.0006,10.620931,10.419404,9.884195,9.548517,9.342068,8.902191,8.235549,7.919463,7.592161999999999,7.350802000000001,7.181029,6.863632000000001,6.304076,5.851311,5.367647,5.029326999999999,4.95598,5.189119,4.991358,4.56061,4.584452,4.666486,4.141221,4.001484,3.6773860000000003,3.147092,2.964025,2.787512,2.485302,2.170595,2.004311,2.0680669999999997,1.901366,1.24949,0.358225,0.592146,0.785242,1.011699,1.404219,1.7204540000000001,2.101666,2.515679,2.560698,2.346109,2.1191560000000003,2.250125,2.308843,1.808702,1.7395310000000002,2.39541,3.0274099999999997,2.8677330000000003,2.736243,3.149197,3.5916980000000005,3.840322,4.036182,32.991516,32.980614,32.975204999999995,32.973835,32.426623
26-2802587,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.49026499999999995,0.9646299999999999,1.297456,1.486097,1.669318,1.459241,0.7947649999999999,1.2350219999999998,1.8585029999999998,2.371546,2.850262,3.203305,3.7593620000000003,4.211961,4.680263,4.961488,5.23115,5.450661,5.663301000000001,5.789005,5.911617,5.724889,6.206176999999999,6.001716,5.697149,5.604341000000001,5.738505,6.0982650000000005,6.671475999999999,7.009129,7.161910000000001,7.37483,8.810045,9.321067999999999,9.478913,9.766282,10.087683,9.972566,9.686243,8.500312,8.332096,8.644601,9.119698,9.045757,8.934289,9.337497,9.564919999999999,9.94117,9.862746000000001,9.623563,9.243894000000001,9.042367,8.507158,8.17148,7.965031,7.525154,6.858511999999999,6.542426,6.215125,5.973765,5.803991000000001,5.485595,4.927039,4.474273999999999,3.9906089999999996,3.6522900000000003,3.5789419999999996,3.8120809999999996,3.8327910000000003,3.402044,3.425885,3.5079190000000002,2.982654,2.842917,2.5188189999999997,1.988525,1.8064580000000001,1.629945,1.327735,1.013028,0.846744,0.692029,0.524329,0.130548,1.734262,1.9681830000000002,2.161279,2.387736,2.780256,3.096491,3.476703,3.8927160000000005,3.9367349999999997,3.722146,3.495193,3.6261620000000003,3.68488,3.184739,3.116568,3.7704470000000003,4.403447,4.24377,4.11228,4.525233999999999,4.969736,5.217359,5.413219000000001,31.615478999999997,31.604577000000003,31.600168,31.595796999999997,31.050586
27-2802580,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.473365,0.806191,0.9948319999999999,1.259947,1.2969760000000001,0.6325,1.072757,1.6962380000000001,2.2092810000000003,2.687997,3.04104,3.597097,4.049696,4.516998,4.800223,5.0678849999999995,5.287396,5.500036,5.62474,5.749352,5.562624,6.043912000000001,5.839451,5.535883999999999,5.4430760000000005,5.57724,5.937,6.509211,6.846864,6.999645,7.211564999999999,8.647780000000001,9.157803,9.317648,9.603017,9.926418,9.810300999999999,9.523978,8.338047,8.169831,8.482336,8.957433,8.883492,8.772024,9.175232000000001,9.402655000000001,9.778905,9.700481,9.461298,9.081629,8.880102,8.344892999999999,8.009215,7.802766,7.362889,6.6962470000000005,6.380161,6.05386,5.8115,5.640726,5.32333,4.764774,4.312009,3.8283440000000004,3.310025,3.2366770000000002,3.4698160000000002,3.399056,2.9683080000000004,2.99215,3.075184,2.549919,2.410181,2.086084,1.6877900000000001,1.506723,1.32921,1.028,0.7132930000000001,0.416991,0.200764,0.294937,0.620812,2.224526,2.4584479999999997,2.650544,2.877,3.269521,3.5877559999999997,3.966967,4.38098,4.426,4.21241,3.985457,4.117426999999999,4.176144,3.674003,3.6078330000000003,4.259711,4.892712,4.735035,4.602545,5.015499,5.46,5.704624,5.902483999999999,31.454214,31.442312,31.437903000000002,31.434532,30.888321
28-2802572,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.332827,0.521468,0.786583,0.99666,0.49213599999999996,0.932393,1.555874,2.068916,2.5476330000000003,2.900676,3.4567330000000003,3.909331,4.376633999999999,4.658859,4.9275199999999995,5.147032,5.359672,5.4853760000000005,5.608988,5.42226,5.903548000000001,5.697087000000001,5.39352,5.300712,5.434876,5.794636,6.366847,6.7055,6.85728,7.071200999999999,8.379416,8.891439,9.050284,9.336652,9.659053,9.451937,9.165613,7.979682,7.8114669999999995,8.123972,8.599067999999999,8.525128,8.41366,8.816868,9.04429,9.420539999999999,9.342117,9.102934,8.723264,8.521738000000001,7.986528999999999,7.650850999999999,7.444400999999999,7.004524000000001,6.337883000000001,6.021796,5.694495,5.453136,5.282362,4.965966000000001,4.40641,3.953644,3.4699800000000005,2.836661,2.763313,2.996452,2.926691,2.494944,2.518786,2.601819,2.0765540000000002,1.9368169999999998,1.612719,1.2154260000000001,1.0323579999999999,0.8558459999999999,0.8476360000000001,0.858658,0.5623560000000001,0.346129,0.440301,1.095177,2.698891,2.9328119999999998,3.1269080000000002,3.3523650000000003,3.691657,4.007892,4.278169,4.470116,4.702136,4.638546,4.411593,4.542562,4.624280000000001,4.149368,4.081197,4.735076,5.367076,5.208399,5.076909,5.489863,5.933365,6.180988,6.376849,31.09385,31.083948,31.078538,31.075167999999998,30.529956
