순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2800284,21-2800285,22-2803933,23-2800287,24-2800288,25-2804793,26-2800291,27-2800296,28-2800298,29-2804064,30-2804535,31-2804537,32-2804572,33-2804066,34-2804611,35-2804086,36-2804613,37-2804089,38-2806223,39-2804091,40-2804093,41-2804615,42-2804617,43-2804094,44-2804619,45-2804097,46-2804621,47-2804623,48-2804098,49-2804625,50-2803915,51-2806315,52-2804627,53-2803913,54-2803911,55-2803908,56-2803907,57-2807376,58-2803905,59-2803903,60-2804629,61-2806221,62-2803901,63-2803899,64-2807378,65-2807381,66-2803897,67-2806317,68-2803895,69-2803893,70-2803891,71-2806220,72-2803889,73-2803887,74-2803885,75-2803883,76-2803881,77-2803879,78-2803877,79-2803875,80-2803874,81-2803973,82-2803975,83-2805718,84-2803979,85-2806018,86-2804334,87-2803983,88-2803985,89-2803987,90-2803989,91-2806004,92-2807385,93-2803991,94-2803993,95-2803995,96-2800298,97-2800297,98-2803996,99-2803994,100-2803992,101-2807384,102-2806003,103-2803990,104-2803988,105-2803986,106-2803984,107-2803981,108-2806017,109-2805721,110-2805719,111-2803976,112-2803974,113-2803875,114-2803876,115-2803878,116-2803880,117-2803882,118-2803884,119-2803886,120-2803888,121-2806219,122-2803890,123-2803892,124-2803894,125-2806316,126-2803896,127-2807380,128-2807379,129-2803898,130-2803900,131-2806222,132-2804630,133-2803902,134-2803904,135-2807377,136-2803906,137-2803909,138-2803910,139-2803912,140-2804628,141-2806314,142-2803914,143-2804626,144-2804099,145-2804624,146-2804622,147-2804096,148-2804620,149-2804095,150-2804618,151-2804616,152-2804092,153-2804090,154-2806224,155-2804088,156-2804614,157-2804087,158-2804612,159-2804067,160-2804571,161-2804538,162-2804536,163-2804065,164-2800297,165-2800261,166-2803997,167-2800290,168-2800289,169-2803934,170-2800286,171-2803932,172-2803596,173-2800283,174-2800281,175-2800280,176-2800278,177-2806663,178-2804031,179-2800260,180-2800275,181-2804713,182-2803598,183-2803600,184-2800273,185-2803601,186-2804331,187-2803581,188-2800271,189-2805489,190-2807150
101-2807384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.240875,0.9883299999999999,2.943303,3.5875220000000003,3.243959,3.006709,3.6992239999999996,4.565706,4.7682839999999995,5.10297,5.736524,6.158723999999999,6.934302000000001,7.2828669999999995,7.965811,8.348889,8.763554,9.414341,9.813359,10.589306,11.924919000000001,12.367455,12.662523,13.048159,13.280249,13.496284,14.617856,14.832616,15.062339000000001,15.266784,14.813691,14.068535,13.633278,13.238014999999999,12.945393,12.529049,12.087817999999999,11.636207,11.298976,10.891259,10.662778,10.365952,9.862166,9.550241999999999,8.876832,8.354095,7.7248660000000005,7.4119399999999995,7.054477,6.246971,5.936323000000001,5.411396,5.109904,4.5277330000000005,4.082835,3.6111800000000005,4.218371,3.6077690000000002,2.764607,2.381927,1.865878,1.6588779999999999,1.082719,1.145717,1.557008,2.093067,2.462206,2.915956,4.219125,5.110109,5.394148,6.383989,6.846417999999999,7.53428,8.107522,8.243972,9.189672999999999,9.821575,10.058252,10.380448,10.563236999999999,11.051539,11.512821,11.723547,11.895255,12.152921000000001,12.637369999999999,13.137235,13.511004999999999
102-2806003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.747455,2.702428,3.345647,3.002084,2.765834,3.4583489999999997,4.323831,4.526408999999999,4.861095,5.494649,5.916849,6.692427,7.040992,7.723936,8.107014,8.521678999999999,9.172466,9.571484,10.347430000000001,11.683044,12.125580000000001,12.420648,12.806284,13.038374000000001,13.254408999999999,14.375981,14.590741,14.820464000000001,15.025909,14.572816,13.82766,13.392403,12.99714,12.704517999999998,12.288174,11.846943,11.395332000000002,11.058100999999999,10.650383999999999,10.421903,10.125077000000001,9.621291000000001,9.309367,8.635956,8.11322,7.4839910000000005,7.171065,6.813602,6.006094999999999,5.695448000000001,5.170521,4.869029,4.286857,3.84196,3.370305,3.977496,3.849644,3.005481,2.622802,2.106753,1.8997529999999998,1.3235940000000002,1.386592,1.7978830000000001,2.333942,2.703081,3.156831,4.459,5.349984,5.635023,6.624864,7.088292,7.775155000000001,8.347397,8.485847,9.430548,10.06145,10.299127,10.620322999999999,10.805112,11.291414,11.752696,11.963422,12.13513,12.392796,12.878245,13.377108999999999,13.750879999999999
103-2803990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.9549729999999998,2.5981919999999996,2.254629,2.017378,2.709894,3.576376,3.778954,4.11364,4.747194,5.169393,5.944972,6.293537000000001,6.976481,7.359558,7.774224,8.42501,8.824029,9.599975,10.935589,11.378124,11.673193,12.058829,12.290918,12.506953999999999,13.628526,13.843285999999999,14.073008999999999,14.278454,13.825361,13.080204,12.644948,12.249685000000001,11.957063,11.540719000000001,11.099488000000001,10.647877000000001,10.310645,9.902928999999999,9.674448,9.377621000000001,8.873835,8.561911,7.888501,7.365765,6.736536,6.423609,6.066147,5.25864,4.947992,4.423066,4.121573000000001,3.5394019999999995,3.094505,2.62285,3.2300400000000002,4.0189010000000005,3.752937,3.370257,2.8542080000000003,2.647208,2.0710490000000004,2.1340470000000002,2.545338,3.081397,3.450536,3.904286,5.206455,6.098439,6.382478,7.371319000000001,7.834747999999999,8.52261,9.094852000000001,9.232302,10.177003,10.808905000000001,11.045582000000001,11.367778,11.550567,12.039869,12.501151,12.710877,12.882585,13.140251000000001,13.6247,14.124564999999999,14.498335
104-2803988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.7817430000000001,1.125305,1.457406,2.149921,3.016403,3.2189810000000003,3.553667,4.187221,4.609421,5.384999,5.733564,6.416508,6.799586,7.214250999999999,7.865038,8.264056,9.040003,10.375616,10.818152,11.11322,11.498856,11.730946000000001,11.946981,13.068553,13.112688,12.882964,12.58952,12.136427000000001,11.39127,10.956014,10.560751,10.268129,9.851784,9.410554,8.958943,8.621711,8.213994999999999,7.985514,7.688687,7.184900999999999,6.872977000000001,6.199567,5.676831,5.0476019999999995,4.734675,4.377212999999999,3.5697059999999996,3.259058,2.734132,2.432639,1.850468,1.405571,0.933916,1.5411059999999999,2.329967,3.17313,3.5568089999999994,4.074858,4.281858000000001,4.026022,4.089019,4.500311,5.03637,5.4055089999999995,5.8592580000000005,7.161427000000001,8.053412,8.336451,9.327292,9.78872,10.477583000000001,11.051825,11.186275,12.133975999999999,12.764877,13.000555,13.32375,13.50554,13.994842000000002,14.455123,14.66685,14.838557999999999,15.095223999999998,15.579673000000001,16.080537,16.453307000000002
105-2803986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.343563,0.675663,1.368179,2.234661,2.4372380000000002,2.771925,3.405478,3.8276779999999997,4.603257,4.951822,5.634766,6.017843,6.432509,7.083295,7.482314,8.25826,9.593873,10.036408999999999,10.331478,10.717113000000001,10.949203,11.165238,12.286811,12.50157,12.731292999999999,13.024738000000001,12.91817,12.173013000000001,11.737757,11.342493,11.049871000000001,10.633527,10.192297,9.740685000000001,9.403454,8.995737,8.767256,8.47043,7.9666440000000005,7.654719999999999,6.981310000000001,6.458573,5.829344,5.516418,5.158956,4.351449,4.040801,3.5158739999999997,3.214382,2.632211,2.187313,1.715659,2.322849,3.11171,3.954872,4.338552,4.855601,5.0636,4.669241,4.732238,5.14353,5.679589,6.048728,6.502477,7.805646,8.69763,8.98167,9.971511,10.433939,11.121801,11.695043,11.831494000000001,12.777194999999999,13.409096,13.645774,13.967969,14.149759,14.63906,15.100342000000001,15.311069,15.482776999999999,15.740442999999999,16.224892,16.724756,17.098526
106-2803984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.33210100000000004,1.024616,1.891098,2.093676,2.428362,3.061916,3.484115,4.2596940000000005,4.608258999999999,5.291203,5.674281,6.088946,6.739733,7.138750999999999,7.914697,9.250311,9.692846000000001,9.987915,10.373550999999999,10.60564,10.821676,11.943247999999999,12.158008,12.387731,12.681175,13.134267999999999,12.516575999999999,12.081319,11.686055999999999,11.393434,10.977089999999999,10.535859,10.084247999999999,9.747017,9.3393,9.110819000000001,8.813993,8.310207,7.998283,7.324872,6.802136,6.172907,5.859980999999999,5.502518,4.695011,4.384364,3.8594370000000002,3.5579449999999997,2.975773,2.5308759999999997,2.059221,2.666412,3.455272,4.298435,4.681115,5.108837,4.901837,4.325678,4.388676,4.799967,5.336026,5.705165,6.158915,7.461084,8.352068,8.636107,9.625948,10.088376,10.776239,11.350481,11.486931,12.431632,13.063533999999999,13.300211,13.623406,13.806196,14.294498,14.754779999999998,14.965506,15.137214000000002,15.395879999999998,15.880329000000001,16.379193,16.753963
107-2803981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.692516,1.5589979999999999,1.761575,2.096262,2.7298150000000003,3.152015,3.927594,4.276159,4.959103,5.34218,5.756844999999999,6.4076319999999996,6.806651,7.582597,8.91821,9.360746,9.655814,10.04145,10.273539999999999,10.489575,11.611148,11.825907,12.05563,12.349074,12.802168,12.848676,12.41342,12.018156,11.725534,11.30919,10.86796,10.416348,10.079117,9.6714,9.442919,9.146092999999999,8.642307,8.330383,7.656973,7.134237,6.505007,6.192081,5.834619,5.027112000000001,4.716464,4.191537,3.8900449999999998,3.307874,2.8629759999999997,2.391322,2.998512,3.787373,4.630535,5.014215,4.871586,4.664587,4.0884279999999995,4.151425,4.562717,5.098776,5.4679150000000005,5.921664,7.223833,8.115817,8.399857,9.389698,9.852126,10.539988000000001,11.11323,11.249680999999999,12.195382,12.827283,13.063961,13.386156,13.568945999999999,14.057247,14.518529000000001,14.729256,14.900964000000002,15.158629999999999,15.643078,16.142943,16.516713
108-2806017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.866482,1.0690600000000001,1.403746,2.0373,2.459499,3.2350779999999997,3.583643,4.266587,4.649665,5.06433,5.715117,6.114135,6.8900809999999995,8.225695,8.66823,8.963299000000001,9.348935,9.581024000000001,9.79706,10.918632,11.133392,11.363114999999999,11.656559,12.109652,12.853809,13.105935,12.710672,12.41805,12.001706,11.560475,11.108864,10.771633,10.363916,10.135435000000001,9.838609,9.334823,9.022899,8.349488000000001,7.826752000000001,7.1975229999999994,6.884597,6.527133999999999,5.719627,5.408980000000001,4.884053,4.582561,4.000389,3.5554919999999997,3.083837,3.6910279999999998,4.479888,5.323051,5.70673,5.5651019999999995,5.358102,4.781943,4.844941,5.256232,5.7922910000000005,6.16143,6.6151800000000005,7.918349,8.809333,9.093372,10.084213,10.545641999999999,11.233504,11.807746,11.944196,12.888897,13.521799,13.758476000000002,14.079672,14.262460999999998,14.751763,15.211045,15.422771,15.593479,15.852145000000002,16.337594,16.837459,17.211229
109-2805721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.202577,0.5372640000000001,1.1708180000000001,1.593017,2.3685959999999997,2.717161,3.4001050000000004,3.783182,4.1978480000000005,4.848634,5.247653,6.023599,7.3592130000000004,7.801748,8.096817,8.482453,8.714542,8.930578,10.05215,10.266910000000001,10.496633000000001,10.790077,11.24317,11.987327,12.422583,12.817847,13.110468,12.868188,12.426957000000002,11.975346,11.638114999999999,11.230398,11.001917,10.705091,10.201305,9.889381,9.215971000000001,8.693234,8.064005,7.751078999999999,7.393616000000001,6.586110000000001,6.275462,5.750535,5.449043,4.866872,4.421974,3.9503190000000004,4.55751,5.346369999999999,6.189533,6.5722130000000005,6.430584,6.223584,5.647425,5.7104230000000005,6.121714,6.657773,7.026911999999999,7.480662,8.783831,9.675815,9.959854,10.949696000000001,11.412124,12.099986,12.673228,12.809678,13.755379000000001,14.387281,14.623957999999998,14.946154,15.128943,15.040897,15.502179,15.713904999999999,15.885613000000001,16.143279,16.629728,17.129592000000002,17.501362
110-2805719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.334687,0.96824,1.39044,2.166019,2.514584,3.1975279999999997,3.5806050000000003,3.9952699999999997,4.646057,5.045076,5.821022,7.1566350000000005,7.599171000000001,7.894239,8.279875,8.511965,8.728,9.849573,10.064332,10.294055,10.587499000000001,11.040593,11.784749,12.220005,12.615269,12.907891000000001,13.070765,12.629535,12.177923,11.840692,11.432975,11.204494,10.907668,10.403882000000001,10.091958,9.418548,8.895812,8.266582000000001,7.953656,7.596194000000001,6.7886869999999995,6.478039,5.953112,5.651619999999999,5.069449,4.624551,4.152897,4.760087,5.548948,6.39211,6.774789999999999,6.632161,6.425162,5.849003,5.912000000000001,6.3232919999999995,6.859350999999999,7.22849,7.682239,8.984408,9.875392,10.159432,11.149272999999999,11.611701,12.299563000000001,12.872805,13.009256,13.954957,14.586858,14.823535999999999,15.145731,14.998982999999999,14.839319,15.301601000000002,15.513328,15.685035999999998,15.942701999999999,16.42515,16.927015,17.297785
111-2803976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.633554,1.064754,1.840332,2.188898,2.871841,3.2549189999999997,3.6695839999999995,4.320371,4.71939,5.495336,6.830949,7.273485000000001,7.568553,7.9541889999999995,8.186278999999999,8.402314,9.523887,9.738646000000001,9.968369000000001,10.261813,10.714906,11.459063,11.894319,12.289583,12.582205,12.988549,12.964221,12.51261,12.175379,11.767662,11.539181,11.242355,10.738569,10.426644999999999,9.753233999999999,9.230497999999999,8.601269,8.288342,7.93088,7.123373,6.812726,6.287799,5.986307,5.404135,4.959238,4.487583,5.094774,5.883634,6.726797,7.110475999999999,6.967847999999999,6.760847999999999,6.184689,6.247687,6.658978,7.195036999999999,7.564176,8.017926,9.320095,10.213078999999999,10.497117999999999,11.217084,11.678512,12.366374,12.940616,13.076066,14.021767,14.654669,14.891347,14.854085999999999,14.671297000000001,14.513632999999999,14.973915,15.185642000000001,15.35735,15.615016,16.099464,16.599329,16.973098999999998
112-2803974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4312,1.206779,1.555344,2.2382880000000003,2.621365,3.03603,3.686817,4.0858360000000005,4.861782,6.197394999999999,6.639931,6.934999,7.320635,7.552725,7.76876,8.890333,9.105091999999999,9.334814999999999,9.628259,10.081353,10.825509,11.260766,11.656029,11.948651,12.354994999999999,12.796225999999999,13.146163,12.808932,12.401214999999999,12.172734,11.875908,11.372122000000001,11.060198,10.386788000000001,9.864052000000001,9.234822,8.921896,8.564434,7.756927,7.446279,6.921353,6.619860000000001,6.037689,5.592791,5.121137,5.728326999999999,6.517188,7.36035,7.74403,7.601400999999999,7.394402,6.818242999999999,6.881239999999999,7.291532000000001,7.828591,8.19773,8.651479,9.954647999999999,10.844632,10.652832,10.58353,11.045958,11.73382,12.307062,12.443513000000001,13.389214,14.021115,14.257793,14.222532000000001,14.039743,13.882079000000001,14.343360999999998,14.554088,14.725795999999999,14.983462,15.46791,15.967775,16.341545
113-2803875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.868458,1.2170239999999999,1.8999669999999997,2.283045,2.69771,3.348497,3.7475160000000005,4.523462,5.859075,6.301611,6.596678999999999,6.982315,7.214405,7.430439999999999,8.552013,8.766772,8.996495,9.289939,9.743032000000001,10.487189,10.922445,11.317708999999999,11.610331,12.016675,12.457906,12.909517,13.231132,12.823414999999999,12.594934,12.298108000000001,11.794322,11.482398,10.808988000000001,10.286251,9.657022,9.344096,8.986634,8.179127000000001,7.868479,7.343552000000001,7.04206,6.4598889999999995,6.014991,5.543337,6.150526999999999,6.939388,7.78255,8.165230000000001,8.023601,7.815600999999999,7.240442999999999,7.303439999999999,7.713732,8.25079,8.61993,9.072678999999999,10.375848,10.505671000000001,10.221632000000001,10.152330000000001,10.614758,11.302621,11.875862,12.012313,12.958014,13.589915,13.826592999999999,13.791332999999998,13.608543,13.450879999999998,13.910160999999999,14.120888,14.292596,14.550262,15.036710999999999,15.536575,15.910345000000001
114-2803876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.348565,1.031509,1.414587,1.829252,2.480039,2.879057,3.655004,4.990616999999999,5.433153,5.728221,6.113857,6.345947,6.561982,7.683553999999999,7.898314,8.128036999999999,8.421481,8.874574,9.618731,10.053987,10.449251,10.741873,11.148217,11.589447,12.041058999999999,12.37829,12.786007000000001,13.018488,13.073687,12.569901,12.257977,11.584566,11.06183,10.432601,10.119674,9.762212,8.954705,8.644058,8.119131,7.817639,7.235467,6.79057,6.3189150000000005,6.926105000000001,7.714966,8.558129,8.941808,8.79918,8.59118,8.015021,8.080019,8.489310000000001,9.026369,9.395508,9.848258,11.151427,11.374130000000001,11.09009,11.020788,11.483216,12.171078999999999,12.743321,12.879771,13.826472,14.458374,14.695051000000001,14.659791,14.476001,14.317338000000001,14.779620000000001,14.989346,15.162054000000001,15.419720000000002,15.905169,16.404033,16.777804
115-2803878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.682944,1.072022,1.486687,2.137474,2.536492,3.312439,4.648052,5.0905879999999994,5.385656,5.771292,6.003382,6.219417,7.3409889999999995,7.5557490000000005,7.785472,8.078916,8.532009,9.276166,9.711422,10.106686,10.399308,10.805652,11.246882000000001,11.698493,12.035725,12.443442,12.675922,12.972749,12.918466,12.606542,11.933131,11.410395,10.781166,10.46824,10.110777,9.30327,8.992623,8.467696,8.166203999999999,7.5840320000000006,7.1391350000000005,6.66748,7.2746710000000006,8.063531,8.906694,9.289374,9.147745,8.940745,8.364586,8.427584,8.838875,9.374934,9.744073,10.197823,11.499992,11.722695,11.438655,11.369353,11.831782,12.519644,13.091886,13.228335999999999,14.175037,14.806939000000002,15.043616,15.006356,14.822566,14.666903,15.127185,15.336910999999999,15.508619,15.766285,16.251734,16.751599,17.125369
116-2803880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.38907800000000003,0.803743,1.4545299999999999,1.853548,2.6294939999999998,3.9651080000000003,4.407644,4.702712,5.088348000000001,5.320437,5.536473,6.6580449999999995,6.8728050000000005,7.1025279999999995,7.395972,7.8490649999999995,8.593222,9.028478,9.423741999999999,9.716363000000001,10.122708,10.563938,11.015549,11.352781,11.760497,11.992977999999999,12.289805,12.793591000000001,13.101515,12.616075,12.093339,11.46411,11.151183,10.793721000000001,9.986214,9.675566,9.15064,8.849147,8.266976,7.822079,7.350424,7.9576139999999995,8.746475,9.589638,9.973317,9.831689,9.623689,9.04853,9.110528,9.522819,10.058878,10.428017,10.880767,12.183936,12.405639,12.121599,12.052297,12.514725,13.201588000000001,13.77583,13.91128,14.857981,15.280118,15.043439999999999,14.719245,14.538454999999999,14.378792,14.842073999999998,15.0528,15.224507999999998,15.480174,15.966623,16.464487,16.840258
117-2803882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41466499999999995,1.065452,1.4684709999999999,2.244417,3.5800300000000003,4.022566,4.317634,4.70327,4.93536,5.151395,6.272968,6.487727,6.71745,7.010894,7.4639880000000005,8.208144,8.6434,9.038664,9.331286,9.737630000000001,10.178861,10.630472,10.967703,11.37542,11.607901,11.904727000000001,12.408513000000001,12.716436999999999,12.999153,12.476417,11.847187,11.534261,11.176799,10.369292,10.058644000000001,9.533717,9.232225,8.650053999999999,8.205156,7.7335020000000005,8.340692,9.129553,9.972714999999999,10.355395,10.214766000000001,10.005767,9.431608,9.492605000000001,9.903897,10.440956,10.810095,11.262844,12.568013,12.788716,12.503677,12.435375,12.895802999999999,13.584665,14.157907000000002,14.294357999999999,15.240059,15.29025,15.053572,14.731376999999998,14.550588000000001,14.390923999999998,14.854206,15.064932999999998,15.236641,15.492307,15.978755,16.47662,16.85039
118-2803884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.650787,1.0538049999999999,1.829752,3.165365,3.607901,3.902969,4.2886050000000004,4.520695,4.7367300000000006,5.858302,6.073062,6.302785,6.596228999999999,7.049322,7.793479,8.228735,8.623999000000001,8.916621000000001,9.322965,9.764194999999999,10.215807,10.553038,10.960755,11.193236,11.490062,11.993848,12.301772,12.975182,12.891082,12.261853,11.948926,11.591464,10.783957000000001,10.473309,9.948383,9.646889999999999,9.064719,8.619822000000001,8.148166999999999,8.755357,9.544217999999999,10.387381,10.77006,10.628432,10.420432,9.845272999999999,9.908271000000001,10.320561999999999,10.854621,11.22376,11.677508999999999,12.979678,13.202380999999999,12.917342,12.849039999999999,13.310468,13.999331,14.573573000000001,14.709023,15.654724,15.706916,15.470238,15.148043,14.963253,14.80759,15.268870999999999,15.479598000000001,15.651306,15.908972,16.391420999999998,16.893285000000002,17.267055
119-2803886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.403019,1.178965,2.5145779999999998,2.957114,3.252182,3.637818,3.869908,4.085943,5.207516,5.422275,5.651998000000001,5.945442,6.398536,7.142692,7.577947999999999,7.973211999999999,8.265834,8.672178,9.113408999999999,9.56502,9.902251,10.309968,10.542449000000001,10.839275,11.343061,11.650985,12.324394999999999,12.847132,12.912639,12.599713000000001,12.242251,11.434744,11.124096,10.599169,10.297677,9.715506,9.270608,8.798954,9.406144,10.195005,11.038167,11.421847,11.279218,11.072219,10.49606,10.559057000000001,10.970349,11.506408,11.875547000000001,12.329296000000001,13.631464999999999,13.853168,13.569129,13.500827,13.962254999999999,14.651117000000001,15.224359,15.359810000000001,16.305511,16.355701999999997,16.119024,15.796829,15.61404,15.456376,15.917658,16.128385,16.300093,16.557759,17.042207,17.542072,17.915842
120-2803888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.775946,2.12256,2.565095,2.860164,3.2458,3.477889,3.693925,4.815497,5.030257,5.2599800000000005,5.553424,6.006517,6.750674000000001,7.18593,7.581194,7.873815,8.28016,8.72139,9.173001,9.510233,9.917949,10.15043,10.447257,10.951042999999999,11.258967,11.932377,12.455113,13.091342,12.998732,12.641269,11.833763000000001,11.523114999999999,10.998188,10.696696000000001,10.114525,9.669627,9.197972,9.805163,10.594023,11.437186,11.820866,11.677237,11.471237,10.895078,10.957075999999999,11.368367,11.905426,12.274564999999999,12.728315,14.030484,14.252187,13.969147,13.897846,14.361274,15.050135999999998,15.622378,15.758828,16.705529000000002,16.754721,16.520042999999998,16.197848,16.013057999999997,15.857395,16.316677,16.529403,16.699112,16.956777,17.441226,17.943091,18.314860999999997
121-2806219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.3466129999999998,1.789149,2.084218,2.469853,2.701943,2.9179779999999997,4.039551,4.25431,4.484033,4.7774779999999994,5.230571,5.974727,6.409984,6.8052470000000005,7.097869,7.504213,7.945444,8.397055,8.734286,9.142003,9.374483999999999,9.671311,10.175096,10.48302,11.156431,11.679167,12.315396,12.628323,12.981785,12.609709,12.299061,11.774134,11.472642,10.890471,10.445573,9.973919,10.581109,11.36997,12.213132,12.596812,12.454183,12.247183,11.671025,11.734022,12.145313999999999,12.681372,13.050511,13.504260999999998,14.807429999999998,15.029132999999998,14.745092999999999,14.675792000000001,15.13822,15.826082000000001,16.399324,16.535774,17.481475,17.532667,17.295989000000002,16.973794,16.789004000000002,16.631341,17.094623000000002,17.305349,17.477058,17.734724,18.217172,18.717037,19.092807
122-2803890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.442536,0.737604,1.12324,1.35533,1.571365,2.6929380000000003,2.907697,3.13742,3.430864,3.8839580000000002,4.628114,5.06337,5.458634,5.751256,6.1576,6.598831,7.050441999999999,7.3876729999999995,7.795389999999999,8.027871000000001,8.324697,8.828483,9.136407,9.809817,10.332554,10.968783,11.281709,11.635171000000001,12.442679,12.750326,13.109748000000002,12.808255,12.226084,11.781186,11.309532,11.916722,12.705583,13.548745000000002,13.931425,13.790795999999999,13.581797,13.005638000000001,13.068635,13.479926999999998,14.017985999999999,14.386125,14.839873999999998,16.142043,16.364746,16.080707,16.011405,16.473833,17.161695,17.734937,17.871388,18.817089000000003,18.86628,18.631603,18.309407,18.126618,17.966954,18.428236,18.638963,18.810671,19.070337,19.554786,20.05465,20.428420000000003
