순번_정류장ID,117-2802185,118-2801848,119-2802173,120-2802162,121-2802153,122-2801846,123-2802103,124-2802052,125-2801847,126-2801990,127-2801952,128-2801805,129-2801799,130-2801777,131-2801772,132-2801770,133-2800791,134-2800789,135-2800766,136-2800748,137-2800721,138-2800703,139-2800699,140-2800712,141-2800691,142-2800684,143-2800676,144-2800667,145-2800657,146-2800340,147-2800624,148-2800619,149-2806245,150-2800594,151-2804976,152-2800583,153-2800571,154-2800554,155-2800547,156-2800525,157-2800520,158-2800513,159-2805304,160-2800498,161-2800497,162-2800493,163-2800344,164-2800481,165-2803595,166-2800468,167-2800465,168-2800462,169-2800460,170-2800453,171-2800450,172-2804825,173-2800455,174-2800457,175-2800438,176-2800427,177-2800423,178-2800414,179-2800023,180-2800054,181-2805419,182-2805722,183-2805399,184-2800034,185-2800047,186-2804479,187-2804480,188-2804481,189-2803585,190-2805219,191-2800056,192-2800057,193-2800006,194-2800299,195-2800293,196-2804058,197-2806304,198-2800295,199-2804482,200-2800300,201-2805078,202-2800297,203-2803994,204-2803992,205-2806003,206-2803990,207-2803981,208-2806017,209-2805721,210-2803974,211-2803875,212-2803871,213-2803868,214-2803864,215-2800255,216-2803615,217-2803614,218-2803859,219-2803858,220-2803611,221-2803609,222-2803607,223-2803853,224-2803600,225-2800273,226-2803601,227-2804331,228-2803581,229-2800271,230-2807150
127-2801952,,,,,,,,,,,0,0.507562,0.8660559999999999,1.47143,1.726796,2.172719,2.977539,3.1711099999999997,3.942289,4.192204,4.530817,4.757532,5.1618010000000005,5.545534,5.862127,6.09119,6.4014050000000005,6.7393410000000005,6.911341,7.201497,7.746983999999999,8.027381,8.295407,8.621436,9.291286999999999,10.059228,10.418034,10.901881,11.029212,11.789653,12.162767,12.645736999999999,13.079091,14.09256,14.376468,14.884799,15.182599,15.433557999999998,16.026507000000002,16.256687,16.538534,16.818869,17.063624,17.490778,17.827299,18.020607000000002,18.270582,18.567644,19.210027,19.695477,20.108347,20.563774,20.863846,22.758666,23.671467,24.09989,24.613013,25.888342,28.074697999999998,28.363753999999997,28.673219,29.066221999999996,29.636556,30.808835,31.259663,31.85575,32.765011,34.824448,35.249128000000006,35.597412,36.700255,37.261982,37.647931,38.164415999999996,38.74964,39.472032,39.930537,40.32972,40.795626,41.540081,43.558459,44.249975,45.121457,46.290274,46.710474,47.209637,46.131873999999996,47.148043,47.274378999999996,47.822648,48.789574,49.155284,50.070279,50.413591,50.851833,49.643894,48.284101,45.497715,45.037433,44.824707000000004,44.651998999999996,44.396333,43.918884000000006,43.036249
128-2801805,,,,,,,,,,,,0,0.358494,0.9638680000000001,1.219234,1.665157,2.470976,2.662548,3.4347269999999996,3.6856419999999996,4.023255000000001,4.249969999999999,4.654239,5.0369720000000004,5.3505650000000005,5.582628,5.890843,6.230779,6.403779,6.694935000000001,7.238422,7.518819000000001,7.786845,8.113874000000001,8.780725,9.551666,9.910472,10.391319000000001,10.521649,11.282091000000001,11.653205,12.138175,12.569529,13.584998,13.867906,14.376237,14.676036999999999,14.924995999999998,15.517945000000001,15.749125,16.029972,16.311307,16.557062,16.984216,17.319737,17.513045,17.76202,18.060082,18.704465,19.184915,19.601785,20.052212,20.355283,22.248104,23.162905,23.592328,24.108451000000002,25.377779999999998,27.566136,27.859191999999997,28.168657,28.55766,29.126994,30.300272999999997,30.7551,31.348188,32.258449,34.312886,34.735566,35.09085,36.191693,36.75742,37.140369,37.657854,38.242078,38.96947,39.422975,39.821158000000004,40.287064,41.031519,43.054897,43.741413,44.609895,45.780712,46.202912,46.702075,45.625312,46.639480999999996,46.765817,47.313085,48.280012,48.646722,49.560717,49.907029,50.343271,49.134332,47.772539,44.989153,44.524871000000005,44.316145,44.142437,43.886771,43.411322,42.527687
129-2801799,,,,,,,,,,,,,0,0.606374,0.86174,1.307663,2.113482,2.3040540000000003,3.078233,3.328148,3.6657610000000003,3.8924760000000003,4.296745,4.853478,5.2720709999999995,5.502134,5.812349,6.150285,6.325285,6.615441000000001,7.159928,7.440325,7.767351,8.093378999999999,8.761231,9.531172,9.890978,10.370825,10.501155,11.262596,11.633711,12.11868,12.549035,13.565504,13.848412,14.355742999999999,14.655543,14.904501999999999,15.497451000000002,15.727631,16.009478,16.290813,16.536568,16.963722,17.299243,17.493551,17.741526,18.039588000000002,18.684971,19.164421,19.582291,20.032718,20.334789,22.230610000000002,23.14441,23.571832999999998,24.085957,25.362285999999997,27.545641999999997,27.838697999999997,28.149163,28.540165000000002,29.107499,30.276778999999998,30.732606,31.326694,32.241955,34.292392,34.719072,35.073356,36.175199,36.735925,37.117875,37.636359000000006,38.220584,38.946975,39.401481,39.803664000000005,40.26757,41.017025,43.033403,43.726919,44.590401,45.764218,46.185418,46.683581,45.606818,46.619987,46.744322,47.290591,48.261518,48.629228000000005,49.542223,49.888535,50.322777,49.112838,47.752045,44.969659,44.507377000000005,44.297651,44.121942,43.868276,43.385828000000004,42.507193
130-2801777,,,,,,,,,,,,,,0,0.255366,0.701289,1.506109,1.69868,2.471859,2.7227740000000002,3.059388,3.2861019999999996,3.690371,4.247104,4.666697,4.89576,5.206975,5.544911,5.719911,6.009067,6.553554,6.834950999999999,7.160977000000001,7.487006,8.154857000000002,8.924798,9.283603999999999,9.764451,9.894782000000001,10.655223,11.026337,11.511307,11.942661,12.95813,13.240038,13.749369,14.048169,14.298129000000001,14.891077,15.122257999999999,15.402104999999999,15.684439000000001,15.930194,16.357348,16.692869,16.886177,17.135151999999998,17.433215,18.077598000000002,18.560047,18.971917,19.428344,19.727416,21.620236,22.538037,22.96446,23.478583,24.751912,26.937268,27.231324,27.540789,27.931791999999998,28.501126,29.671406,30.123233000000003,30.71932,31.634582,33.689018,34.111698,34.464983000000004,35.567825,36.125552,36.512501,37.029986,37.61521,38.341602,38.791107000000004,39.193290000000005,39.659196,40.407651,42.426029,43.114545,43.985027,45.156845000000004,45.574044,46.076207000000004,44.997444,46.015613,46.141949,46.685218,47.653144,48.019853999999995,48.932849,49.281161,49.717403000000004,48.509464,47.146671000000005,44.358284999999995,43.899003,43.687277,43.516569,43.258903000000004,42.782454,41.90082
131-2801772,,,,,,,,,,,,,,,0,0.44792299999999996,1.252743,1.4463139999999999,2.217493,2.468408,2.806022,3.032736,3.437005,3.993739,4.4133309999999994,4.643394,4.953608999999999,5.290545,5.466545,5.755701,6.3001879999999995,6.580585000000001,6.907611999999999,7.233639999999999,7.901491,8.672432,9.030239,9.512086,9.641416,10.401857000000001,10.772971,11.257941,11.690296,12.704765,12.988673,13.496003,13.794803,14.044763,14.638712,14.867892000000001,15.149739000000002,15.431073999999999,15.676829000000001,16.103983,16.440503,16.632811,16.882787,17.180849,17.822232,18.304682,18.721551,19.172978,19.47305,21.367871,22.284671,22.710094,23.226218,24.499547,26.683903000000004,26.979959,27.289424,27.677426,28.247759999999996,29.417040000000004,29.873866999999997,30.469953999999998,31.377215999999997,33.432653,33.856333,34.209617,35.313459,35.872186,36.261134999999996,36.778620000000004,37.363845,38.088236,38.537742,38.939924,39.40583,40.153285,42.170664,42.862179,43.728660999999995,44.903479,45.321678999999996,45.822841,44.746078999999995,45.759246999999995,45.885583000000004,46.430852,47.402778999999995,47.769488,48.677484,49.025795,49.463037,48.255099,46.895305,44.10892,43.646638,43.435912,43.264203,43.006537,42.528089,41.648454
132-2801770,,,,,,,,,,,,,,,,0,0.80582,0.997391,1.76957,2.020485,2.358099,2.584813,2.989082,3.5458160000000003,3.964408,4.194471,4.504686,4.842622,5.017622,5.3067779999999996,5.851265,6.132662,6.459689,6.785717,7.453567999999999,8.223509,8.582316,9.064163,9.194493,9.953934,10.326048,10.810018,11.241373,12.256842,12.53975,13.047080000000001,13.347879999999998,13.59684,14.188788,14.419969,14.701816,14.98215,15.227904999999998,15.65506,15.99058,16.183888,16.433863,16.732926000000003,17.376309,17.856759,18.271628,18.725054999999998,19.024127,20.920947,21.834748,22.262171,22.777294,24.054624,26.236978999999998,26.530036,26.8395,27.231503000000004,27.798837,28.972116999999997,29.423944,30.020031,30.931293,32.98473,33.41041,33.763694,34.864536,35.428263,35.812212,36.330697,36.915921999999995,37.636313,38.091817999999996,38.494001000000004,38.957907,39.705362,41.722741,42.414256,43.285738,44.452556,44.874756,45.372918,44.297156,45.312324,45.44066,45.982929,46.954856,47.320565,48.231559999999995,48.579871999999995,49.018114000000004,47.810176,46.444382,43.658997,43.199715000000005,42.985989000000004,42.81428,42.560614,42.083165,41.199531
133-2800791,,,,,,,,,,,,,,,,,0,0.191571,0.963751,1.2146649999999999,1.6252790000000001,1.871993,2.276262,2.832996,3.2525880000000003,3.4816519999999995,3.791866,4.129803,4.305802,4.594958,5.138446,5.419843,5.746869,6.072897,6.740748,7.511689,7.870496000000001,8.350342999999999,8.481672999999999,9.242114,9.613228,10.097197999999999,10.528553,11.545022,11.82693,12.336260000000001,12.63606,12.88302,13.475969000000001,13.709148999999998,13.988995999999998,14.270331,14.516085999999998,14.944239999999999,15.279760000000001,15.473068,15.722044,16.020106,16.662489,17.144939,17.558808,18.014235,18.313307000000002,20.209128,21.123928,21.550351000000003,22.066475,23.337804000000002,25.52316,25.818216,26.126681,26.516683,27.088016999999997,28.259296999999997,28.713124,29.309210999999998,30.219472999999997,32.27491,32.697590000000005,33.051874,34.154717,34.712443,35.098392,35.615877000000005,36.202102000000004,36.925492999999996,37.379999,37.783181,38.245087,38.994543,41.011921,41.703437,42.570919,43.741735999999996,44.164936,44.664097999999996,43.587336,44.601504,44.725840000000005,45.273109000000005,46.242036,46.608745,47.517741,47.867053000000006,48.302294,47.097356,45.735562,42.948177,42.486895000000004,42.276169,42.104459999999996,41.843794,41.368346,40.487711
134-2800789,,,,,,,,,,,,,,,,,,0,0.77218,1.023094,1.433708,1.680422,2.084691,2.641425,3.0610169999999997,3.2910800000000004,3.601295,3.938232,4.113231,4.403387,4.947875,5.229271,5.5552980000000005,5.8813260000000005,6.549176999999999,7.319118,7.678925,8.159772,8.290102000000001,9.050543,9.421657000000002,9.906627,10.337982,11.353451,11.635359,12.143689,12.444489,12.692449,13.285398,13.516577999999999,13.797425,14.07876,14.324515,14.752669000000001,15.087189000000002,15.280497,15.530473,15.828535,16.470918,16.953367999999998,17.370237,17.821664000000002,18.122736,20.019557,20.931357000000002,21.357779999999998,21.874904,23.148232999999998,25.331589,25.628645000000002,25.93711,26.326112,26.895446000000003,28.067726,28.521553000000004,29.11764,30.026902000000003,32.080339,32.506019,32.862303000000004,33.961146,34.520872,34.905821,35.423306,36.010531,36.732921999999995,37.187428000000004,37.59061,38.054516,38.802971,40.81935,41.511865,42.379348,43.548165000000004,43.972365,44.470527000000004,43.393765,44.408933000000005,44.533269,45.081538,46.050465,46.416174,47.33017,47.674482,48.111723,46.905784999999995,45.543991,42.757606,42.296324,42.085598,41.912889,41.654222999999995,41.177775,40.298140000000004
135-2800766,,,,,,,,,,,,,,,,,,,0,0.250915,0.661529,0.908243,1.3125120000000001,1.869246,2.2878380000000003,2.5179009999999997,2.829116,3.166052,3.3410519999999995,3.630208,4.174695,4.457091999999999,4.783119,5.109147,5.776998000000001,6.5479389999999995,6.905746000000001,7.3865929999999995,7.516922999999999,8.277364,8.648477999999999,9.133448,9.565803,10.581272,10.864180000000001,11.37151,11.67031,11.92127,12.514218,12.743399,13.025246000000001,13.306581,13.553335999999998,13.97949,14.315010000000001,14.508318,14.756294,15.057356,15.696739,16.182189,16.594058,17.049485,17.348557,19.245376999999998,20.157178,20.588601,21.101725,22.377054,24.559409,24.855466,25.164931,25.555933,26.123267000000002,27.293546999999997,27.747374,28.345461,29.255723,31.31216,31.73384,32.090123999999996,33.190965999999996,33.749693,34.134642,34.653127000000005,35.238352,35.963743,36.415248999999996,36.818431,37.282337,38.031791999999996,40.048171,40.740686,41.607168,42.777986,43.201186,43.700348,42.623585999999996,43.635754,43.76509,44.309359,45.276286,45.645995,46.557990999999994,46.905302,47.340544,46.132606,44.770812,41.986427,41.522145,41.309419,41.14071,40.883044,40.405596,39.521961
136-2800748,,,,,,,,,,,,,,,,,,,,0,0.41061400000000003,0.657328,1.061597,1.618331,2.036923,2.266987,2.578201,2.9151380000000002,3.090137,3.380293,3.923781,4.205178,4.532204,4.858232,5.526083,6.296024,6.655831,7.136678,7.267008000000001,8.027449,8.398563000000001,8.883533,9.314888,10.330357000000001,10.612264999999999,11.120595,11.420395,11.668355,12.263304,12.493484,12.774331,13.055666,13.301421,13.728575,14.065095000000001,14.256403,14.506379,14.805441,15.445823999999998,15.929274,16.346142999999998,16.80057,17.098642,18.994463,19.906263,20.333686,20.85281,22.126139000000002,24.311495,24.600551,24.912016,25.303017999999998,25.873352,27.041632,27.496459,28.092546000000002,29.006808000000003,31.059245,31.481925,31.835209000000003,32.939052000000004,33.499778000000006,33.881727000000005,34.399212,34.984437,35.710828,36.165334,36.567516,37.032422,37.778878000000006,39.796256,40.490771,41.355253999999995,42.526071,42.949271,43.447433000000004,42.368671,43.383839,43.511175,44.054444000000004,45.026371000000005,45.39208,46.302076,46.655388,47.086628999999995,45.878690999999996,44.517897,41.731512,41.27023,41.059504,40.887795000000004,40.631129,40.150681,39.275046
