순번_정류장ID,1-2807210,2-2800306,3-2800305,4-2800402,5-2805665,6-2804856,7-2800418,8-2800434,9-2800443,10-2800454,11-2800461,12-2800463,13-2800466,14-2800470,15-2800353,16-2803672,17-2800309,18-2800480,19-2800489,20-2800483,21-2800475,22-2800471,23-2800467,24-2800449,25-2800441,26-2800436,27-2800433,28-2800431,29-2800417,30-2800404,31-2800401,32-2800893,33-2800895,34-2800897,35-2800898,36-2803432,37-2803438,38-2803453,39-2803456,40-2803433,41-2805763
11-2800461,,,,,,,,,,,0,0.19230799999999998,0.540701,0.7947960000000001,1.014049,0.9988950000000001,1.4139389999999998,1.617054,1.893916,1.8410090000000001,1.6104459999999998,1.478273,1.374744,2.046198,2.831914,3.1118810000000003,3.364054,3.968492,5.06542,5.347357,5.56049,6.585901,7.207673,7.784789999999999,8.091842,15.392666,15.813804000000001,17.087314000000003,17.580704,18.258098,17.701534
12-2800463,,,,,,,,,,,,0,0.348393,0.602488,0.8217409999999999,0.8065869999999999,1.221631,1.4247459999999998,1.7016080000000002,1.6487009999999998,1.418138,1.285965,1.182436,1.85389,2.639605,2.9195729999999998,3.1717459999999997,3.7761839999999998,4.873112,5.155049,5.368182,6.393593,7.015364999999999,7.592482,7.899534,15.199357999999998,15.621495999999999,16.896006,17.388396,18.06479,17.509226
13-2800466,,,,,,,,,,,,,0,0.25709499999999996,0.47634799999999994,0.46119399999999994,0.876238,1.0793540000000001,1.356215,1.303308,1.072745,0.940572,0.837044,1.508498,2.294213,2.57418,2.8263540000000003,3.430792,4.5277199999999995,4.8096559999999995,5.0227889999999995,6.048201000000001,6.669973,7.247089,7.554142,14.854965,15.277104000000001,16.550613000000002,17.043003,17.720397,17.164832999999998
14-2800470,,,,,,,,,,,,,,0,0.264351,0.2041,0.619143,0.822259,1.09912,1.046214,0.815651,0.683477,0.5799489999999999,1.251403,2.037118,2.317085,2.569259,3.173697,4.270625,4.552562,4.765694,5.791106,6.412878,6.989994,7.297047,14.597871,15.020009,16.293518,16.784907999999998,17.463302,16.906738
15-2800353,,,,,,,,,,,,,,,0,0.12984600000000002,0.54489,0.7480060000000001,1.024867,0.97196,0.741397,0.609224,0.505696,1.17715,1.962865,2.242832,2.495006,3.099444,4.196372,4.478308,4.691441,5.7168529999999995,6.338625,6.915741000000001,7.222794,14.523617000000002,14.945756,16.219265,16.710655,17.389049,16.833485
16-2803672,,,,,,,,,,,,,,,,0,0.41504399999999997,0.61816,0.895021,0.8421139999999999,0.6115510000000001,0.47937799999999997,0.37585,1.047303,1.833019,2.1129860000000003,2.36516,2.969598,4.0665260000000005,4.3484620000000005,4.561595,5.587007,6.208779,6.785895,7.092947000000001,14.393771,14.814910000000001,16.089419,16.580809,17.258202999999998,16.703639000000003
17-2800309,,,,,,,,,,,,,,,,,0,0.207116,0.48397700000000005,0.682248,0.8941899999999999,0.762016,0.658488,1.329942,2.115657,2.395624,2.647798,3.252236,4.349164,4.631101,4.844233,5.869644999999999,6.491417,7.068533,7.375586,14.67641,15.098548000000001,16.372057,16.864447,17.541841,16.985277
18-2800480,,,,,,,,,,,,,,,,,,0,0.277861,0.47613199999999994,0.706695,0.8388680000000001,0.861604,1.533058,2.3187729999999998,2.5987400000000003,2.850914,3.4553519999999995,4.5522800000000005,4.8342160000000005,5.047349,6.072761,6.694533,7.243850999999999,7.3572880000000005,14.592112,15.01425,16.287760000000002,16.78015,17.457544,16.901979
19-2800489,,,,,,,,,,,,,,,,,,,0,0.198271,0.428834,0.5610069999999999,0.793829,1.465283,2.250998,2.530965,2.783139,3.387577,4.484505,4.766442,4.9795739999999995,6.004986,6.626758000000001,7.157626,7.271063000000001,14.504887,14.927025,16.200534,16.692923999999998,17.371318,16.814754
20-2800483,,,,,,,,,,,,,,,,,,,,0,0.23056300000000002,0.362736,0.5955590000000001,1.267012,2.0527279999999997,2.332695,2.584868,3.189307,4.286233999999999,4.5681709999999995,4.781304,5.806716000000001,6.428488,7.005603999999999,7.312656,14.61248,15.034619000000001,16.308128,16.800518,17.477912,16.922348
21-2800475,,,,,,,,,,,,,,,,,,,,,0,0.132173,0.36499499999999996,1.036449,1.822164,2.102132,2.354305,2.958743,4.055671,4.337608,4.550741,5.5761519999999996,6.1979239999999995,6.775041000000001,7.0820929999999995,14.381917000000001,14.805055,16.078565,16.570954999999998,17.248348999999997,16.691785
22-2800471,,,,,,,,,,,,,,,,,,,,,,0,0.23282199999999997,0.904276,1.689991,1.969958,2.2221319999999998,2.8265700000000002,3.9234980000000004,4.205435,4.4185669999999995,5.443979,6.065751000000001,6.642867999999999,6.94992,14.250744000000001,14.672882000000001,15.946392000000001,16.438782,17.116175,16.560610999999998
23-2800467,,,,,,,,,,,,,,,,,,,,,,,0,0.671454,1.4571690000000002,1.737136,1.98931,2.593748,3.6906760000000003,3.972613,4.185745,5.211157,5.832929,6.410046,6.717098,14.017922,14.44006,15.71357,16.205959,16.883353,16.327789000000003
24-2800449,,,,,,,,,,,,,,,,,,,,,,,,0,0.785716,1.065683,1.317857,1.922295,3.0192229999999998,3.3011589999999997,3.5142919999999997,4.539704,5.161476,5.738592,6.045644,13.345467999999999,13.768607000000001,15.042116,15.534506,16.2119,15.656335999999998
25-2800441,,,,,,,,,,,,,,,,,,,,,,,,,0,0.281967,0.534141,1.138579,2.235507,2.517444,2.7305759999999997,3.755988,4.377759999999999,4.9548760000000005,5.261929,12.561753,12.983891,14.2584,14.749789999999999,15.428184,14.871620000000002
26-2800436,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.25317399999999995,0.857612,1.9545400000000002,2.236477,2.449609,3.475021,4.096793,4.67391,4.980962,12.281786,12.703924,13.976434,14.468823,15.146217000000002,14.591652999999999
27-2800433,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6054390000000001,1.702366,1.984303,2.197436,3.222848,3.84462,4.421736,4.728788,12.029612,12.451751,13.72526,14.21665,14.895044,14.339479999999998
28-2800431,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0969280000000001,1.378865,1.620997,2.6464090000000002,3.2681810000000002,3.845298,4.15235,11.452174000000001,11.874312,13.148822000000001,13.641210999999998,14.318604999999998,13.762041
29-2800417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.281937,0.52407,1.549482,2.1712540000000002,2.74837,3.055422,10.356246,10.777385,12.051894,12.544284,13.220678,12.666114
30-2800404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.242133,1.2675450000000001,1.889317,2.4664330000000003,2.773485,10.074309,10.496448,11.769957000000002,12.262347,12.938741,12.383177
31-2800401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.025412,1.647184,2.2243009999999996,2.5313529999999997,9.832177,10.254315,11.527825,12.019214999999999,12.697608,12.142044
32-2800893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.621772,1.201889,1.508941,8.809764999999999,9.231902999999999,10.505413,10.997802,11.675196000000001,11.119632000000001
33-2800895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.580117,0.8871690000000001,8.186993,8.609131,9.882641,10.37503,11.053424,10.49686
34-2800897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.310053,7.7338759999999995,8.156015,9.429524,9.921914,10.599308,10.043744
35-2800898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.423824000000001,7.844962,9.118472,9.610862,10.288256,9.733691
36-2803432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.42213900000000004,1.695648,2.188038,2.8654319999999998,2.309868
37-2803438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.2735100000000001,1.7659,2.443293,1.887729
38-2803453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.49238999999999994,1.169784,1.767652
39-2803456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6773939999999999,1.90783
40-2803433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.235436
41-2805763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
