순번_정류장ID,88-2801766,89-2801756,90-2801749,91-2801743,92-2801725,93-2801708,94-2801694,95-2801196,96-2801657,97-2801618,98-2801596,99-2801560,100-2801527,101-2801514,102-2801509,103-2801497,104-2801482,105-2801450,106-2801438,107-2805321,108-2801461,109-2801462,110-2801469,111-2801430,112-2801376,113-2801336,114-2801322,115-2807006,116-2801150,117-2801154,118-2801156,119-2806243,120-2806241,121-2806215,122-2800622,123-2800627,124-2800336,125-2800658,126-2800670,127-2800682,128-2800695,129-2800723,130-2800745,131-2800759,132-2800776,133-2800796,134-2800803,135-2800809,136-2800811,137-2801795,138-2801793,139-2801779,140-2801773,141-2801774,142-2801787,143-2801806,144-2801954,145-2801977,146-2802024,147-2802051,148-2802098,149-2802129,150-2802158,151-2802168,152-2802828,153-2802193,154-2802221,155-2802224,156-2802242,157-2802265,158-2802279,159-2802278,160-2802282,161-2802291,162-2802549,163-2802545,164-2802367,165-2802541,166-2802552,167-2802566,168-2802366,169-2802585,170-2802374
99-2801560,,,,,,,,,,,,0,0.431425,0.681157,0.853535,1.159729,1.582709,1.9940759999999997,1.9123720000000002,1.312944,1.158787,0.9965209999999999,0.670917,1.044979,1.570498,1.904524,2.076435,2.549322,2.782361,3.096674,3.42579,4.213707,4.569929,5.180527,5.073245,4.733887999999999,4.2878050000000005,4.031505,3.769081,3.4956169999999998,3.6874,3.4745,3.8371989999999996,4.031209,4.419066,4.811637,4.275654,4.633293,4.757281,4.3371379999999995,3.933559,3.699192,3.839857,3.929899,3.887804,4.401149,4.354654,4.4785010000000005,4.908469,5.102644000000001,5.555551,5.9289819999999995,6.458254,6.77434,7.442378999999999,7.8696589999999995,9.430882,9.758657000000001,10.26,10.632081,11.238691000000001,11.794,12.102314999999999,12.574644000000001,12.182371,12.193133,12.321064999999999,12.47071,12.832289999999999,13.0785,13.384207,13.50415,13.709942999999999
100-2801527,,,,,,,,,,,,,0,0.249732,0.42211000000000004,0.729304,1.152284,1.5636510000000001,1.480948,0.881519,0.727362,0.742054,0.853342,1.227403,1.752923,2.086949,2.257859,2.730746,2.964786,3.2780980000000004,3.608215,4.395132,4.752354,5.362952,5.255669999999999,4.916313,4.47023,4.21393,3.9515059999999997,3.678042,3.870824,3.656925,4.019623999999999,4.213634,4.601491,4.9940620000000004,4.459079,4.816718,5.182144,4.768562999999999,4.3649830000000005,4.130617,4.271282,4.361324,4.319229,4.833573,4.787079,4.9099260000000005,5.339894,5.534069000000001,5.986975,6.359407,6.890678,7.206764999999999,7.875804,8.302083999999999,9.862307000000001,10.190082,10.693425,11.063505000000001,11.671114999999999,12.226425,12.533739,13.007069,12.614796,12.624558,12.75249,12.902135000000001,13.261714999999999,13.508925,13.815632,13.935573999999999,14.142367000000002
101-2801514,,,,,,,,,,,,,,0,0.173378,0.480572,0.903552,1.314919,1.239215,0.773101,0.6189439999999999,0.633636,1.1030739999999999,1.477135,2.002655,2.263633,2.273592,2.746479,2.980518,3.293831,3.622947,4.410864,4.767086,5.3776839999999995,5.4709129999999995,5.1660449999999996,4.719962000000001,4.463662,4.201238,3.927774,4.119555999999999,3.906657,4.269356,4.463366000000001,4.851223,5.243794,4.707811,5.06545,5.431877,5.019295,4.6147160000000005,4.380349,4.521014,4.610056,4.567961,5.081305,5.035811,5.159658,5.589626,5.783801,6.236708,6.609139,7.139411,7.455497,8.123536,8.550816000000001,10.113039,10.439814,10.942157,11.312238,11.920848,12.475157000000001,12.782471000000001,13.256801000000001,12.864528,12.873289999999999,13.001222,13.152867,13.510447000000001,13.757657,14.065364,14.185307,14.3911
102-2801509,,,,,,,,,,,,,,,0,0.307195,0.730175,1.141541,1.0658379999999998,0.945478,0.791321,0.806013,1.2754510000000001,1.649513,2.175032,2.43601,2.445969,2.9188560000000003,3.152895,3.466208,3.795324,4.583241,4.939464,5.5500620000000005,5.64229,5.338423000000001,4.89234,4.63604,4.373615,4.100151,4.2919339999999995,4.079035,4.441733999999999,4.635744,5.0236,5.416172,4.881188,5.2378279999999995,5.604254,5.191673000000001,4.787093,4.552727,4.693391,4.783434,4.7403379999999995,5.2536830000000005,5.0121199999999995,5.135967,5.565935,5.76011,6.2130160000000005,6.586448,7.115719,7.431805000000001,8.100845,8.528125,10.088348,10.416122999999999,10.917466000000001,11.289546000000001,11.897155999999999,12.451466,12.75878,13.23211,12.839837,12.850598,12.977530999999999,13.244176000000001,13.605756,13.912966,14.221673000000001,14.161615,14.366407999999998
103-2801497,,,,,,,,,,,,,,,,0,0.42298,0.834347,0.841101,0.7817850000000001,0.9359430000000001,1.112208,1.5816459999999999,1.9557069999999999,2.481227,2.742205,2.752164,3.22505,3.45909,3.7724019999999996,4.101519000000001,4.889436,5.245658000000001,5.856256,5.949484,5.644617,5.1985339999999995,4.942234,4.67981,4.406346,4.599128,4.385229,4.747928,4.9419379999999995,5.329795,5.722366,5.186383,5.544022,5.328551999999999,4.910409,4.5058300000000004,4.271463,4.412128,4.50217,4.461075,4.974419999999999,4.704925,4.828772,5.2587410000000006,5.452915,5.905822,6.279253,6.808525,7.123611,7.793651,8.21993,9.781153,10.107928,10.610271000000001,10.982352,11.588961999999999,12.145271000000001,12.451586,12.924914999999999,12.532642999999998,12.543403999999999,12.671336,12.936982,13.298561,13.606770999999998,13.914477999999999,13.853420999999999,14.059214
104-2801482,,,,,,,,,,,,,,,,,0,0.413367,0.8449190000000001,1.204766,1.3589229999999999,1.535188,2.005626,2.379687,2.905207,3.1651849999999997,3.175144,3.6480309999999996,3.8820699999999997,4.1953830000000005,4.524499,5.312416000000001,5.668638,6.279236,6.371465,6.0685970000000005,5.622514,5.366214,5.10379,4.830326,5.022108,4.809209,5.171908,5.365918,5.753775,6.146346,5.6103629999999995,5.8944160000000005,5.5269900000000005,5.1078470000000005,4.7032680000000004,4.468901,4.609566,4.700608,4.658513,5.170857,4.902362999999999,5.02621,5.4561779999999995,5.650353,6.10326,6.475691,7.005963,7.322049000000001,7.991088,8.417368,9.978591,10.306366,10.807709,11.179789999999999,11.7864,12.341709,12.649023,13.123353,12.73108,12.740842,12.867774,13.137419,13.497998999999998,13.804209,14.113916,14.051859,14.257651999999998
105-2801450,,,,,,,,,,,,,,,,,,0,0.43355200000000005,1.031981,1.1861389999999998,1.3624040000000002,1.836841,2.210903,2.736422,2.9924009999999996,3.002359,3.475246,3.709286,4.022598,4.351714,5.139632,5.4958540000000005,6.106452,6.19868,5.899813,5.45373,5.197430000000001,4.935006,4.661541000000001,5.116526,5.219576,5.582275,5.777285,6.164141000000001,6.557713000000001,6.02273,6.305783,5.937355999999999,5.519214,5.114634,4.880268,5.020933,5.112975,5.070879,5.582224,5.3137300000000005,5.437577,5.867545,6.061719999999999,6.514626,6.888058,7.417329,7.733416,8.402455,8.829735000000001,10.390958,10.717733,11.220075999999999,11.591156,12.198766,12.754076,13.06039,13.534720000000002,13.142447,13.152207999999998,13.280141,13.545785999999998,13.909366,14.214576000000001,14.523283,14.463225,14.669018
106-2801438,,,,,,,,,,,,,,,,,,,0,0.600429,0.754586,0.930851,1.405289,1.779351,2.30487,2.560848,2.570807,3.043694,3.277733,3.591046,3.9201620000000004,4.708079,5.064301,5.674899,5.767128,5.468261,5.022177,4.765878,4.5034529999999995,4.229989,4.684973,5.011872,5.3745709999999995,5.568581,5.9564379999999995,6.34901,5.939026,6.297666,6.169653,5.75151,5.346931,5.112564,5.253229,5.343271,5.302176,5.814521,5.546026,5.669873,6.099842,6.294016,6.746923,7.1193539999999995,7.648625999999999,7.965712,8.634752,9.062031,10.623254,10.949029,11.452372,11.823453,12.431063,12.985372,13.293687,13.767016,13.374744,13.384504999999999,13.512437,13.778082999999999,14.139662,14.445872,14.755579000000001,14.695522,14.901314999999999
107-2805321,,,,,,,,,,,,,,,,,,,,0,0.154158,0.331423,0.8058609999999999,1.179922,1.705442,1.9614200000000002,1.9713779999999999,2.444265,2.678305,2.9916169999999997,3.320733,4.108651,4.464873000000001,5.075471,5.167699,4.868832,4.422749,4.166449,3.904025,3.630561,4.085545,4.413444,4.776143,4.9691529999999995,5.35701,5.749581,5.3395980000000005,5.698237000000001,6.062663,5.651082,5.2465019999999996,5.012136,5.152801,5.241843,5.201747,5.714092,5.4867099999999995,5.610557,6.040526,6.234701,6.687607000000001,7.0600380000000005,7.58931,7.906396000000001,8.575436,9.001716,10.562939,10.889713,11.392057000000001,11.763137,12.371747000000001,12.926057,13.233371,13.707701,13.314428,13.324189000000002,13.452122,13.720767000000002,14.078347,14.386557,14.695263,14.636206,14.841999
108-2801461,,,,,,,,,,,,,,,,,,,,,0,0.177265,0.6517029999999999,1.025765,1.551284,1.807262,1.817221,2.290108,2.524147,2.8374599999999996,3.166576,3.954493,4.310716,4.921314,5.014542,4.714675,4.268592,4.0122919999999995,3.7498669999999996,3.476403,3.9313870000000004,4.2592870000000005,4.620986,4.815995,5.202852,5.5954239999999995,5.18644,5.54408,5.9095059999999995,5.496925,5.092345,4.857979,4.998643,5.088686,5.04859,5.558935,5.51344,5.638287,6.0672559999999995,6.261431,6.7143369999999996,7.086767999999999,7.617039999999999,7.933126,8.603166,9.030446000000001,10.591669,10.917442999999999,11.419787,11.790867,12.399477000000001,12.953787,13.261101000000002,13.734430999999999,13.343157999999999,13.352919,13.478852,13.630497,13.989076999999998,14.237287,14.545993,14.663935999999998,14.868729
109-2801462,,,,,,,,,,,,,,,,,,,,,,0,0.474438,0.8485,1.374019,1.708046,1.8319130000000001,2.3048,2.53884,2.8521520000000002,3.181268,3.969186,4.325408,4.936006,4.876766,4.5374099999999995,4.0913260000000005,3.8350269999999997,3.572602,3.2991379999999997,3.754122,4.081021,4.444719999999999,4.638730000000001,5.026587,5.419159,5.024175,5.380815,5.746241,5.334658999999999,4.93008,4.695714,4.836378,4.92742,4.883325,5.39867,5.352175,5.476022,5.904991000000001,6.099165,6.552072,6.925503,7.454775,7.769861,8.439900999999999,8.867180000000001,10.429403,10.755177999999999,11.257521,11.628602,12.237212,12.791521000000001,13.097836000000001,13.571164999999999,13.179893,13.189654,13.318585999999998,13.465232,13.826811,14.072021,14.379728,14.499671,14.706464000000002
110-2801469,,,,,,,,,,,,,,,,,,,,,,,0,0.374062,0.899581,1.233608,1.404518,1.8784049999999999,2.1114439999999997,2.424757,2.753873,3.54179,3.8980129999999997,4.5096099999999995,4.551162000000001,4.211805,3.7657220000000002,3.5094220000000003,3.246998,2.973533,3.428518,3.755417,4.119116,4.3131260000000005,4.700983,5.093554,4.698571,5.05621,5.421636,5.008055000000001,4.604475,4.370108999999999,4.510774,4.602816000000001,4.5597199999999996,5.071065,5.026571,5.149418,5.579386,5.773561,6.2264669999999995,6.599899000000001,7.13017,7.445257000000001,8.113296,8.542575999999999,10.101799,10.429574,10.930916999999999,11.302997,11.909607000000001,12.465917,12.772231,13.246560999999998,12.853288000000001,12.863049,12.990982,13.142627,13.502207,13.749417000000001,14.056123999999999,14.175066000000001,14.380859
111-2801430,,,,,,,,,,,,,,,,,,,,,,,,0,0.52552,0.8595459999999999,1.031456,1.503343,1.7373830000000001,2.050695,2.379811,3.167729,3.5239510000000003,4.134549,4.226776999999999,4.567133999999999,4.139784,3.8834839999999997,3.621059,3.3475949999999997,3.802579,4.130479,4.493176999999999,4.686187,5.074044000000001,5.4676160000000005,5.071632,5.429272,5.794698,5.3831169999999995,4.978537,4.744171,4.884835,4.973877,4.931782,5.446127,5.3996319999999995,5.523479,5.953448000000001,6.1486220000000005,6.600528999999999,6.97496,7.503232000000001,7.818318,8.489358,8.914636999999999,10.47586,10.803635,11.304979,11.678059,12.284669000000001,12.839979,13.147293,13.620623000000002,13.22835,13.239111,13.366044,13.516689000000001,13.876268,14.122479,14.430185,14.549128,14.755920999999999
112-2801376,,,,,,,,,,,,,,,,,,,,,,,,,0,0.334027,0.505937,0.978824,1.212863,1.526176,1.8552919999999997,2.64321,2.999432,3.61003,3.702258,4.0426150000000005,4.487698,4.409003,4.146579,3.8731139999999997,4.328099,4.655998,5.018697,5.211707,5.599563,5.993135,5.5981510000000005,5.954791,6.321217,5.907636,5.504055999999999,5.26969,5.410354,5.500397,5.460301,5.972646,5.925152,6.048999,6.478967,6.6731419999999995,7.127047999999999,7.498480000000001,8.028751,8.343836999999999,9.014877,9.440157000000001,11.001380000000001,11.330155,11.830498,12.201578,12.811188000000001,13.365498,13.673812,14.146142000000001,13.752869,13.76263,13.892563,14.042207999999999,14.400788,14.647998000000001,14.954704999999999,15.073647,15.280439999999999
113-2801336,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17190999999999998,0.6447970000000001,0.8788370000000001,1.192149,1.5212649999999999,2.309183,2.665405,3.2760029999999998,3.3692309999999996,3.7085879999999998,4.153671,4.401971,4.480605000000001,4.207141,4.662125,4.989025,5.351723000000001,5.546733000000001,5.93459,6.327162,5.931178,6.288818,6.654244,6.242662999999999,5.838083,5.603717,5.744381,5.833423000000001,5.793328,6.3056730000000005,6.2591779999999995,6.384025,6.812994000000001,7.007167999999999,7.460075,7.833506,8.361778,8.678864,9.347904,9.775183,11.335405999999999,11.662181,12.165524000000001,12.535605,13.144214999999999,13.699525,14.006839000000001,14.480167999999999,14.087895999999999,14.097657,14.22459,14.374235,14.735814000000001,14.983025,15.288731,15.408674,15.613467000000002
114-2801322,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.472887,0.7069270000000001,1.020239,1.463355,2.251273,2.607495,3.218093,3.37819,3.717547,4.16263,4.411929,4.651515,4.378051,4.833035,5.159935,5.522634,5.7166440000000005,6.1055,6.497072,6.103088,6.459728,6.8251539999999995,6.413573,6.008993,5.774627,5.915291000000001,6.0053339999999995,5.964238,6.476583,6.431088,6.553936,6.984903999999999,7.179079,7.630985000000001,8.004417,8.533688,8.850774000000001,9.518814,9.946094,11.508317,11.834091,12.336435,12.707514999999999,13.316125,13.870435,14.178749,14.650079000000002,14.259806,14.268567000000001,14.3965,14.545145000000002,14.905725,15.150935,15.460642000000002,15.579583999999999,15.785376999999999
115-2807006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23404,0.5473520000000001,0.990468,1.778386,2.134608,2.745206,3.231434,3.5707910000000003,4.015874,4.269174,4.531598000000001,4.773295,5.228280000000001,5.555179,5.918878,6.112888,6.499744000000001,6.892316,6.575975,6.932614999999999,7.2980410000000004,6.8864600000000005,6.48188,6.247514,6.388178,6.478221,6.438125,6.94947,6.902975,7.026822,7.457791,7.650966,8.104872,8.476303,9.005575,9.322661,9.990701,10.418981,11.980203999999999,12.306977999999999,12.809322,13.180401999999999,13.788012,14.343322,14.650635999999999,15.123966000000001,14.731693,14.741454000000001,14.869387,15.018032,15.377612,15.624822,15.932528,16.051471,16.258264
116-2801150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.313313,0.756429,1.544346,1.900568,2.511166,2.997395,3.336751,3.7818339999999995,4.035133999999999,4.297558,4.538256,4.99324,5.322139,5.683838,5.877848,6.264705,6.6572759999999995,6.811014999999999,7.168653999999999,7.53408,7.121499000000001,6.716919,6.482553,6.623218,6.713260000000001,6.6721639999999995,7.185509,7.138014999999999,7.262861999999999,7.69183,7.886005,8.338911,8.712342999999999,9.240614,9.557701,10.227739999999999,10.65402,12.214243,12.543018,13.045361,13.415441,14.024051,14.578361,14.886675,15.359004999999998,14.967732,14.977492999999999,15.104426,15.253070999999998,15.614651,15.859860999999999,16.169567999999998,16.288510000000002,16.492303
117-2801154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.443116,1.231034,1.587256,2.197854,2.684082,3.0234389999999998,3.468522,3.721822,3.9842459999999997,4.225943,4.680928,5.008826999999999,5.370526,5.564536,5.952392,6.344964,6.92698,7.284619999999999,7.650046000000001,7.433812,7.029232,6.794866000000001,6.93553,7.026573,6.985477,7.497822,7.450327000000001,7.5751740000000005,8.005142999999999,8.199318,8.652224,9.024656,9.553927,9.870013,10.539053,10.965333,12.527556,12.85333,13.356674,13.727754000000001,14.334364,14.890673999999999,15.197988,15.672317999999999,15.279045000000002,15.288806,15.416739000000002,15.566384,15.926964000000002,16.174174,16.479879999999998,16.599823,16.805616
