순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2806293,24-2804201,25-2806291,26-2807291,27-2804203,28-2804206,29-2804332,30-2804208,31-2804210,32-2804212,33-2804579,34-2803703,35-2806885,36-2807292,37-2806887,38-2806889,39-2806892,40-2807121,41-2806979,42-2807407,43-2806980,44-2806981,45-2806982,46-2806983,47-2806984,48-2806985,49-2807003,50-2807125,51-2807126,52-2807128,53-2807130,54-2807132,55-2806962,56-2806940,57-2806941,58-2806942,59-2806943,60-2806944,61-2807134,62-2807135,63-2806946,64-2807137,65-2806947,66-2806948,67-2806949,68-2807147,69-2807148,70-2807149,71-2806951,72-2807138,73-2806973,74-2807139,75-2807409,76-2807123
35-2806885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.576481,0.932916,1.51689,2.026154,3.811682,4.414553,5.126318,5.752968,6.068987,6.412647,6.656796000000001,7.1843639999999995,7.433196000000001,8.121677,8.5946,9.671968,10.225673,10.921147,11.677306,12.129782,12.962516,12.640016000000001,12.310803,11.967193,11.610957,11.283522,10.99065,10.583791,10.349339,10.060964,9.758842,8.398552,7.8386,6.980392,6.726616,6.315795,6.046899,5.460708,4.7475309999999995,4.289179,3.824415
36-2807292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.356435,0.940409,1.449673,3.235201,3.838072,4.549837,5.176487,5.492506,5.836166,6.080315000000001,6.607883,6.8567149999999994,7.545196000000001,8.018119,9.095486,9.649192,10.344666,11.100825,11.553301,12.386035000000001,12.063535,11.734322,11.390711999999999,11.034476,10.707041,10.414169000000001,10.00731,9.772858,9.484483,9.182361,7.822071,7.262119,6.403911,6.150135,5.739314,5.4704180000000004,4.884226,4.17105,3.7126980000000005,3.247934
37-2806887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.583974,1.093238,2.878766,3.481637,4.193402,4.820052,5.136071,5.479731,5.72388,6.251448,6.50028,7.188761,7.661683999999999,8.739051,9.292757,9.988230999999999,10.74439,11.196866,12.0296,11.7071,11.377887,11.034277000000001,10.677041000000001,10.349606,10.057734,9.650875,9.416423,9.128048,8.825925999999999,7.465636,6.905684,6.0474760000000005,5.7937,5.382879,5.113983,4.527791000000001,3.8146150000000003,3.3562629999999998,2.891499
38-2806889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.509265,2.294793,2.897664,3.609429,4.236079,4.552098,4.895758,5.139907,5.667475,5.916307,6.604788,7.077711,8.155078,8.708784,9.404258,10.160417,10.612893,11.445627,11.123127,10.793914,10.450304,10.094068,9.766633,9.473761,9.066901,8.83245,8.544075,8.241953,6.8816630000000005,6.3217099999999995,5.463502,5.209726,4.798906,4.53001,3.943818,3.230642,2.7722900000000004,2.3075259999999997
39-2806892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.7855279999999998,2.388399,3.100165,3.726814,4.042833,4.386493,4.630642,5.1582099999999995,5.407042,6.095523,6.568446000000001,7.645814,8.199519,8.894993,9.651152,10.103628,10.936363,10.612862,10.283649,9.940039,9.583803,9.256368,8.964496,8.557637,8.323186,8.03481,7.7326880000000005,6.3723980000000005,5.812446,4.954238,4.700462,4.2896410000000005,4.020745,3.434554,2.721377,2.263025,1.798261
40-2807121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.602871,1.3146360000000001,1.941286,2.257305,2.600965,2.845114,3.372682,3.621514,4.309995,4.7829180000000004,5.860285,6.413991,7.109464999999999,7.865624,8.3181,9.150834,8.9506,8.621387,8.277777,7.921541,7.594106,7.301234,6.894375,6.659922999999999,6.371548000000001,6.069426,4.709136,4.149184,3.290975,3.0372,2.626379,2.357483,1.771291,1.058115,0.599763,0.134999
41-2806979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.711766,1.338415,1.654434,1.9980939999999998,2.242244,2.7698110000000002,3.018643,3.707124,4.180047,5.257415,5.81112,6.506595,7.262753,7.715228999999999,8.547964,9.553471,9.224257000000001,8.880647999999999,8.524412,8.195977000000001,7.904103999999999,7.4972449999999995,7.262794,6.974419,6.672297,5.312005999999999,4.752054,3.893846,3.6400699999999997,3.22925,2.960353,2.374162,1.660985,1.202634,0.73787
42-2807407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.626649,0.9426690000000001,1.286329,1.530478,2.058045,2.3068779999999998,2.995359,3.468282,4.545649,5.099355,5.794829,6.550987999999999,7.003464,7.8361979999999996,9.110764,9.439977,9.591413000000001,9.235177,8.908742,8.61587,8.209011,7.974558999999999,7.686184,7.384061999999999,6.023772,5.46382,4.605612000000001,4.3518360000000005,3.941015,3.6721190000000004,3.085927,2.372751,1.9143990000000002,1.449635
43-2806980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.316019,0.659679,0.9038290000000001,1.431396,1.6802279999999998,2.368709,2.841632,3.9189999999999996,4.472705,5.16818,5.924338,6.3768139999999995,7.209549000000001,8.484115,8.813328,9.156938,9.513174000000001,9.535392,9.242519,8.83566,8.601208999999999,8.312833,8.010711,6.650421000000001,6.090469000000001,5.232261,4.978485,4.567664,4.298768,3.7125769999999996,2.9994,2.541049,2.076285
44-2806981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.34365999999999997,0.587809,1.115377,1.364209,2.05269,2.525613,3.60298,4.156686,4.85216,5.608319,6.060795,6.893528999999999,8.168095,8.497309,8.840919,9.197154,9.524589,9.558539,9.151679,8.917228,8.628853,8.326731,6.9664399999999995,6.4064879999999995,5.54828,5.294504,4.883684,4.614787000000001,4.028596,3.3154190000000003,2.857068,2.392304
45-2806982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24414899999999998,0.771717,1.020549,1.7090299999999998,2.181953,3.259321,3.8130260000000002,4.5085,5.264659,5.717135,6.549869999999999,7.824435,8.153649,8.497259,8.853494,9.180928999999999,9.470802,9.495339,9.260888000000001,8.972513000000001,8.670391,7.3101009999999995,6.750147999999999,5.89194,5.638164,5.227344,4.958448000000001,4.372256,3.6590800000000003,3.200728,2.735964
46-2806983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.527568,0.7764,1.4648809999999999,1.937804,3.015171,3.5688769999999996,4.2643510000000004,5.02051,5.472986,6.30572,7.580286,7.9095,8.253110000000001,8.609345,8.93678,9.226653,9.633512,9.505037,9.216662,8.914539999999999,7.55425,6.994298,6.13609,5.882314,5.471493,5.202597,4.616405,3.903229,3.4448769999999995,2.9801130000000002
47-2806984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24883200000000003,0.937314,1.410236,2.487604,3.041309,3.7367839999999997,4.492943,4.945418,5.778153,7.052719000000001,7.381932000000001,7.725542,8.081778,8.409213000000001,8.699085,9.105944000000001,9.340396,9.639771000000001,9.442107,8.081817,7.521864999999999,6.663657000000001,6.4098809999999995,5.999061,5.730164,5.143973,4.430796,3.9724449999999996,3.507681
48-2806985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.688481,1.161404,2.238771,2.792477,3.4879510000000002,4.24411,4.696586,5.529319999999999,6.803886,7.1331,7.476710000000001,7.832945,8.16038,8.450253,8.857111999999999,9.091563,9.389938,9.69094,8.330649000000001,7.770697,6.912489,6.6587130000000005,6.247893,5.9789959999999995,5.392805,4.679628,4.221277,3.7565129999999995
49-2807003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.472923,1.550291,2.103996,2.79947,3.555629,4.0081050000000005,4.840839,6.115405,6.444619,6.788228999999999,7.144464,7.4718990000000005,7.761772000000001,8.168631,8.403082000000001,8.701457000000001,9.00358,9.019131,8.459178,7.600969999999999,7.347194,6.936374000000001,6.667478,6.081286,5.36811,4.909758,4.444994
50-2807125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.077368,1.631073,2.326548,3.082706,3.540182,4.372917,5.647483,5.976696,6.3203059999999995,6.6765419999999995,7.003977000000001,7.293849000000001,7.7007080000000006,7.935159,8.234535000000001,8.535657,9.492053,8.932101,8.073893,7.820117,7.4092970000000005,7.1404,6.554208999999999,5.841032,5.382681,4.917917
51-2807126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.553706,1.24918,2.0053389999999998,2.462815,3.295549,4.570115,4.899329,5.242939,5.599174,5.926609,6.216482,6.623341,6.857792,7.157166999999999,7.458289,8.81858,9.378532,9.151261,8.897485000000001,8.486664,8.217768,7.631577,6.9184,6.4600480000000005,5.995284
52-2807128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.695475,1.451634,1.909109,2.741844,4.01641,4.345623000000001,4.689233,5.045469000000001,5.372904,5.662776,6.069635,6.304087,6.602461999999999,6.904584,8.264874,8.824826,9.672034,9.451189999999999,9.04037,8.771473,8.185282,7.472105,7.013754,6.54899
53-2807130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.756159,1.213635,2.046369,3.320935,3.650149,3.993759,4.349994000000001,4.677429,4.967302,5.374161,5.608612,5.906987,6.209109,7.5694,8.129352,8.976560000000001,9.230336,9.641156,9.466948,8.880756,8.167580000000001,7.7092279999999995,7.244464
54-2807132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.45747600000000005,1.290211,2.5647759999999997,2.89399,3.2376,3.593835,3.92127,4.211143,4.618002,4.852453,5.150828,5.453951,6.8132410000000005,7.373193,8.221401,8.475177,8.884997,9.154894,9.636915,8.923739,8.465387,8.000623
55-2806962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0632,2.337766,2.666979,3.010589,3.366825,3.69426,3.984132,4.390992,4.625443,4.923818,5.22694,6.587231,7.146183000000001,7.994391,8.248167,8.657987,8.927883999999999,9.900391,9.376214,8.917863,8.453099
56-2806940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.274566,1.60378,1.9473900000000002,2.303625,2.6310599999999997,2.9239330000000003,3.3307919999999998,3.565243,3.863618,4.16574,5.526031,6.085983000000001,6.933191000000001,7.186967,7.597786999999999,7.866683999999999,8.839191,9.166052,9.624403,9.285833
57-2806941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.329214,0.672824,1.029059,1.356494,1.6493659999999999,2.0562259999999997,2.290677,2.589052,2.8911740000000004,4.2514650000000005,4.811417,5.658625,5.912401,6.323221,6.592117999999999,7.564625,7.8914860000000004,8.349836999999999,8.814601
58-2806942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.34360999999999997,0.699846,1.0272809999999999,1.3201530000000001,1.727012,1.9614639999999999,2.259839,2.561961,3.922251,4.482203,5.329411,5.583187000000001,5.994008,6.262904,7.235411999999999,7.562272,8.020624,8.485388
59-2806943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.356236,0.683671,0.976543,1.3834030000000002,1.6178540000000001,1.917229,2.2183509999999997,3.578642,4.139594000000001,4.985802,5.240578,5.651398,5.919295,6.8928020000000005,7.219663000000001,7.678014,8.141778
60-2806944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.327435,0.620308,1.027167,1.2616180000000001,1.560993,1.863115,3.223406,3.783358,4.630566,4.884342,5.295162,5.564058999999999,6.5365660000000005,6.863427000000001,7.321778,7.786542
61-2807134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.292873,0.699732,0.934183,1.233558,1.53568,2.895971,3.4559230000000003,4.303131,4.556907,4.967727,5.236624,6.209131,6.535992,6.994342999999999,7.459107
62-2807135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.406859,0.641311,0.940686,1.242808,2.603098,3.16305,4.010258,4.264034,4.674855,4.943752,5.916258999999999,6.243119,6.701471000000001,7.166235
63-2806946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23445100000000002,0.533827,0.8359489999999999,2.196239,2.756191,3.6033989999999996,3.857175,4.267995,4.536892,5.5094,5.83626,6.294612,6.759376
64-2807137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.299375,0.6014970000000001,1.961788,2.5217400000000003,3.3689480000000005,3.622724,4.033544,4.302441,5.274948999999999,5.601808999999999,6.06016,6.5249239999999995
65-2806947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.302122,1.6624130000000001,2.222365,3.080573,3.334349,3.745169,4.014066000000001,4.986573,5.313434,5.7717849999999995,6.236549
66-2806948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.36029,1.9202419999999998,2.778451,3.0322270000000002,3.443047,3.7119440000000004,4.684451,5.011311,5.469663,5.9344269999999995
67-2806949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.559952,1.41816,1.671936,2.082757,2.3516529999999998,3.324161,3.651021,4.109373000000001,4.574137
68-2807147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.858208,1.111984,1.522804,1.7917009999999998,2.764209,3.091069,3.5494209999999997,4.0141849999999994
69-2807148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.253776,0.664596,0.933493,1.9060009999999998,2.232861,2.6912130000000003,3.155976
70-2807149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.410821,0.679717,1.652225,1.9790849999999998,2.437437,2.902201
71-2806951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.268897,1.2414040000000002,1.568265,2.026616,2.49138
72-2807138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.972508,1.299368,1.7577200000000002,2.222484
73-2806973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.7131770000000001,1.1715280000000001,1.636292
74-2807139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.45835200000000004,0.9231159999999999
75-2807409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.464764
76-2807123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
