순번_정류장ID,1-2805936,2-2805934,3-2800328,4-2800640,5-2800636,6-2800637,7-2800647,8-2800666,9-2800678,10-2800688,11-2805582,12-2800715,13-2800752,14-2800788,15-2800799,16-2800804,17-2803056,18-2802651,19-2803065,20-2803067,21-2803040,22-2803071,23-2803082,24-2803093,25-2803107,26-2803121,27-2803125,28-2803225,29-2803233,30-2803234,31-2803237,32-2803241,33-2802763,34-2802635,35-2802730,36-2802727,37-2802734,38-2802756,39-2802782,40-2802829,41-2802814,42-2802801,43-2802791,44-2802784,45-2802785,46-2802796,47-2802177,48-2802817,49-2802618,50-2802176,51-2802169,52-2802154,53-2801846,54-2802103,55-2802067,56-2802056,57-2802050,58-2802075,59-2802089,60-2802079,61-2802060,62-2804815,63-2802071,64-2802091,65-2802097,66-2802088,67-2802081,68-2802066,69-2802044,70-2801906,71-2802004,72-2802000,73-2807183,74-2802018,75-2800097,76-2800060,77-2800094,78-2800092,79-2800091,80-2800081,81-2800085,82-2800087,83-2800090,84-2800089
11-2805582,,,,,,,,,,,0,0.17009100000000002,0.669195,1.3410229999999999,1.7578639999999999,1.993906,2.357668,2.859789,3.272298,3.706365,3.850491,4.2191019999999995,4.520867999999999,4.923814999999999,5.185377999999999,5.379115999999999,5.781515999999999,5.968088999999999,6.400383999999999,6.652926999999999,6.945838999999999,7.3600579999999995,7.915768999999999,8.733291,9.23219,9.687204999999999,10.106967,10.431453999999999,10.922377999999998,11.606182999999998,11.994143999999999,12.318867,12.866036999999999,13.129420999999999,13.53717,13.815873,14.133092,14.579004,14.907846,15.154147,15.526329,15.927047,16.349864,16.651275000000002,17.107135000000003,17.408766000000004,17.743171000000004,18.155884000000004,18.468197000000004,18.640891000000003,19.028981,19.183113000000002,19.394019000000004,19.541706000000005,19.723891000000005,19.950699000000004,20.092288000000003,20.402122000000002,20.752689000000004,21.489180000000005,21.683350000000004,22.067902000000004,22.769080000000002,23.306030000000003,24.035957000000003,24.477538000000003,24.979850000000003,25.283830000000002,25.620933,26.427874,26.620217,26.998565,27.308671,27.734658
12-2800715,,,,,,,,,,,,0,0.499104,1.170932,1.587773,1.8238150000000002,2.187577,2.689698,3.102207,3.5362739999999997,3.6803999999999997,4.049011,4.350777,4.753724,5.015287,5.209025,5.611425,5.797998,6.230293,6.482836,6.775748,7.189967,7.745678,8.5632,9.062099,9.517114,9.936876,10.261363,10.752286999999999,11.436091999999999,11.824053,12.148776,12.695946,12.95933,13.367079,13.645782,13.963001,14.408913,14.737755,14.984056,15.356238000000001,15.756956,16.179773,16.481184000000002,16.937044000000004,17.238675000000004,17.573080000000004,17.985793000000005,18.298106000000004,18.470800000000004,18.858890000000002,19.013022000000003,19.223928000000004,19.371615000000006,19.553800000000006,19.780608000000004,19.922197000000004,20.232031000000003,20.582598000000004,21.319089000000005,21.513259000000005,21.897811000000004,22.598989000000003,23.135939000000004,23.865866000000004,24.307447000000003,24.809759000000003,25.113739000000002,25.450842,26.257783,26.450126,26.828474,27.13858,27.564567
13-2800752,,,,,,,,,,,,,0,0.671828,1.0886689999999999,1.324711,1.688473,2.190594,2.603103,3.0371699999999997,3.1812959999999997,3.5499069999999997,3.851673,4.25462,4.516183,4.709921,5.112321,5.298894,5.731189,5.983732,6.276644,6.690863,7.246574,8.064096,8.562994999999999,9.018009999999999,9.437771999999999,9.762258999999998,10.253182999999998,10.936987999999998,11.324948999999998,11.649671999999999,12.196841999999998,12.460225999999999,12.867975,13.146678,13.463897,13.909809,14.238650999999999,14.484952,14.857134,15.257852,15.680669,15.98208,16.43794,16.739571,17.073976000000002,17.486689000000002,17.799002,17.971696,18.359786,18.513918,18.724824,18.872511000000003,19.054696000000003,19.281504,19.423093,19.732927,20.083494,20.819985000000003,21.014155000000002,21.398707,22.099885,22.636835,23.366762,23.808343,24.310655,24.614635,24.951738,25.758678999999997,25.951022,26.329369999999997,26.639476,27.065462999999998
14-2800788,,,,,,,,,,,,,,0,0.41684099999999996,0.652883,1.016645,1.518766,1.931275,2.365342,2.509468,2.878079,3.1798450000000003,3.5827920000000004,3.844355,4.038093,4.440493,4.627066,5.059361,5.311904,5.6048160000000005,6.019035000000001,6.574746,7.3922680000000005,7.891167,8.346182,8.765944000000001,9.090431,9.581355,10.26516,10.653121,10.977844000000001,11.525014,11.788398,12.196147000000002,12.474850000000002,12.792069000000001,13.237981000000001,13.566823000000001,13.813124000000002,14.185306000000002,14.586024000000002,15.008841000000002,15.310252000000002,15.766112000000001,16.067743,16.402148,16.814861,17.127174,17.299868,17.687958,17.84209,18.052996,18.200683,18.382868000000002,18.609676,18.751265,19.061099,19.411666,20.148157,20.342327,20.726879,21.428057,21.965007,22.694934,23.136515,23.638827,23.942807,24.279909999999997,25.086850999999996,25.279193999999997,25.657541999999996,25.967647999999997,26.393634999999996
15-2800799,,,,,,,,,,,,,,,0,0.236042,0.599804,1.101925,1.514434,1.948501,2.0926270000000002,2.4612380000000003,2.7630040000000005,3.1659510000000006,3.4275140000000004,3.6212520000000006,4.023652,4.210225,4.64252,4.895063,5.187975000000001,5.602194000000001,6.157905,6.975427000000001,7.4743260000000005,7.929341000000001,8.349103000000001,8.67359,9.164514,9.848319,10.23628,10.561003000000001,11.108173,11.371557000000001,11.779306000000002,12.058009000000002,12.375228000000002,12.821140000000002,13.149982000000001,13.396283000000002,13.768465000000003,14.169183000000002,14.592000000000002,14.893411000000002,15.349271000000002,15.650902000000002,15.985307000000002,16.398020000000002,16.710333000000002,16.883027000000002,17.271117,17.425249,17.636155000000002,17.783842000000003,17.966027000000004,18.192835000000002,18.334424000000002,18.644258,18.994825000000002,19.731316000000003,19.925486000000003,20.310038000000002,21.011216,21.548166000000002,22.278093000000002,22.719674,23.221986,23.525966,23.863069,24.670009999999998,24.862353,25.240700999999998,25.550807,25.976793999999998
16-2800804,,,,,,,,,,,,,,,,0,0.363762,0.865883,1.278392,1.712459,1.856585,2.225196,2.526962,2.9299090000000003,3.191472,3.3852100000000003,3.7876100000000004,3.9741830000000005,4.406478000000001,4.659021000000001,4.951933000000001,5.366152000000001,5.921863000000001,6.739385000000001,7.238284000000001,7.693299000000001,8.113061000000002,8.437548000000001,8.928472000000001,9.612277,10.000238000000001,10.324961000000002,10.872131000000001,11.135515000000002,11.543264000000002,11.821967000000003,12.139186000000002,12.585098000000002,12.913940000000002,13.160241000000003,13.532423000000003,13.933141000000003,14.355958000000003,14.657369000000003,15.113229000000002,15.414860000000003,15.749265000000003,16.161978,16.474291,16.646985,17.035075,17.189207,17.400113,17.547800000000002,17.729985000000003,17.956793,18.098382,18.408216,18.758783,19.495274000000002,19.689444,20.073996,20.775174,21.312124,22.042051,22.483632,22.985944,23.289924,23.627027,24.433967999999997,24.626310999999998,25.004658999999997,25.314764999999998,25.740751999999997
17-2803056,,,,,,,,,,,,,,,,,0,0.502121,0.91463,1.348697,1.492823,1.861434,2.1632,2.566147,2.8277099999999997,3.021448,3.423848,3.610421,4.042716,4.295259000000001,4.588171000000001,5.002390000000001,5.558101000000001,6.375623000000001,6.874522000000001,7.329537,7.749299000000001,8.073786,8.56471,9.248515,9.636476,9.961199,10.508369,10.771753,11.179502000000001,11.458205000000001,11.775424000000001,12.221336,12.550178,12.796479000000001,13.168661000000002,13.569379000000001,13.992196000000002,14.293607000000002,14.749467000000001,15.051098000000001,15.385503000000002,15.798216000000002,16.110529000000003,16.283223000000003,16.671313,16.825445000000002,17.036351000000003,17.184038000000005,17.366223000000005,17.593031000000003,17.734620000000003,18.044454,18.395021000000003,19.131512000000004,19.325682000000004,19.710234000000003,20.411412000000002,20.948362000000003,21.678289000000003,22.119870000000002,22.622182000000002,22.926162,23.263265,24.070206,24.262549,24.640897,24.951003,25.37699
18-2802651,,,,,,,,,,,,,,,,,,0,0.412509,0.846576,0.990702,1.359313,1.661079,2.064026,2.325589,2.519327,2.921727,3.1083000000000003,3.540595,3.793138,4.08605,4.500269,5.05598,5.873502,6.372401,6.8274159999999995,7.247178,7.571664999999999,8.062589,8.746393999999999,9.134355,9.459078,10.006248,10.269632,10.677381,10.956084,11.273303,11.719215,12.048057,12.294358,12.666540000000001,13.067258,13.490075000000001,13.791486,14.247346,14.548977,14.883382000000001,15.296095000000001,15.608408,15.781102,16.169192,16.323324,16.53423,16.681917000000002,16.864102000000003,17.09091,17.232499,17.542333,17.8929,18.629391000000002,18.823561,19.208113,19.909291,20.446241,21.176168,21.617749,22.120061,22.424041,22.761143999999998,23.568084999999996,23.760427999999997,24.138775999999996,24.448881999999998,24.874868999999997
19-2803065,,,,,,,,,,,,,,,,,,,0,0.434067,0.578193,0.946804,1.24857,1.651517,1.91308,2.106818,2.509218,2.6957910000000003,3.128086,3.380629,3.6735409999999997,4.087759999999999,4.643470999999999,5.460992999999999,5.959891999999999,6.4149069999999995,6.834669,7.159155999999999,7.650079999999999,8.333884999999999,8.721846,9.046569,9.593739,9.857123,10.264872,10.543575,10.860794,11.306706,11.635548,11.881849,12.254031000000001,12.654749,13.077566000000001,13.378977,13.834837,14.136468,14.470873000000001,14.883586000000001,15.195899,15.368593,15.756683,15.910815000000001,16.121721,16.269408000000002,16.451593000000003,16.678401,16.81999,17.129824,17.480391,18.216882000000002,18.411052,18.795604,19.496782,20.033732,20.763659,21.20524,21.707552,22.011532,22.348634999999998,23.155575999999996,23.347918999999997,23.726266999999996,24.036372999999998,24.462359999999997
20-2803067,,,,,,,,,,,,,,,,,,,,0,0.144126,0.512737,0.814503,1.21745,1.479013,1.6727509999999999,2.075151,2.261724,2.694019,2.946562,3.239474,3.653693,4.209404,5.0269260000000004,5.525825,5.980840000000001,6.400602000000001,6.7250890000000005,7.216013,7.899818,8.287779,8.612502000000001,9.159672,9.423056,9.830805000000002,10.109508000000002,10.426727000000001,10.872639000000001,11.201481000000001,11.447782000000002,11.819964000000002,12.220682000000002,12.643499000000002,12.944910000000002,13.400770000000001,13.702401000000002,14.036806000000002,14.449519000000002,14.761832000000002,14.934526000000002,15.322616000000002,15.476748000000002,15.687654000000002,15.835341000000001,16.017526,16.244334,16.385923,16.695756999999997,17.046324,17.782815,17.976985,18.361537,19.062714999999997,19.599664999999998,20.329591999999998,20.771172999999997,21.273484999999997,21.577464999999997,21.914567999999996,22.721508999999994,22.913851999999995,23.292199999999994,23.602305999999995,24.028292999999994
21-2803040,,,,,,,,,,,,,,,,,,,,,0,0.368611,0.670377,1.073324,1.334887,1.528625,1.931025,2.117598,2.549893,2.802436,3.095348,3.509567,4.065278,4.8828000000000005,5.381699,5.836714000000001,6.256476000000001,6.580963000000001,7.071887,7.755692,8.143653,8.468376000000001,9.015546,9.27893,9.686679000000002,9.965382000000002,10.282601000000001,10.728513000000001,11.057355000000001,11.303656000000002,11.675838000000002,12.076556000000002,12.499373000000002,12.800784000000002,13.256644000000001,13.558275000000002,13.892680000000002,14.305393000000002,14.617706000000002,14.790400000000002,15.178490000000002,15.332622000000002,15.543528000000002,15.691215000000001,15.873400000000002,16.100208000000002,16.241797000000002,16.551631,16.902198000000002,17.638689000000003,17.832859000000003,18.217411000000002,18.918589,19.455539,20.185466,20.627047,21.129359,21.433339,21.770442,22.577382999999998,22.769726,23.148073999999998,23.45818,23.884166999999998
22-2803071,,,,,,,,,,,,,,,,,,,,,,0,0.301766,0.7047129999999999,0.9662759999999999,1.1600139999999999,1.562414,1.748987,2.181282,2.4338249999999997,2.7267369999999995,3.1409559999999996,3.6966669999999997,4.514189,5.013088,5.468102999999999,5.887865,6.212351999999999,6.703275999999999,7.3870809999999985,7.775041999999998,8.099764999999998,8.646934999999997,8.910318999999998,9.318067999999998,9.596770999999999,9.913989999999998,10.359901999999998,10.688743999999998,10.935044999999999,11.307227,11.707944999999999,12.130761999999999,12.432172999999999,12.888032999999998,13.189663999999999,13.524068999999999,13.936782,14.249094999999999,14.421788999999999,14.809878999999999,14.964011,15.174916999999999,15.322603999999998,15.504788999999999,15.731596999999999,15.873185999999999,16.18302,16.533587,17.270078,17.464248,17.8488,18.549978,19.086928,19.816855,20.258436,20.760748,21.064728,21.401830999999998,22.208771999999996,22.401114999999997,22.779462999999996,23.089568999999997,23.515555999999997
23-2803082,,,,,,,,,,,,,,,,,,,,,,,0,0.402947,0.6645099999999999,0.8582479999999999,1.2606479999999998,1.4472209999999999,1.8795159999999997,2.132059,2.4249709999999998,2.83919,3.394901,4.212423,4.711322,5.166337,5.586099000000001,5.910586,6.40151,7.085315,7.473275999999999,7.797998999999999,8.345168999999999,8.608552999999999,9.016302,9.295005,9.612224,10.058136,10.386978,10.633279,11.005461,11.406179,11.828996,12.130407,12.586267,12.887898,13.222303,13.635016,13.947329,14.120023,14.508113,14.662245,14.873151,15.020838,15.203023,15.429831,15.57142,15.881254,16.231821,16.968312,17.162482,17.547034,18.248212,18.785162,19.515089,19.95667,20.458982,20.762961999999998,21.100064999999997,21.907005999999996,22.099348999999997,22.477696999999996,22.787802999999997,23.213789999999996
24-2803093,,,,,,,,,,,,,,,,,,,,,,,,0,0.261563,0.455301,0.857701,1.0442740000000001,1.476569,1.729112,2.022024,2.436243,2.9919540000000002,3.809476,4.308375,4.763389999999999,5.183152,5.507638999999999,5.998562999999999,6.6823679999999985,7.070328999999998,7.395051999999998,7.9422219999999975,8.205605999999998,8.613354999999999,8.892057999999999,9.209276999999998,9.655188999999998,9.984030999999998,10.230331999999999,10.602514,11.003231999999999,11.426048999999999,11.727459999999999,12.183319999999998,12.484950999999999,12.819355999999999,13.232069,13.544381999999999,13.717075999999999,14.105165999999999,14.259298,14.470203999999999,14.617890999999998,14.800075999999999,15.026883999999999,15.168472999999999,15.478307,15.828873999999999,16.565365,16.759535,17.144087,17.845264999999998,18.382215,19.112142,19.553722999999998,20.056034999999998,20.360014999999997,20.697117999999996,21.504058999999994,21.696401999999996,22.074749999999995,22.384855999999996,22.810842999999995
25-2803107,,,,,,,,,,,,,,,,,,,,,,,,,0,0.19373800000000002,0.5961380000000001,0.782711,1.215006,1.467549,1.760461,2.17468,2.730391,3.547913,4.046812,4.5018270000000005,4.921589000000001,5.246076,5.737,6.420805,6.808765999999999,7.133488999999999,7.680658999999999,7.944042999999999,8.351792,8.630495,8.947714,9.393626,9.722468,9.968769,10.340951,10.741669,11.164486,11.465897,11.921757,12.223388,12.557793,12.970506,13.282819,13.455513,13.843603,13.997735,14.208641,14.356328,14.538513,14.765321,14.90691,15.216744,15.567311,16.303802,16.497972,16.882524,17.583702,18.120652,18.850579,19.29216,19.794472,20.098451999999998,20.435554999999997,21.242495999999996,21.434838999999997,21.813186999999996,22.123292999999997,22.549279999999996
26-2803121,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4024,0.588973,1.021268,1.273811,1.566723,1.980942,2.536653,3.3541749999999997,3.8530739999999994,4.308088999999999,4.727850999999999,5.052337999999999,5.543261999999999,6.227066999999998,6.615027999999998,6.939750999999998,7.486920999999997,7.750304999999997,8.158053999999998,8.436756999999998,8.753975999999998,9.199887999999998,9.528729999999998,9.775030999999998,10.147212999999999,10.547930999999998,10.970747999999999,11.272158999999998,11.728018999999998,12.029649999999998,12.364054999999999,12.776767999999999,13.089080999999998,13.261774999999998,13.649864999999998,13.803996999999999,14.014902999999999,14.162589999999998,14.344774999999998,14.571582999999999,14.713171999999998,15.023005999999999,15.373572999999999,16.110063999999998,16.304233999999997,16.688785999999997,17.389963999999996,17.926913999999996,18.656840999999996,19.098421999999996,19.600733999999996,19.904713999999995,20.241816999999994,21.048757999999992,21.241100999999993,21.619448999999992,21.929554999999993,22.355541999999993
