순번_정류장ID,1-2802467,2-2802469,3-2802450,4-2802476,5-2802364,6-2802363,7-2802448,8-2802398,9-2802618,10-2802169,11-2802137,12-2802097,13-2802032,14-2801690,15-2800217,16-2800197,17-2800193,18-2800191,19-2800183,20-2800140,21-2803502,22-2807466,23-2803415,24-2805157,25-2805159,26-2805161,27-2805168,28-2805163,29-2805165,30-2803466,31-2806275,32-2806277,33-2803486,34-2803483
24-2805157,,,,,,,,,,,,,,,,,,,,,,,,0,0.814751,1.336382,1.858911,2.546191,2.957645,3.378398,3.937883,4.258883,5.258532,6.363201
25-2805159,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5216310000000001,1.0441600000000002,1.73144,2.142894,2.563647,3.123132,3.444132,4.443781,5.548450000000001
26-2805161,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.522529,1.209809,1.621263,2.042016,2.601501,2.922501,3.9221500000000002,5.026819000000001
27-2805168,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.68728,1.0987339999999999,1.5194869999999998,2.078972,2.399972,3.399621,4.50429
28-2805163,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.411454,0.8322069999999999,1.391692,1.7126919999999999,2.712341,3.81701
29-2805165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.420753,0.9802379999999999,1.301238,2.300887,3.405556
30-2803466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.559485,0.880485,1.880134,2.9848030000000003
31-2806275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.321,1.320649,2.425318
32-2806277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.999649,2.104318
33-2803486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.1046690000000001
34-2803483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
