순번_정류장ID,37-2807234,38-2806248,39-2804850,40-2803212,41-2803210,42-2803361,43-2807599,44-2804421,45-2803623,46-2802601,47-2802361,48-2802598,49-2802587,50-2802565,51-2802545,52-2802367,53-2802525,54-2802371,55-2802449,56-2802370,57-2802459,58-2805716,59-2802462,60-2802428,61-2803019,62-2802965,63-2802634,64-2802857,65-2802848,66-2802859,67-2803287,68-2803294,69-2803308,70-2807102
47-2802361,,,,,,,,,,,0,0.946451,2.672831,3.601493,4.221779,4.659345999999999,5.298305999999999,6.356538,6.957535,7.159147,7.525797,8.0982,8.865876,9.412548000000001,10.413555,10.857607,11.673671,12.000783,12.353465,13.159474,13.87814,14.475208,14.94341,15.586735000000001
48-2802598,,,,,,,,,,,,0,1.72638,2.655042,3.275328,3.712895,4.3518550000000005,5.410087000000001,6.011084,6.212696,6.579346,7.151749000000001,7.919425,8.466097000000001,9.467104,9.911156,10.72722,11.054332,11.407014,12.213023,12.931689,13.528757,13.996959,14.640284000000001
49-2802587,,,,,,,,,,,,,0,0.9286620000000001,1.5489480000000002,1.9865150000000003,2.6254750000000002,3.683707,4.284704,4.4863159999999995,4.8529659999999994,5.425369,6.193045,6.739717,7.740724,8.184776,9.00084,9.327952,9.680634,10.486642999999999,11.205309,11.802377,12.270579,12.913904
50-2802565,,,,,,,,,,,,,,0,0.620286,1.057853,1.6968130000000001,2.755045,3.356042,3.557654,3.924304,4.496707,5.264383,5.811055,6.812061999999999,7.256113999999999,8.072178,8.399289999999999,8.751971999999999,9.557980999999998,10.276646999999999,10.873714999999999,11.341916999999999,11.985242
51-2802545,,,,,,,,,,,,,,,0,0.437567,1.076527,2.134759,2.735756,2.9373679999999998,3.3040179999999997,3.8764209999999997,4.6440969999999995,5.1907689999999995,6.191775999999999,6.635827999999999,7.451891999999999,7.779003999999999,8.131685999999998,8.937694999999998,9.656360999999999,10.253428999999999,10.721630999999999,11.364956
52-2802367,,,,,,,,,,,,,,,,0,0.6389600000000001,1.6971920000000003,2.2981890000000003,2.499801,2.866451,3.438854,4.20653,4.753202,5.7542089999999995,6.198261,7.0143249999999995,7.341436999999999,7.694118999999999,8.500127999999998,9.218793999999999,9.815862,10.284063999999999,10.927389
53-2802525,,,,,,,,,,,,,,,,,0,1.058232,1.659229,1.860841,2.227491,2.799894,3.56757,4.114242,5.115249,5.5593010000000005,6.375365,6.702477,7.055159,7.861167999999999,8.579834,9.176902,9.645104,10.288429
54-2802371,,,,,,,,,,,,,,,,,,0,0.600997,0.802609,1.169259,1.741662,2.509338,3.05601,4.057017,4.501069,5.317133,5.644245,5.9969269999999995,6.802935999999999,7.521601999999999,8.118669999999998,8.586871999999998,9.230196999999999
55-2802449,,,,,,,,,,,,,,,,,,,0,0.20161199999999999,0.5682619999999999,1.1406649999999998,1.9083409999999998,2.455013,3.45602,3.900072,4.7161360000000005,5.043248,5.39593,6.201938999999999,6.920604999999999,7.517672999999999,7.985874999999999,8.629199999999999
56-2802370,,,,,,,,,,,,,,,,,,,,0,0.36665,0.9390529999999999,1.706729,2.253401,3.254408,3.6984600000000003,4.514524000000001,4.841636,5.194318,6.000327,6.718993,7.316061,7.784263,8.427588
57-2802459,,,,,,,,,,,,,,,,,,,,,0,0.572403,1.340079,1.886751,2.887758,3.33181,4.147874,4.4749859999999995,4.827667999999999,5.633676999999999,6.3523429999999985,6.949410999999999,7.4176129999999985,8.060937999999998
58-2805716,,,,,,,,,,,,,,,,,,,,,,0,0.767676,1.314348,2.3153550000000003,2.7594070000000004,3.5754710000000003,3.9025830000000004,4.2552650000000005,5.061274000000001,5.779940000000001,6.377008000000001,6.845210000000001,7.488535000000001
59-2802462,,,,,,,,,,,,,,,,,,,,,,,0,0.546672,1.547679,1.9917310000000001,2.807795,3.134907,3.4875890000000003,4.293598,5.012264,5.609332,6.077534,6.720859
60-2802428,,,,,,,,,,,,,,,,,,,,,,,,0,1.001007,1.445059,2.261123,2.588235,2.9409170000000002,3.746926,4.465592,5.06266,5.530862,6.174187
61-2803019,,,,,,,,,,,,,,,,,,,,,,,,,0,0.44405200000000006,1.260116,1.587228,1.93991,2.7459189999999998,3.4645849999999996,4.061653,4.5298549999999995,5.1731799999999994
62-2802965,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.816064,1.143176,1.495858,2.3018669999999997,3.0205329999999995,3.6176009999999996,4.085802999999999,4.729127999999999
63-2802634,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.327112,0.679794,1.485803,2.204469,2.801537,3.2697390000000004,3.9130640000000003
64-2802857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.352682,1.158691,1.877357,2.474425,2.9426270000000003,3.5859520000000003
65-2802848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.806009,1.524675,2.121743,2.589945,3.23327
66-2802859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.718666,1.315734,1.783936,2.427261
67-2803287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.597068,1.0652700000000002,1.7085950000000003
68-2803294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.46820200000000006,1.1115270000000002
69-2803308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.643325
70-2807102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
