순번_정류장ID,1-2801795,2-2801793,3-2801779,4-2801766,5-2801756,6-2801749,7-2801743,8-2801185,9-2801687,10-2801184,11-2801659,12-2801647,13-2806781,14-2801568,15-2801498,16-2801479,17-2801473,18-2801486,19-2801519,20-2801571,21-2801610,22-2807616,23-2807617,24-2806090,25-2800225,26-2800217,27-2800210,28-2800187,29-2800177,30-2800143,31-2801030,32-2801024,33-2801003,34-2800959,35-2800841,36-2800840,37-2800839,38-2800981,39-2800535,40-2800544,41-2804975,42-2800560,43-2800569,44-2807222,1-2801796,2-2803545,3-2803552,4-2800816,5-2800818,6-2803063,7-2803062,8-2802651,9-2802638,10-2803042,11-2803043,12-2803115,13-2803133,14-2803106,15-2803109,16-2803239,17-2803252,18-2803249,19-2803226,20-2805712,21-2803122,22-2803094,23-2803630,24-2805651,25-2800679,26-2805253,27-2805251,28-2805249,29-2807222,30-2800563,31-2807520,32-2805676,33-2805630,34-2807038,35-2805632,36-2805634,37-2806163,38-2807626,39-2805703,40-2806807,41-2807439,42-2805702,43-2805700,44-2805698,45-2806024,46-2805696,47-2805694,48-2805636,49-2805692,50-2803651,51-2806491,52-2803678,53-2803679,54-2803155,55-2805705,56-2803154,57-2803655,58-2804981,59-2805148,60-2805812,61-2806027,62-2803298,63-2805832,64-2803179,65-2807423,66-2807232,67-2807362
11-2801659,,,,,,,,,,,0,0.548452,0.8015350000000001,1.351944,1.857698,2.064519,2.3963590000000003,2.6785940000000004,2.840555,3.191777,3.679828,3.915118,4.594110000000001,5.059677000000001,5.341322000000001,5.915077000000001,6.710986000000001,7.435100000000001,7.9206470000000015,11.090939000000002,11.685039000000002,12.047399000000002,12.713040000000003,13.354691000000003,13.855113000000003,14.157642000000003,14.481952000000003,17.933040000000002,18.754903000000002,19.05122,20.382574,21.113118,21.444641,21.799602,23.177944,23.453803,24.014,24.220651999999998,25.587115999999998,25.803013999999997,26.686412999999998,26.905396999999997,27.349765999999995,27.714536999999996,28.083547999999997,28.917185999999997,29.776929999999997,30.551019999999998,31.415722,31.927504,32.774547999999996,33.414559999999994,34.066500999999995,34.31450399999999,34.76713899999999,35.59581599999999,35.93157999999999,39.02721999999999,40.829876999999996,41.291574999999995,41.738406999999995,43.76198599999999,44.116946999999996,46.446729,57.483495,57.903991999999995,58.225998999999995,58.569875999999994,59.19755099999999,59.50103799999999,59.895091999999984,60.22156899999998,60.61848599999998,60.84023699999998,61.13912699999998,61.33117999999998,62.128605999999984,62.33717699999998,62.65629699999998,63.63523799999998,64.05054299999998,64.48627299999998,65.48661699999998,65.80885599999998,66.73470699999997,67.02263399999997,67.49543199999997,68.36361399999997,69.10484899999997,69.77577299999997,70.11444199999997,70.40255699999997,71.00725799999998,72.39534199999999,72.73140999999998,73.26373099999998,73.65378399999997,78.77354399999997,86.87676199999997,87.25592599999997,90.87120299999998
12-2801647,,,,,,,,,,,,0,0.253083,0.8034920000000001,1.3092460000000001,1.516067,1.8479070000000002,2.130142,2.292103,2.643325,3.131376,3.366666,4.0456579999999995,4.511225,4.79287,5.366625,6.162534,6.886648,7.3721950000000005,10.542487000000001,11.136587,11.498947000000001,12.164588000000002,12.806239000000001,13.306661000000002,13.609190000000002,13.933500000000002,17.384588,18.206451,18.502768,19.834122,20.564666,20.896189,21.25115,22.629492,22.905351,23.465548,23.672199999999997,25.038663999999997,25.254561999999996,26.137960999999997,26.356944999999996,26.801313999999994,27.166084999999995,27.535095999999996,28.368733999999996,29.228477999999996,30.002567999999997,30.867269999999998,31.379051999999998,32.226096,32.866108,33.518049,33.766051999999995,34.218686999999996,35.047363999999995,35.38312799999999,38.478767999999995,40.281425,40.743123,41.189955,43.213533999999996,43.568495,45.898277,56.935043,57.35554,57.677547,58.021423999999996,58.64909899999999,58.95258599999999,59.34663999999999,59.67311699999998,60.070033999999985,60.29178499999998,60.59067499999998,60.782727999999985,61.580153999999986,61.788724999999985,62.10784499999998,63.08678599999998,63.50209099999998,63.93782099999998,64.93816499999998,65.26040399999998,66.18625499999997,66.47418199999997,66.94697999999997,67.81516199999997,68.55639699999998,69.22732099999998,69.56598999999997,69.85410499999998,70.45880599999998,71.84688999999999,72.18295799999999,72.71527899999998,73.10533199999998,78.22509199999998,86.32830999999997,86.70747399999998,90.32275099999998
13-2806781,,,,,,,,,,,,,0,0.550409,1.0561630000000002,1.262984,1.594824,1.877059,2.03902,2.3902419999999998,2.8782929999999998,3.1135829999999998,3.792575,4.258141999999999,4.539787,5.113542,5.909451,6.633565,7.119112,10.289404000000001,10.883504,11.245864000000001,11.911505000000002,12.553156000000001,13.053578000000002,13.356107000000002,13.680417000000002,17.131505,17.953368,18.249685,19.581039,20.311583,20.643106,20.998067,22.376409,22.652268,23.212464999999998,23.419116999999996,24.785580999999997,25.001478999999996,25.884877999999997,26.103861999999996,26.548230999999994,26.913001999999995,27.282012999999996,28.115650999999996,28.975394999999995,29.749484999999996,30.614186999999998,31.125968999999998,31.973012999999998,32.613025,33.264966,33.512969,33.965604,34.794281,35.130044999999996,38.225685,40.028341999999995,40.49003999999999,40.936871999999994,42.96045099999999,43.315411999999995,45.645194,56.68196,57.102456999999994,57.42446399999999,57.76834099999999,58.39601599999999,58.699502999999986,59.09355699999998,59.42003399999998,59.81695099999998,60.03870199999998,60.33759199999998,60.52964499999998,61.32707099999998,61.53564199999998,61.85476199999998,62.83370299999998,63.249007999999975,63.684737999999975,64.68508199999998,65.00732099999998,65.93317199999997,66.22109899999997,66.69389699999996,67.56207899999997,68.30331399999997,68.97423799999997,69.31290699999997,69.60102199999997,70.20572299999998,71.59380699999998,71.92987499999998,72.46219599999998,72.85224899999997,77.97200899999997,86.07522699999997,86.45439099999997,90.06966799999998
14-2801568,,,,,,,,,,,,,,0,0.505754,0.7125750000000001,1.044415,1.32665,1.4886110000000001,1.839833,2.327884,2.563174,3.242166,3.707733,3.9893780000000003,4.5631330000000005,5.3590420000000005,6.083156000000001,6.568703000000001,9.738995000000001,10.333095,10.695455,11.361096000000002,12.002747000000001,12.503169000000002,12.805698000000001,13.130008000000002,16.581096000000002,17.402959000000003,17.699276,19.030630000000002,19.761174,20.092697,20.447658,21.826,22.101859,22.662056,22.868707999999998,24.235172,24.451069999999998,25.334469,25.553452999999998,25.997821999999996,26.362592999999997,26.731603999999997,27.565241999999998,28.424985999999997,29.199075999999998,30.063778,30.57556,31.422604,32.062616,32.714557,32.962559999999996,33.415195,34.243871999999996,34.579635999999994,37.675276,39.47793299999999,39.93963099999999,40.38646299999999,42.41004199999999,42.76500299999999,45.094784999999995,56.131550999999995,56.55204799999999,56.87405499999999,57.21793199999999,57.84560699999999,58.149093999999984,58.54314799999998,58.86962499999998,59.26654199999998,59.48829299999998,59.78718299999998,59.97923599999998,60.77666199999998,60.98523299999998,61.30435299999998,62.28329399999998,62.69859899999997,63.13432899999997,64.13467299999998,64.45691199999997,65.38276299999997,65.67068999999996,66.14348799999996,67.01166999999997,67.75290499999997,68.42382899999997,68.76249799999997,69.05061299999997,69.65531399999998,71.04339799999998,71.37946599999998,71.91178699999998,72.30183999999997,77.42159999999997,85.52481799999997,85.90398199999997,89.51925899999998
15-2801498,,,,,,,,,,,,,,,0,0.206821,0.5386610000000001,0.8208960000000001,0.9828570000000001,1.334079,1.82213,2.05742,2.736412,3.201979,3.4836240000000003,4.057379,4.853288,5.577402,6.062949000000001,9.233241,9.827340999999999,10.189701,10.855342,11.496993,11.997415,12.299944,12.624254,16.075342,16.897205,17.193521999999998,18.524876,19.255419999999997,19.586942999999998,19.941903999999997,21.320245999999997,21.596104999999998,22.156301999999997,22.362953999999995,23.729417999999995,23.945315999999995,24.828714999999995,25.047698999999994,25.492067999999993,25.856838999999994,26.225849999999994,27.059487999999995,27.919231999999994,28.693321999999995,29.558023999999996,30.069805999999996,30.916849999999997,31.556861999999995,32.208802999999996,32.45680599999999,32.909440999999994,33.73811799999999,34.07388199999999,37.16952199999999,38.972179,39.433876999999995,39.880708999999996,41.904287999999994,42.259249,44.589031,55.625797,56.046293999999996,56.368300999999995,56.712177999999994,57.33985299999999,57.64333999999999,58.037393999999985,58.36387099999998,58.760787999999984,58.98253899999998,59.28142899999998,59.47348199999998,60.270907999999984,60.479478999999984,60.79859899999998,61.77753999999998,62.19284499999998,62.62857499999998,63.628918999999975,63.95115799999998,64.87700899999997,65.16493599999997,65.63773399999997,66.50591599999997,67.24715099999997,67.91807499999997,68.25674399999997,68.54485899999997,69.14955999999998,70.53764399999999,70.87371199999998,71.40603299999998,71.79608599999997,76.91584599999997,85.01906399999997,85.39822799999997,89.01350499999998
16-2801479,,,,,,,,,,,,,,,,0,0.33184,0.614075,0.7760360000000001,1.127258,1.615309,1.850599,2.529591,2.995158,3.276803,3.8505580000000004,4.646467,5.3705810000000005,5.856128000000001,9.026420000000002,9.62052,9.982880000000002,10.648521000000002,11.290172000000002,11.790594000000002,12.093123000000002,12.417433000000003,15.868521000000003,16.690384,16.986701,18.318055,19.048599,19.380122,19.735083,21.113425,21.389284,21.949481,22.156132999999997,23.522596999999998,23.738494999999997,24.621893999999998,24.840877999999996,25.285246999999995,25.650017999999996,26.019028999999996,26.852666999999997,27.712410999999996,28.486500999999997,29.351202999999998,29.862985,30.710029,31.350040999999997,32.001982,32.249984999999995,32.702619999999996,33.531296999999995,33.86706099999999,36.962700999999996,38.76535799999999,39.22705599999999,39.67388799999999,41.69746699999999,42.05242799999999,44.38220999999999,55.418975999999994,55.83947299999999,56.16147999999999,56.50535699999999,57.133031999999986,57.43651899999998,57.83057299999998,58.15704999999998,58.55396699999998,58.775717999999976,59.07460799999998,59.26666099999998,60.06408699999998,60.27265799999998,60.59177799999998,61.570718999999976,61.98602399999997,62.42175399999997,63.42209799999997,63.74433699999997,64.67018799999997,64.95811499999996,65.43091299999996,66.29909499999997,67.04032999999997,67.71125399999997,68.04992299999996,68.33803799999997,68.94273899999997,70.33082299999998,70.66689099999998,71.19921199999997,71.58926499999997,76.70902499999997,84.81224299999997,85.19140699999997,88.80668399999998
17-2801473,,,,,,,,,,,,,,,,,0,0.282235,0.44419600000000004,0.795418,1.283469,1.518759,2.1977510000000002,2.6633180000000003,2.9449630000000004,3.5187180000000007,4.314627000000001,5.038741000000001,5.524288000000001,8.694580000000002,9.288680000000001,9.651040000000002,10.316681000000003,10.958332000000002,11.458754000000003,11.761283000000002,12.085593000000003,15.536681000000003,16.358544000000002,16.654861,17.986215,18.716759,19.048282,19.403243,20.781585,21.057444,21.617641,21.824292999999997,23.190756999999998,23.406654999999997,24.290053999999998,24.509037999999997,24.953406999999995,25.318177999999996,25.687188999999996,26.520826999999997,27.380570999999996,28.154660999999997,29.019363,29.531145,30.378189,31.018200999999998,31.670142,31.918145,32.370779999999996,33.199456999999995,33.53522099999999,36.630860999999996,38.43351799999999,38.89521599999999,39.34204799999999,41.36562699999999,41.72058799999999,44.050369999999994,55.087135999999994,55.50763299999999,55.82963999999999,56.17351699999999,56.801191999999986,57.10467899999998,57.49873299999998,57.82520999999998,58.22212699999998,58.44387799999998,58.74276799999998,58.93482099999998,59.73224699999998,59.94081799999998,60.25993799999998,61.238878999999976,61.65418399999997,62.08991399999997,63.09025799999997,63.41249699999997,64.33834799999997,64.62627499999996,65.09907299999996,65.96725499999997,66.70848999999997,67.37941399999997,67.71808299999996,68.00619799999997,68.61089899999997,69.99898299999998,70.33505099999998,70.86737199999997,71.25742499999997,76.37718499999997,84.48040299999997,84.85956699999997,88.47484399999998
18-2801486,,,,,,,,,,,,,,,,,,0,0.161961,0.513183,1.001234,1.236524,1.915516,2.381083,2.662728,3.2364829999999998,4.032392,4.756506,5.242053,8.412345,9.006445,9.368805,10.034446,10.676097,11.176519,11.479048,11.803358000000001,15.254446000000002,16.076309000000002,16.372626,17.70398,18.434524,18.766047,19.121008,20.49935,20.775209,21.335406,21.542057999999997,22.908521999999998,23.124419999999997,24.007818999999998,24.226802999999997,24.671171999999995,25.035942999999996,25.404953999999996,26.238591999999997,27.098335999999996,27.872425999999997,28.737128,29.24891,30.095954,30.735965999999998,31.387907,31.63591,32.088544999999996,32.917221999999995,33.25298599999999,36.348625999999996,38.15128299999999,38.61298099999999,39.05981299999999,41.08339199999999,41.43835299999999,43.768134999999994,54.804900999999994,55.22539799999999,55.54740499999999,55.89128199999999,56.518956999999986,56.82244399999998,57.21649799999998,57.54297499999998,57.93989199999998,58.16164299999998,58.46053299999998,58.65258599999998,59.45001199999998,59.65858299999998,59.97770299999998,60.956643999999976,61.37194899999997,61.80767899999997,62.80802299999997,63.13026199999997,64.05611299999997,64.34403999999996,64.81683799999996,65.68501999999997,66.42625499999997,67.09717899999997,67.43584799999996,67.72396299999997,68.32866399999997,69.71674799999998,70.05281599999998,70.58513699999997,70.97518999999997,76.09494999999997,84.19816799999997,84.57733199999997,88.19260899999998
19-2801519,,,,,,,,,,,,,,,,,,,0,0.351222,0.8392729999999999,1.074563,1.753555,2.219122,2.500767,3.074522,3.870431,4.594545,5.0800920000000005,8.250384,8.844484,9.206844,9.872485000000001,10.514136,11.014558000000001,11.317087,11.641397000000001,15.092485000000002,15.914348000000002,16.210665000000002,17.542019000000003,18.272563,18.604086000000002,18.959047,20.337389,20.613248000000002,21.173445,21.380097,22.746561,22.962459,23.845858,24.064842,24.509210999999997,24.873981999999998,25.242993,26.076631,26.936374999999998,27.710465,28.575167,29.086949,29.933993,30.574005,31.225946,31.473949,31.926584000000002,32.755261000000004,33.091025,36.186665000000005,37.989322,38.45102,38.897852,40.921431,41.276392,43.606174,54.64294,55.063437,55.385444,55.729321,56.356995999999995,56.66048299999999,57.05453699999999,57.381013999999986,57.77793099999999,57.999681999999986,58.298571999999986,58.49062499999999,59.28805099999999,59.49662199999999,59.815741999999986,60.794682999999985,61.20998799999998,61.64571799999998,62.64606199999998,62.96830099999998,63.894151999999984,64.18207899999999,64.65487699999998,65.52305899999999,66.26429399999999,66.93521799999999,67.27388699999999,67.56200199999999,68.166703,69.554787,69.890855,70.423176,70.81322899999999,75.93298899999999,84.03620699999999,84.415371,88.030648
20-2801571,,,,,,,,,,,,,,,,,,,,0,0.488051,0.723341,1.402333,1.8679000000000001,2.1495450000000003,2.7233,3.519209,4.243323,4.728870000000001,7.8991620000000005,8.493262,8.855622,9.521263000000001,10.162914,10.663336000000001,10.965865,11.290175000000001,14.741263000000002,15.563126000000002,15.859443000000002,17.190797000000003,17.921341,18.252864000000002,18.607825000000002,19.986167000000002,20.262026000000002,20.822223,21.028875,22.395339,22.611237,23.494636,23.71362,24.157988999999997,24.522759999999998,24.891771,25.725409,26.585153,27.359243,28.223945,28.735727,29.582771,30.222783,30.874724,31.122727,31.575362000000002,32.404039000000004,32.739803,35.835443000000005,37.63810000000001,38.09979800000001,38.54663000000001,40.570209000000006,40.92517000000001,43.25495200000001,54.29171800000001,54.71221500000001,55.03422200000001,55.378099000000006,56.005774,56.309261,56.703314999999996,57.02979199999999,57.426708999999995,57.64845999999999,57.94734999999999,58.139402999999994,58.936828999999996,59.145399999999995,59.46451999999999,60.44346099999999,60.85876599999999,61.29449599999999,62.294839999999986,62.61707899999999,63.54292999999999,63.830856999999995,64.30365499999999,65.171837,65.913072,66.583996,66.922665,67.21078,67.815481,69.20356500000001,69.53963300000001,70.071954,70.462007,75.581767,83.684985,84.064149,87.679426
21-2801610,,,,,,,,,,,,,,,,,,,,,0,0.23529,0.914282,1.379849,1.661494,2.235249,3.031158,3.755272,4.240819,7.411111,8.005211,8.367571,9.033212,9.674863,10.175285,10.477814,10.802124000000001,14.253212000000001,15.075075000000002,15.371392000000002,16.702746,17.43329,17.764813,18.119774,19.498116,19.773975,20.334172,20.540823999999997,21.907287999999998,22.123185999999997,23.006584999999998,23.225568999999997,23.669937999999995,24.034708999999996,24.403719999999996,25.237357999999997,26.097101999999996,26.871191999999997,27.735894,28.247676,29.09472,29.734731999999997,30.386673,30.634676,31.087311,31.915988,32.251751999999996,35.347392,37.150048999999996,37.611746999999994,38.058578999999995,40.08215799999999,40.437118999999996,42.766901,53.803667,54.224163999999995,54.546170999999994,54.89004799999999,55.51772299999999,55.82120999999999,56.21526399999998,56.54174099999998,56.93865799999998,57.16040899999998,57.45929899999998,57.65135199999998,58.44877799999998,58.65734899999998,58.97646899999998,59.95540999999998,60.370714999999976,60.806444999999975,61.806788999999974,62.12902799999998,63.05487899999998,63.34280599999998,63.81560399999998,64.68378599999998,65.42502099999999,66.09594499999999,66.43461399999998,66.72272899999999,67.32742999999999,68.715514,69.051582,69.58390299999999,69.97395599999999,75.09371599999999,83.19693399999998,83.57609799999999,87.191375
22-2807616,,,,,,,,,,,,,,,,,,,,,,0,0.678992,1.144559,1.426204,1.999959,2.795868,3.519982,4.005529,7.175821,7.769921,8.132281,8.797922000000002,9.439573000000001,9.939995000000001,10.242524000000001,10.566834000000002,14.017922000000002,14.839785000000003,15.136102000000003,16.467456000000002,17.198,17.529523,17.884484,19.262826,19.538685,20.098882,20.305533999999998,21.671998,21.887895999999998,22.771295,22.990278999999997,23.434647999999996,23.799418999999997,24.168429999999997,25.002067999999998,25.861811999999997,26.635901999999998,27.500604,28.012386,28.85943,29.499442,30.151383,30.399386,30.852021,31.680698,32.016462,35.112102,36.914759000000004,37.376457,37.823289,39.846868,40.201829000000004,42.531611000000005,53.568377000000005,53.988874,54.310881,54.654758,55.282433,55.585919999999994,55.97997399999999,56.30645099999999,56.70336799999999,56.92511899999999,57.22400899999999,57.41606199999999,58.21348799999999,58.42205899999999,58.74117899999999,59.72011999999999,60.135424999999984,60.57115499999998,61.57149899999998,61.893737999999985,62.819588999999986,63.10751599999999,63.58031399999999,64.44849599999999,65.189731,65.860655,66.19932399999999,66.487439,67.09214,68.480224,68.816292,69.348613,69.738666,74.858426,82.96164399999999,83.340808,86.956085
23-2807617,,,,,,,,,,,,,,,,,,,,,,,0,0.465567,0.747212,1.320967,2.116876,2.84099,3.326537,6.496829,7.090929,7.453289,8.11893,8.760581,9.261003,9.563532,9.887842000000001,13.338930000000001,14.160793000000002,14.457110000000002,15.788464000000001,16.519008,16.850531,17.205492,18.583834,18.859693,19.41989,19.626541999999997,20.993005999999998,21.208903999999997,22.092302999999998,22.311286999999997,22.755655999999995,23.120426999999996,23.489437999999996,24.323075999999997,25.182819999999996,25.956909999999997,26.821612,27.333394,28.180438,28.820449999999997,29.472391,29.720394,30.173029,31.001706,31.33747,34.43311,36.235766999999996,36.697464999999994,37.144296999999995,39.16787599999999,39.522836999999996,41.852619,52.889385,53.309881999999995,53.631888999999994,53.97576599999999,54.60344099999999,54.906927999999986,55.30098199999998,55.62745899999998,56.02437599999998,56.24612699999998,56.54501699999998,56.73706999999998,57.53449599999998,57.74306699999998,58.06218699999998,59.04112799999998,59.456432999999976,59.892162999999975,60.89250699999997,61.21474599999998,62.14059699999998,62.42852399999998,62.90132199999998,63.769503999999976,64.51073899999997,65.18166299999997,65.52033199999997,65.80844699999997,66.41314799999998,67.80123199999998,68.13729999999998,68.66962099999998,69.05967399999997,74.17943399999997,82.28265199999997,82.66181599999997,86.27709299999998
24-2806090,,,,,,,,,,,,,,,,,,,,,,,,0,0.281645,0.8553999999999999,1.651309,2.375423,2.86097,6.031262,6.625362,6.987722,7.653363,8.295014,8.795436,9.097965,9.422275,12.873363000000001,13.695226000000002,13.991543000000002,15.322897000000001,16.053441,16.384964,16.739925,18.118267,18.394126,18.954323,19.160974999999997,20.527438999999998,20.743336999999997,21.626735999999998,21.845719999999996,22.290088999999995,22.654859999999996,23.023870999999996,23.857508999999997,24.717252999999996,25.491342999999997,26.356044999999998,26.867827,27.714871,28.354882999999997,29.006823999999998,29.254827,29.707462,30.536139,30.871903,33.967543,35.7702,36.231898,36.67873,38.702309,39.05727,41.387052000000004,52.423818000000004,52.844315,53.166322,53.510199,54.137874,54.44136099999999,54.83541499999999,55.16189199999999,55.55880899999999,55.78055999999999,56.07944999999999,56.27150299999999,57.06892899999999,57.27749999999999,57.59661999999999,58.575560999999986,58.99086599999998,59.42659599999998,60.42693999999998,60.749178999999984,61.675029999999985,61.96295699999999,62.435754999999986,63.30393699999998,64.04517199999998,64.71609599999998,65.05476499999997,65.34287999999998,65.94758099999999,67.33566499999999,67.67173299999999,68.20405399999999,68.59410699999998,73.71386699999998,81.81708499999998,82.19624899999998,85.81152599999999
25-2800225,,,,,,,,,,,,,,,,,,,,,,,,,0,0.573755,1.369664,2.093778,2.579325,5.749617,6.343717,6.706077,7.3717179999999995,8.013368999999999,8.513791,8.81632,9.14063,12.591718,13.413581,13.709898,15.041252,15.771796,16.103319,16.45828,17.836622,18.112481,18.672677999999998,18.879329999999996,20.245793999999997,20.461691999999996,21.345090999999996,21.564074999999995,22.008443999999994,22.373214999999995,22.742225999999995,23.575863999999996,24.435607999999995,25.209697999999996,26.074399999999997,26.586181999999997,27.433225999999998,28.073237999999996,28.725178999999997,28.973181999999998,29.425817,30.254493999999998,30.590258,33.685898,35.488555000000005,35.950253000000004,36.397085000000004,38.420664,38.775625000000005,41.10540700000001,52.14217300000001,52.562670000000004,52.884677,53.228554,53.856229,54.159715999999996,54.55376999999999,54.88024699999999,55.27716399999999,55.49891499999999,55.79780499999999,55.98985799999999,56.78728399999999,56.99585499999999,57.31497499999999,58.29391599999999,58.709220999999985,59.144950999999985,60.14529499999998,60.467533999999986,61.39338499999999,61.68131199999999,62.15410999999999,63.022291999999986,63.76352699999999,64.434451,64.77311999999999,65.061235,65.665936,67.05402000000001,67.390088,67.922409,68.312462,73.432222,81.53544,81.914604,85.529881
26-2800217,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.795909,1.5200230000000001,2.00557,5.175862,5.7699620000000005,6.132322,6.797963,7.439614000000001,7.940036000000001,8.242565,8.566875000000001,12.017963000000002,12.839826000000002,13.136143000000002,14.467497000000002,15.198041000000002,15.529564000000002,15.884525000000002,17.262867,17.538726,18.098923,18.305574999999997,19.672038999999998,19.887936999999997,20.771335999999998,20.990319999999997,21.434688999999995,21.799459999999996,22.168470999999997,23.002108999999997,23.861852999999996,24.635942999999997,25.500645,26.012427,26.859471,27.499482999999998,28.151424,28.399427,28.852062,29.680739,30.016503,33.112143,34.9148,35.376498,35.82333,37.846909,38.20187,40.531652,51.568418,51.988915,52.310922,52.654799,53.28247399999999,53.58596099999999,53.98001499999999,54.306491999999984,54.703408999999986,54.925159999999984,55.224049999999984,55.416102999999985,56.21352899999999,56.422099999999986,56.741219999999984,57.72016099999998,58.13546599999998,58.57119599999998,59.57153999999998,59.89377899999998,60.81962999999998,61.107556999999986,61.58035499999998,62.44853699999998,63.189771999999984,63.86069599999998,64.19936499999999,64.48747999999999,65.092181,66.480265,66.816333,67.348654,67.73870699999999,72.85846699999999,80.96168499999999,81.34084899999999,84.956126
27-2800210,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.724114,1.209661,4.379953,4.9740530000000005,5.336413,6.002054,6.643705000000001,7.144127000000001,7.446656000000001,7.7709660000000005,11.222054,12.043917,12.340234,13.671588,14.402132,14.733655,15.088616,16.466957999999998,16.742817,17.303013999999997,17.509665999999996,18.876129999999996,19.092027999999996,19.975426999999996,20.194410999999995,20.638779999999993,21.003550999999995,21.372561999999995,22.206199999999995,23.065943999999995,23.840033999999996,24.704735999999997,25.216517999999997,26.063561999999997,26.703573999999996,27.355514999999997,27.603517999999998,28.056153,28.884829999999997,29.220594,32.316234,34.118891000000005,34.580589,35.027421000000004,37.051,37.405961000000005,39.73574300000001,50.77250900000001,51.193006000000004,51.515013,51.85889,52.486565,52.790051999999996,53.18410599999999,53.51058299999999,53.90749999999999,54.12925099999999,54.42814099999999,54.62019399999999,55.41761999999999,55.62619099999999,55.94531099999999,56.92425199999999,57.339556999999985,57.775286999999985,58.77563099999998,59.097869999999986,60.02372099999999,60.31164799999999,60.78444599999999,61.652627999999986,62.39386299999999,63.06478699999999,63.40345599999999,63.69157099999999,64.29627199999999,65.684356,66.02042399999999,66.55274499999999,66.94279799999998,72.06255799999998,80.16577599999998,80.54493999999998,84.16021699999999
28-2800187,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.485547,3.655839,4.2499389999999995,4.612298999999999,5.277939999999999,5.919590999999999,6.420012999999999,6.722541999999999,7.046851999999999,10.497939999999998,11.319802999999999,11.616119999999999,12.947474,13.678018,14.009541,14.364502,15.742844,16.018703,16.578899999999997,16.785551999999996,18.152015999999996,18.367913999999995,19.251312999999996,19.470296999999995,19.914665999999993,20.279436999999994,20.648447999999995,21.482085999999995,22.341829999999995,23.115919999999996,23.980621999999997,24.492403999999997,25.339447999999997,25.979459999999996,26.631400999999997,26.879403999999997,27.332038999999998,28.160715999999997,28.49648,31.592119999999998,33.394777,33.856474999999996,34.303307,36.326885999999995,36.681847,39.011629,50.048395,50.468892,50.790898999999996,51.134775999999995,51.762451,52.065937999999996,52.45999199999999,52.78646899999999,53.18338599999999,53.40513699999999,53.70402699999999,53.89607999999999,54.69350599999999,54.90207699999999,55.22119699999999,56.20013799999999,56.615442999999985,57.051172999999984,58.05151699999998,58.373755999999986,59.29960699999999,59.58753399999999,60.06033199999999,60.928513999999986,61.66974899999999,62.34067299999999,62.67934199999999,62.96745699999999,63.57215799999999,64.960242,65.29630999999999,65.82863099999999,66.21868399999998,71.33844399999998,79.44166199999998,79.82082599999998,83.43610299999999
29-2800177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.170292,3.764392,4.126752,4.792393,5.434044,5.9344660000000005,6.236995,6.561305,10.012393,10.834256,11.130573,12.461927,13.192471,13.523994,13.878955,15.257297,15.533156,16.093353,16.300005,17.666469,17.882367,18.765766,18.98475,19.429118999999996,19.793889999999998,20.162900999999998,20.996539,21.856282999999998,22.630373,23.495075,24.006857,24.853901,25.493913,26.145854,26.393857,26.846492,27.675169,28.010933,31.106573,32.90923,33.370928,33.81776,35.841339,36.1963,38.526082,49.562848,49.983345,50.305352,50.649229,51.276904,51.580391,51.974444999999996,52.30092199999999,52.697838999999995,52.91958999999999,53.21847999999999,53.410532999999994,54.207958999999995,54.416529999999995,54.73564999999999,55.71459099999999,56.12989599999999,56.56562599999999,57.565969999999986,57.88820899999999,58.81405999999999,59.101986999999994,59.57478499999999,60.44296699999999,61.18420199999999,61.85512599999999,62.193794999999994,62.48190999999999,63.08661099999999,64.474695,64.810763,65.34308399999999,65.73313699999999,70.85289699999998,78.95611499999998,79.33527899999999,82.95055599999999
30-2800143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5941,0.95646,1.622101,2.263752,2.764174,3.066703,3.391013,6.8421009999999995,7.663963999999999,7.960280999999999,9.291635,10.022179,10.353702,10.708663,12.087005,12.362864,12.923061,13.129713,14.496177000000001,14.712075,15.595474000000001,15.814458000000002,16.258827,16.623598,16.992609,17.826247000000002,18.685991,19.460081000000002,20.324783000000004,20.836565000000004,21.683609000000004,22.323621000000003,22.975562000000004,23.223565000000004,23.676200000000005,24.504877000000004,24.840641000000005,27.936281000000005,29.738938000000005,30.200636000000003,30.647468000000003,32.671047,33.026008000000004,35.355790000000006,46.392556000000006,46.813053000000004,47.13506,47.478937,48.106612,48.410098999999995,48.80415299999999,49.13062999999999,49.52754699999999,49.74929799999999,50.04818799999999,50.24024099999999,51.03766699999999,51.24623799999999,51.56535799999999,52.54429899999999,52.959603999999985,53.395333999999984,54.39567799999998,54.717916999999986,55.64376799999999,55.93169499999999,56.40449299999999,57.272674999999985,58.01390999999999,58.68483399999999,59.02350299999999,59.31161799999999,59.91631899999999,61.304402999999986,61.640470999999984,62.17279199999999,62.56284499999999,67.682605,75.785823,76.164987,79.780264
