순번_정류장ID,94-2805764,95-2803452,96-2803436,97-2803437,98-2803431,99-2803435,100-2800829,101-2800831,102-2804992,103-2807333,104-2800847,105-2800877,106-2800822,107-2805940,108-2800875,109-2800924,110-2800926,111-2800933,112-2800939,113-2800842,114-2800999,115-2801020,116-2801036,117-2801058,118-2801079,119-2801095,120-2801102,121-2801098,122-2801070,123-2801041,124-2800837,125-2801007,126-2800987,127-2800981,128-2800992,129-2800994,130-2800526,131-2800528,132-2800532,133-2800535,134-2800545,135-2800337,136-2800559,137-2800572,138-2800578,139-2800580,140-2805741,141-2805680,142-2800575,143-2800562,144-2800555,145-2800541,146-2800530,147-2800523,148-2800519,149-2800517,150-2800515,151-2805304,152-2800498,153-2800497,154-2800493,155-2800344,156-2800481,157-2805944,158-2803595,159-2800468,160-2800465,161-2800462,162-2800460,163-2800453,164-2800458,165-2800330,166-2800473,167-2800476,168-2800487,169-2805285,170-2800490,171-2806249,172-2806250,173-2806252,174-2806254,175-2806256,176-2806258,177-2806260,178-2806262,179-2805257,180-2805258,181-2805260,182-2805262,183-2805264,184-2805267
104-2800847,,,,,,,,,,,0,0.330255,0.652753,0.857757,1.135683,1.7476340000000001,2.1194930000000003,2.3460090000000005,2.9664110000000004,3.3221920000000003,3.6572560000000003,3.9205240000000003,4.281935000000001,4.595493000000001,4.8988450000000014,5.166379000000002,5.521445000000002,5.767506000000002,6.119479000000002,6.520174000000002,6.747483000000002,6.963406000000002,7.273101000000001,7.628065000000001,7.949968000000001,9.591325000000001,9.919805000000002,10.305179000000003,10.724189000000003,11.121303000000003,11.317852000000002,11.659056000000001,11.873886,12.165764000000001,12.562705000000001,12.738076000000001,12.796361000000001,13.103662000000002,13.322084000000002,13.660319000000001,14.079826,14.559966000000001,14.844853,15.089071,15.248111,15.427757999999999,16.097671,17.114338999999998,17.394073,17.894482999999997,18.205251999999998,18.455053999999997,18.743270999999996,19.052823999999998,19.275135,19.572111,19.844895,20.091032000000002,20.515933,20.838484,21.077301000000002,21.398947000000003,21.612379000000004,22.147151000000004,22.451732000000003,22.706155000000003,23.232337,23.475595000000002,23.867951,24.100442,24.663668,25.325564,25.719417,25.855884,26.580407,27.003252,27.273746,27.658784,28.065439,28.567879,28.847058
105-2800877,,,,,,,,,,,,0,0.322498,0.527502,0.805428,1.417379,1.7892379999999999,2.015754,2.6361559999999997,2.9919369999999996,3.3270009999999997,3.5902689999999997,3.9516799999999996,4.265238,4.56859,4.836124000000001,5.191190000000001,5.437251000000001,5.789224000000001,6.189919000000001,6.417228000000001,6.633151000000001,6.942846,7.29781,7.619713,9.26107,9.589550000000001,9.974924000000001,10.393934000000002,10.791048000000002,10.987597000000001,11.328801,11.543631,11.835509,12.23245,12.407821,12.466106,12.773407,12.991829000000001,13.330064,13.749571,14.229711,14.514598,14.758816,14.917855999999999,15.097502999999998,15.767415999999997,16.784083999999996,17.063817999999998,17.564227999999996,17.874996999999997,18.124798999999996,18.413015999999995,18.722568999999996,18.944879999999998,19.241856,19.51464,19.760777,20.185678,20.508229,20.747046,21.068692000000002,21.282124000000003,21.816896000000003,22.121477000000002,22.3759,22.902082,23.14534,23.537696,23.770187,24.333413,24.995309,25.389162,25.525629,26.250152,26.672997,26.943490999999998,27.328529,27.735184,28.237624,28.516803
106-2800822,,,,,,,,,,,,,0,0.205004,0.48292999999999997,1.094881,1.46674,1.6932559999999999,2.3136579999999998,2.6694389999999997,3.0045029999999997,3.2677709999999998,3.6291819999999997,3.9427399999999997,4.246092,4.513626,4.868692,5.114753,5.466726,5.867421,6.09473,6.310653,6.620348,6.975312,7.297215,8.938571999999999,9.267052,9.652426,10.071436,10.46855,10.665099,11.006302999999999,11.221132999999998,11.513010999999999,11.909951999999999,12.085322999999999,12.143607999999999,12.450909,12.669331,13.007565999999999,13.427072999999998,13.907212999999999,14.192099999999998,14.436317999999998,14.595357999999997,14.775004999999997,15.444917999999996,16.461585999999997,16.741319999999998,17.241729999999997,17.552498999999997,17.802300999999996,18.090517999999996,18.400070999999997,18.622381999999998,18.919358,19.192142,19.438279,19.86318,20.185731,20.424548,20.746194000000003,20.959626000000004,21.494398000000004,21.798979000000003,22.053402000000002,22.579584,22.822842,23.215198,23.447689,24.010915,24.672811,25.066664,25.203131,25.927654,26.350499,26.620993,27.006031,27.412686,27.915126,28.194305
107-2805940,,,,,,,,,,,,,,0,0.277926,0.889877,1.261736,1.488252,2.108654,2.464435,2.799499,3.062767,3.424178,3.737736,4.041088,4.308622000000001,4.6636880000000005,4.909749000000001,5.261722000000001,5.6624170000000005,5.8897260000000005,6.1056490000000005,6.415344,6.770308,7.092211,8.733568,9.062048,9.447422000000001,9.866432000000001,10.263546000000002,10.460095,10.801299,11.016129,11.308007,11.704948,11.880319,11.938604,12.245905,12.464327,12.802562,13.222069,13.702209,13.987096,14.231314,14.390353999999999,14.570000999999998,15.239913999999997,16.256581999999998,16.536316,17.036725999999998,17.347495,17.597296999999998,17.885513999999997,18.195066999999998,18.417378,18.714354,18.987138,19.233275000000003,19.658176,19.980727,20.219544000000003,20.541190000000004,20.754622000000005,21.289394000000005,21.593975000000004,21.848398000000003,22.37458,22.617838000000003,23.010194000000002,23.242685,23.805911000000002,24.467807,24.86166,24.998127,25.72265,26.145495,26.415989,26.801027,27.207682000000002,27.710122000000002,27.989301
108-2800875,,,,,,,,,,,,,,,0,0.611951,0.9838100000000001,1.210326,1.8307280000000001,2.186509,2.521573,2.784841,3.146252,3.45981,3.763162,4.030696,4.385762,4.631823,4.983796,5.384491,5.6118,5.827723,6.137417999999999,6.492381999999999,6.814284999999999,8.455642,8.784122,9.169496,9.588506,9.98562,10.182169,10.523373,10.738202999999999,11.030081,11.427022,11.602393,11.660677999999999,11.967979,12.186401,12.524636,12.944142999999999,13.424282999999999,13.709169999999999,13.953387999999999,14.112427999999998,14.292074999999997,14.961987999999996,15.978655999999997,16.25839,16.758799999999997,17.069568999999998,17.319370999999997,17.607587999999996,17.917140999999997,18.139452,18.436428,18.709212,18.955349000000002,19.38025,19.702801,19.941618000000002,20.263264000000003,20.476696000000004,21.011468000000004,21.316049000000003,21.570472000000002,22.096654,22.339912,22.732268,22.964759,23.527985,24.189881,24.583734,24.720201,25.444724,25.867569,26.138063,26.523101,26.929756,27.432196,27.711375
109-2800924,,,,,,,,,,,,,,,,0,0.371859,0.598375,1.218777,1.5745580000000001,1.9096220000000002,2.17289,2.534301,2.847859,3.151211,3.418745,3.773811,4.0198719999999994,4.3718449999999995,4.772539999999999,4.999848999999999,5.215771999999999,5.525466999999999,5.880430999999999,6.202333999999999,7.843690999999999,8.172170999999999,8.557545,8.976555,9.373669,9.570217999999999,9.911421999999998,10.126251999999997,10.418129999999998,10.815070999999998,10.990441999999998,11.048726999999998,11.356027999999998,11.574449999999999,11.912684999999998,12.332191999999997,12.812331999999998,13.097218999999997,13.341436999999997,13.500476999999997,13.680123999999996,14.350036999999995,15.366704999999996,15.646438999999996,16.146848999999996,16.457617999999997,16.707419999999995,16.995636999999995,17.305189999999996,17.527500999999997,17.824476999999998,18.097261,18.343398,18.768299,19.09085,19.329667,19.651313000000002,19.864745000000003,20.399517000000003,20.704098000000002,20.958521,21.484703,21.727961,22.120317,22.352808,22.916034,23.57793,23.971783,24.108249999999998,24.832773,25.255618,25.526111999999998,25.91115,26.317805,26.820245,27.099424
110-2800926,,,,,,,,,,,,,,,,,0,0.226516,0.8469180000000001,1.202699,1.537763,1.801031,2.162442,2.476,2.779352,3.0468859999999998,3.4019519999999996,3.6480129999999997,3.999986,4.400681,4.62799,4.843913,5.153607999999999,5.508571999999999,5.830474999999999,7.471831999999999,7.800311999999999,8.185685999999999,8.604695999999999,9.001809999999999,9.198358999999998,9.539562999999998,9.754392999999997,10.046270999999997,10.443211999999997,10.618582999999997,10.676867999999997,10.984168999999998,11.202590999999998,11.540825999999997,11.960332999999997,12.440472999999997,12.725359999999997,12.969577999999997,13.128617999999996,13.308264999999995,13.978177999999994,14.994845999999995,15.274579999999995,15.774989999999995,16.085758999999996,16.335560999999995,16.623777999999994,16.933330999999995,17.155641999999997,17.452617999999998,17.725402,17.971539,18.39644,18.718991,18.957808,19.279454,19.492886000000002,20.027658000000002,20.332239,20.586662,21.112844,21.356102,21.748458,21.980949,22.544175,23.206070999999998,23.599923999999998,23.736390999999998,24.460914,24.883758999999998,25.154252999999997,25.539291,25.945946,26.448386,26.727565
111-2800933,,,,,,,,,,,,,,,,,,0,0.620402,0.976183,1.311247,1.574515,1.9359260000000003,2.2494840000000003,2.552836,2.82037,3.175436,3.421497,3.77347,4.174165,4.401474,4.617397,4.927092,5.282056,5.603959,7.245316,7.573796,7.959169999999999,8.378179999999999,8.775293999999999,8.971842999999998,9.313046999999997,9.527876999999997,9.819754999999997,10.216695999999997,10.392066999999997,10.450351999999997,10.757652999999998,10.976074999999998,11.314309999999997,11.733816999999997,12.213956999999997,12.498843999999997,12.743061999999997,12.902101999999996,13.081748999999995,13.751661999999994,14.768329999999995,15.048063999999995,15.548473999999995,15.859242999999996,16.109044999999995,16.397261999999994,16.706814999999995,16.929125999999997,17.226101999999997,17.498886,17.745023,18.169923999999998,18.492475,18.731292,19.052938,19.266370000000002,19.801142000000002,20.105723,20.360146,20.886328,21.129586,21.521942,21.754433,22.317659,22.979554999999998,23.373407999999998,23.509874999999997,24.234398,24.657242999999998,24.927736999999997,25.312775,25.71943,26.22187,26.501049
112-2800939,,,,,,,,,,,,,,,,,,,0,0.355781,0.6908449999999999,0.954113,1.315524,1.629082,1.932434,2.199968,2.555034,2.801095,3.153068,3.553763,3.781072,3.996995,4.30669,4.6616539999999995,4.983556999999999,6.6249139999999995,6.953393999999999,7.338767999999999,7.757777999999999,8.154891999999998,8.351440999999998,8.692644999999997,8.907474999999996,9.199352999999997,9.596293999999997,9.771664999999997,9.829949999999997,10.137250999999997,10.355672999999998,10.693907999999997,11.113414999999996,11.593554999999997,11.878441999999996,12.122659999999996,12.281699999999995,12.461346999999995,13.131259999999994,14.147927999999993,14.427661999999993,14.928071999999993,15.238840999999994,15.488642999999994,15.776859999999994,16.086412999999993,16.308723999999994,16.605699999999995,16.878483999999997,17.124620999999998,17.549521999999996,17.872072999999997,18.110889999999998,18.432536,18.645968,19.18074,19.485321,19.739743999999998,20.265925999999997,20.509183999999998,20.901539999999997,21.134030999999997,21.697256999999997,22.359152999999996,22.753005999999996,22.889472999999995,23.613995999999997,24.036840999999995,24.307334999999995,24.692372999999996,25.099027999999997,25.601467999999997,25.880646999999996
113-2800842,,,,,,,,,,,,,,,,,,,,0,0.335064,0.598332,0.959743,1.273301,1.576653,1.844187,2.199253,2.445314,2.7972870000000003,3.197982,3.425291,3.641214,3.9509090000000002,4.305873,4.627776,6.269133,6.597613,6.982987,7.401997,7.799111,7.99566,8.336864,8.551694,8.843572,9.240513,9.415884,9.474169,9.78147,9.999892000000001,10.338127,10.757634,11.237774,11.522661,11.766879,11.925918999999999,12.105565999999998,12.775478999999997,13.792146999999996,14.071880999999996,14.572290999999996,14.883059999999997,15.132861999999998,15.421078999999997,15.730631999999996,15.952942999999996,16.249918999999995,16.522702999999996,16.768839999999997,17.193740999999996,17.516291999999996,17.755108999999997,18.076755,18.290187,18.824959,19.12954,19.383962999999998,19.910144999999996,20.153402999999997,20.545758999999997,20.778249999999996,21.341475999999997,22.003371999999995,22.397224999999995,22.533691999999995,23.258214999999996,23.681059999999995,23.951553999999994,24.336591999999996,24.743246999999997,25.245686999999997,25.524865999999996
114-2800999,,,,,,,,,,,,,,,,,,,,,0,0.263268,0.624679,0.938237,1.241589,1.509123,1.864189,2.11025,2.4622230000000003,2.862918,3.090227,3.30615,3.615845,3.970809,4.292712,5.934069,6.262549,6.647923,7.066933,7.464047,7.660596,8.0018,8.216629999999999,8.508507999999999,8.905448999999999,9.08082,9.139104999999999,9.446406,9.664828,10.003063,10.422569999999999,10.902709999999999,11.187596999999998,11.431814999999999,11.590854999999998,11.770501999999997,12.440414999999996,13.457082999999997,13.736816999999997,14.237226999999997,14.547995999999998,14.797797999999998,15.086014999999998,15.395567999999997,15.617878999999997,15.914854999999998,16.187638999999997,16.433775999999998,16.858676999999997,17.181227999999997,17.420045,17.741691,17.955123,18.489895,18.794476,19.048899,19.575080999999997,19.818338999999998,20.210694999999998,20.443185999999997,21.006411999999997,21.668307999999996,22.062160999999996,22.198627999999996,22.923150999999997,23.345995999999996,23.616489999999995,24.001527999999997,24.408182999999998,24.910622999999998,25.189801999999997
115-2801020,,,,,,,,,,,,,,,,,,,,,,0,0.36141100000000004,0.674969,0.978321,1.245855,1.600921,1.8469820000000001,2.198955,2.59965,2.826959,3.042882,3.352577,3.707541,4.029444,5.670801,5.999281,6.3846549999999995,6.803665,7.200779,7.397328,7.738532,7.953362,8.24524,8.642181,8.817552000000001,8.875837,9.183138000000001,9.401560000000002,9.739795,10.159302,10.639442,10.924329,11.168547,11.327587,11.507233999999999,12.177146999999998,13.193814999999997,13.473548999999997,13.973958999999997,14.284727999999998,14.534529999999998,14.822746999999998,15.132299999999997,15.354610999999997,15.651586999999997,15.924370999999997,16.170507999999998,16.595408999999997,16.917959999999997,17.156776999999998,17.478423,17.691855,18.226627,18.531208,18.785631,19.311812999999997,19.555070999999998,19.947426999999998,20.179917999999997,20.743143999999997,21.405039999999996,21.798892999999996,21.935359999999996,22.659882999999997,23.082727999999996,23.353221999999995,23.738259999999997,24.144914999999997,24.647354999999997,24.926533999999997
116-2801036,,,,,,,,,,,,,,,,,,,,,,,0,0.313558,0.6169100000000001,0.884444,1.2395100000000001,1.4855710000000002,1.8375440000000003,2.238239,2.465548,2.681471,2.991166,3.34613,3.668033,5.30939,5.6378699999999995,6.023243999999999,6.442253999999999,6.8393679999999994,7.0359169999999995,7.377121,7.591951,7.8838289999999995,8.28077,8.456141,8.514426,8.821727000000001,9.040149000000001,9.378384,9.797891,10.278031,10.562918,10.807136,10.966175999999999,11.145822999999998,11.815735999999998,12.832403999999997,13.112137999999996,13.612547999999997,13.923316999999997,14.173118999999998,14.461335999999998,14.770888999999997,14.993199999999996,15.290175999999997,15.562959999999997,15.809096999999996,16.233997999999996,16.556548999999997,16.795365999999998,17.117012,17.330444,17.865216,18.169797,18.42422,18.950401999999997,19.193659999999998,19.586015999999997,19.818506999999997,20.381732999999997,21.043628999999996,21.437481999999996,21.573948999999995,22.298471999999997,22.721316999999996,22.991810999999995,23.376848999999996,23.783503999999997,24.285943999999997,24.565122999999996
