순번_정류장ID,1-2806962,2-2807131,3-2807129,4-2807127,5-2806963,6-2807124,7-2806986,8-2807294,9-2807295,10-2807411,11-2807002,12-2806989,13-2806991,14-2807000,15-2806992,16-2806993,17-2806995,18-2806997,19-2806998,20-2806999,21-2807001,22-2807002,23-2806989,24-2807296,25-2807412,26-2807297,27-2807298,28-2806964,29-2806987,30-2806965,31-2806966,32-2806967,33-2806968,34-2806969,35-2806970,36-2807408,37-2806971,38-2807122,39-2807113,40-2807410,41-2807114,42-2806973,43-2807115,44-2806952,45-2807116,46-2807117,47-2807120,48-2806975,49-2806976,50-2806977,51-2807136,52-2806955,53-2806956,54-2806945,55-2807161,56-2807162,57-2807163,58-2806957,59-2807146,60-2807164,61-2807159,62-2807160,63-2807158,64-2807165,65-2807133,66-2806958,67-2806959,68-2806978,69-2806960,70-2806961,1-2807226,2-2806618,3-2807497,4-2807227,5-2807553,6-2807546,7-2807542,8-2807517,9-2807514,10-2807503,11-2807224
11-2807002,,,,,,,,,,,0,1.474261,1.912625,2.420313,2.805771,4.224822,5.645702999999999,6.038449999999999,6.550218999999999,6.991897999999999,7.479759999999999,8.427,9.470991,9.925777,12.029733,12.442663,12.955449999999999,13.320433,14.004602,14.227339,14.777180000000001,15.026939,15.376157000000001,15.691786,16.3005,17.046196,17.632191,17.762155,18.240506,18.743524999999998,19.390401999999998,20.519623999999997,20.757107999999995,21.174056999999994,21.425170999999995,22.291962999999996,22.837478999999995,24.195987999999996,24.496981999999996,24.801625999999995,25.046673999999996,25.425296999999997,25.471817999999995,25.744284999999994,26.227019999999996,26.723092999999995,27.201695999999995,28.423032999999997,29.695482,30.181255999999998,30.670364,31.153486,31.425819,31.718227,32.062047,32.425822,32.726758999999994,33.07073199999999,34.36742699999999,35.40319799999999,51.95742299999999,55.66467999999999,81.43458799999999,87.19101599999999,89.31837499999999,93.34325899999999,96.11590299999999,99.776327,102.228535,103.442951,105.68610799999999
12-2806989,,,,,,,,,,,,0,0.43836400000000003,0.9460520000000001,1.3315100000000002,2.7505610000000003,4.171442,4.564189,5.075958,5.517637,6.0054989999999995,6.952738999999999,7.9967299999999994,8.451516,10.555472,10.968402,11.481188999999999,11.846172,12.530341,12.753078,13.302919000000001,13.552678,13.901896,14.217525,14.826239000000001,15.571935000000002,16.15793,16.287894,16.766245,17.269264,17.916141,19.045363,19.282846999999997,19.699795999999996,19.950909999999997,20.817701999999997,21.363217999999996,22.721726999999998,23.022720999999997,23.327364999999997,23.572412999999997,23.951036,23.997556999999997,24.270023999999996,24.752758999999998,25.248831999999997,25.727434999999996,26.948771999999998,28.221221,28.706995,29.196103,29.679225000000002,29.951558000000002,30.243966,30.587786,30.951561,31.252498000000003,31.596471,32.893166,33.928937,50.48316199999999,54.19041899999999,79.96032699999999,85.71675499999999,87.84411399999999,91.86899799999999,94.64164199999999,98.302066,100.754274,101.96869,104.21184699999999
13-2806991,,,,,,,,,,,,,0,0.507688,0.893146,2.3121970000000003,3.733078,4.125825,4.637594,5.079273,5.5671349999999995,6.514374999999999,7.5583659999999995,8.013152,10.117108,10.530038,11.042824999999999,11.407808,12.091977,12.314714,12.864555000000001,13.114314,13.463532,13.779161,14.387875000000001,15.133571000000002,15.719566000000002,15.849530000000001,16.327881,16.8309,17.477777,18.606999,18.844482999999997,19.261431999999996,19.512545999999997,20.379337999999997,20.924853999999996,22.283362999999998,22.584356999999997,22.889000999999997,23.134048999999997,23.512672,23.559192999999997,23.831659999999996,24.314394999999998,24.810467999999997,25.289070999999996,26.510407999999998,27.782857,28.268631,28.757739,29.240861000000002,29.513194000000002,29.805602,30.149422,30.513197,30.814134000000003,31.158107,32.454802,33.490573,50.044798,53.752055,79.521963,85.278391,87.40575,91.430634,94.203278,97.863702,100.31591,101.530326,103.773483
14-2807000,,,,,,,,,,,,,,0,0.38545799999999997,1.804509,3.22539,3.618137,4.129906,4.571585,5.059447,6.006686999999999,7.050678,7.505464,9.60942,10.02235,10.535136999999999,10.90012,11.584289,11.807026,12.356867000000001,12.606626,12.955844,13.271473,13.880187,14.625883,15.211878,15.341842,15.820193,16.323211999999998,16.970088999999998,18.099310999999997,18.336794999999995,18.753743999999994,19.004857999999995,19.871649999999995,20.417165999999995,21.775674999999996,22.076668999999995,22.381312999999995,22.626360999999996,23.004983999999997,23.051504999999995,23.323971999999994,23.806706999999996,24.302779999999995,24.781382999999995,26.002719999999997,27.275168999999998,27.760942999999997,28.250051,28.733173,29.005506,29.297914,29.641734,30.005509,30.306446,30.650419,31.947114,32.982884999999996,49.53711,53.244367,79.014275,84.770703,86.898062,90.922946,93.69559,97.356014,99.808222,101.022638,103.265795
15-2806992,,,,,,,,,,,,,,,0,1.419051,2.839932,3.232679,3.744448,4.186127,4.673989,5.621229,6.66522,7.120006,9.223962,9.636892,10.149678999999999,10.514662,11.198831,11.421568,11.971409000000001,12.221168,12.570386000000001,12.886015,13.494729,14.240425,14.82642,14.956384,15.434735,15.937754,16.584631,17.713853,17.951337,18.368285999999998,18.6194,19.486192,20.031708,21.390217,21.691211,21.995855,22.240903,22.619526,22.666047,22.938513999999998,23.421249,23.917322,24.395925,25.617261999999997,26.889711,27.375484999999998,27.864593,28.347715,28.620048,28.912456,29.256276,29.620051,29.920988,30.264961,31.561656,32.597426999999996,49.151652,52.858909,78.628817,84.385245,86.512604,90.537488,93.310132,96.970556,99.422764,100.63718,102.880337
16-2806993,,,,,,,,,,,,,,,,0,1.4208809999999998,1.8136279999999998,2.3253969999999997,2.767076,3.2549379999999997,4.202178,5.246169,5.700955,7.804911000000001,8.217841,8.730628,9.095611,9.77978,10.002517000000001,10.552358000000002,10.802117,11.151335000000001,11.466964,12.075678,12.821374,13.407369000000001,13.537333,14.015684,14.518703,15.16558,16.294802,16.532286,16.949234999999998,17.200349,18.067141,18.612657,19.971166,20.27216,20.576804,20.821852,21.200475,21.246996,21.519463,22.002198,22.498271,22.976874,24.198211,25.470660000000002,25.956434,26.445542000000003,26.928664000000005,27.200997000000005,27.493405000000003,27.837225000000004,28.201000000000004,28.501937000000005,28.845910000000003,30.142605000000003,31.178376000000004,47.732601,51.439858,77.209766,82.966194,85.093553,89.118437,91.891081,95.551505,98.003713,99.218129,101.461286
17-2806995,,,,,,,,,,,,,,,,,0,0.39274699999999996,0.9045159999999999,1.3461949999999998,1.8340569999999998,2.781297,3.8252879999999996,4.280074,6.38403,6.79696,7.309747000000001,7.67473,8.358899000000001,8.581636000000001,9.131477000000002,9.381236000000001,9.730454000000002,10.046083000000001,10.654797000000002,11.400493000000003,11.986488000000003,12.116452000000002,12.594803000000002,13.097822000000003,13.744699000000002,14.873921000000003,15.111405000000003,15.528354000000004,15.779468000000003,16.64626,17.191776,18.550285000000002,18.851279,19.155923,19.400971000000002,19.779594000000003,19.826115,20.098582,20.581317000000002,21.07739,21.555993,22.77733,24.049779,24.535553,25.024661000000002,25.507783000000003,25.780116000000003,26.072524,26.416344000000002,26.780119000000003,27.081056000000004,27.425029000000002,28.721724000000002,29.757495000000002,46.31172,50.018977,75.788885,81.545313,83.67267199999999,87.69755599999999,90.47019999999999,94.130624,96.582832,97.797248,100.04040499999999
18-2806997,,,,,,,,,,,,,,,,,,0,0.5117689999999999,0.9534479999999999,1.4413099999999999,2.38855,3.4325409999999996,3.8873269999999995,5.991282999999999,6.4042129999999995,6.917,7.281982999999999,7.966151999999999,8.188889,8.73873,8.988489,9.337707,9.653336,10.262049999999999,11.007746,11.593741,11.723704999999999,12.202055999999999,12.705074999999999,13.351951999999999,14.481174,14.718658,15.135607,15.386721,16.253512999999998,16.799028999999997,18.157538,18.458531999999998,18.763175999999998,19.008224,19.386847,19.433367999999998,19.705834999999997,20.18857,20.684642999999998,21.163245999999997,22.384583,23.657032,24.142806,24.631914000000002,25.115036000000003,25.387369000000003,25.679777,26.023597000000002,26.387372000000003,26.688309000000004,27.032282000000002,28.328977000000002,29.364748000000002,45.918973,49.62623,75.396138,81.152566,83.27992499999999,87.30480899999999,90.07745299999999,93.737877,96.190085,97.404501,99.64765799999999
19-2806998,,,,,,,,,,,,,,,,,,,0,0.441679,0.929541,1.8767809999999998,2.9207719999999995,3.3755579999999994,5.479514,5.892444,6.405231000000001,6.770214,7.454383,7.67712,8.226961000000001,8.47672,8.825938,9.141567,9.750281000000001,10.495977000000002,11.081972000000002,11.211936000000001,11.690287000000001,12.193306000000002,12.840183000000001,13.969405000000002,14.206889000000002,14.623838000000003,14.874952000000002,15.741744000000002,16.287260000000003,17.645769000000005,17.946763000000004,18.251407000000004,18.496455000000005,18.875078000000006,18.921599000000004,19.194066000000003,19.676801000000005,20.172874000000004,20.651477000000003,21.872814000000005,23.145263000000007,23.631037000000006,24.120145000000008,24.60326700000001,24.87560000000001,25.168008000000007,25.51182800000001,25.87560300000001,26.17654000000001,26.520513000000008,27.817208000000008,28.85297900000001,45.40720400000001,49.114461000000006,74.884369,80.640797,82.768156,86.79304,89.565684,93.22610800000001,95.67831600000001,96.89273200000001,99.135889
20-2806999,,,,,,,,,,,,,,,,,,,,0,0.48786199999999996,1.4351019999999999,2.4790929999999998,2.9338789999999997,5.037834999999999,5.450765,5.963552,6.328535,7.012703999999999,7.235441,7.785282,8.035041,8.384259,8.699888,9.308602,10.054298000000001,10.640293000000002,10.770257,11.248608,11.751627000000001,12.398504,13.527726000000001,13.765210000000002,14.182159000000002,14.433273000000002,15.300065000000002,15.845581000000001,17.20409,17.505084,17.809728,18.054776,18.433399,18.47992,18.752387,19.235122,19.731195,20.209798,21.431134999999998,22.703584,23.189358,23.678466,24.161588000000002,24.433921,24.726329,25.070149,25.433924,25.734861000000002,26.078834,27.375529,28.4113,44.965525,48.672782,74.44269,80.199118,82.326477,86.351361,89.124005,92.784429,95.236637,96.451053,98.69421
21-2807001,,,,,,,,,,,,,,,,,,,,,0,0.94724,1.991231,2.446017,4.549973,4.962903,5.47569,5.840673,6.524842,6.747579,7.29742,7.547179,7.8963969999999994,8.212026,8.82074,9.566436000000001,10.152431000000002,10.282395000000001,10.760746000000001,11.263765000000001,11.910642000000001,13.039864000000001,13.277348000000002,13.694297000000002,13.945411000000002,14.812203000000002,15.357719000000001,16.716228,17.017222,17.321866,17.566914,17.945537,17.992058,18.264525,18.74726,19.243333,19.721936,20.943272999999998,22.215722,22.701496,23.190604,23.673726000000002,23.946059,24.238467,24.582287,24.946062,25.246999000000002,25.590972,26.887667,27.923438,44.477663,48.18492,73.95482799999999,79.71125599999999,81.83861499999999,85.86349899999999,88.63614299999999,92.296567,94.748775,95.963191,98.20634799999999
22-2807002,,,,,,,,,,,,,,,,,,,,,,0,1.043991,1.4987769999999998,3.6027329999999997,4.015663,4.52845,4.893433,5.577602,5.800339,6.35018,6.599939,6.949157,7.264786,7.8735,8.619196,9.205191000000001,9.335155,9.813506,10.316525,10.963402,12.092624,12.330108000000001,12.747057000000002,12.998171000000001,13.864963000000001,14.410479,15.768988,16.069982,16.374626,16.619674,16.998297,17.044818,17.317285,17.80002,18.296093,18.774696,19.996032999999997,21.268482,21.754255999999998,22.243364,22.726486,22.998819,23.291227,23.635047,23.998822,24.299759,24.643732,25.940427,26.976198,43.530423,47.23768,73.007588,78.764016,80.891375,84.916259,87.688903,91.349327,93.801535,95.015951,97.259108
23-2806989,,,,,,,,,,,,,,,,,,,,,,,0,0.45478599999999997,2.558742,2.971672,3.4844589999999998,3.849442,4.533611,4.756348,5.306189,5.555948,5.9051659999999995,6.220795,6.829509,7.5752049999999995,8.1612,8.291163999999998,8.769514999999998,9.272533999999998,9.919410999999998,11.048632999999999,11.286116999999999,11.703066,11.95418,12.820972,13.366487999999999,14.724996999999998,15.025990999999998,15.330634999999997,15.575682999999998,15.954305999999997,16.000826999999997,16.273293999999996,16.756028999999998,17.252101999999997,17.730704999999997,18.952042,20.224491,20.710265,21.199373,21.682495000000003,21.954828000000003,22.247236,22.591056000000002,22.954831000000002,23.255768000000003,23.599741,24.896436,25.932207000000002,42.486432,46.193689,71.963597,77.72002499999999,79.84738399999999,83.87226799999999,86.64491199999999,90.305336,92.757544,93.97196,96.21511699999999
24-2807296,,,,,,,,,,,,,,,,,,,,,,,,0,2.103956,2.5168860000000004,3.0296730000000003,3.3946560000000003,4.078825,4.3015620000000006,4.851403,5.101162,5.45038,5.766009,6.374723,7.120419,7.706414,7.836378,8.314729,8.817748,9.464625,10.593847,10.831331,11.248280000000001,11.499394,12.366186,12.911702,14.270211,14.571204999999999,14.875848999999999,15.120897,15.499519999999999,15.546040999999999,15.818508,16.301243,16.797316,17.275919,18.497256,19.769705000000002,20.255479,20.744587000000003,21.227709000000004,21.500042000000004,21.792450000000002,22.136270000000003,22.500045000000004,22.800982000000005,23.144955000000003,24.441650000000003,25.477421000000003,42.031646,45.738903,71.508811,77.265239,79.39259799999999,83.41748199999999,86.19012599999999,89.85055,92.302758,93.517174,95.760331
25-2807412,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41293,0.925717,1.2907,1.974869,2.197606,2.747447,2.9972060000000003,3.3464240000000003,3.6620530000000002,4.270767,5.016463,5.6024579999999995,5.732422,6.210773,6.713792,7.360669,8.489891,8.727375,9.144324000000001,9.395438,10.26223,10.807746,12.166255,12.467248999999999,12.771892999999999,13.016941,13.395563999999998,13.442084999999999,13.714552,14.197287,14.693359999999998,15.171962999999998,16.393299999999996,17.665748999999998,18.151522999999997,18.640631,19.123753,19.396086,19.688494,20.032314,20.396089,20.697026,21.040999,22.337694,23.373465,39.92769,43.634947,69.404855,75.161283,77.288642,81.313526,84.08617,87.746594,90.198802,91.413218,93.656375
26-2807297,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.512787,0.8777699999999999,1.5619389999999997,1.7846759999999997,2.334517,2.584276,2.933494,3.249123,3.857837,4.603533,5.189527999999999,5.319491999999999,5.797842999999999,6.3008619999999995,6.947738999999999,8.076960999999999,8.314445,8.731394,8.982508,9.8493,10.394815999999999,11.753324999999998,12.054318999999998,12.358962999999997,12.604010999999998,12.982633999999997,13.029154999999998,13.301621999999998,13.784356999999998,14.280429999999997,14.759032999999997,15.980369999999997,17.252818999999995,17.738592999999995,18.227700999999996,18.710822999999998,18.983155999999997,19.275563999999996,19.619383999999997,19.983158999999997,20.284095999999998,20.628068999999996,21.924763999999996,22.960534999999997,39.514759999999995,43.222016999999994,68.991925,74.748353,76.875712,80.900596,83.67323999999999,87.333664,89.785872,91.000288,93.243445
27-2807298,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.364983,1.0491519999999999,1.2718889999999998,1.8217299999999998,2.0714889999999997,2.4207069999999997,2.7363359999999997,3.3450499999999996,4.090745999999999,4.676740999999999,4.806704999999999,5.285055999999999,5.788074999999999,6.434951999999999,7.5641739999999995,7.801658,8.218607,8.469721,9.336513,9.882029,11.240537999999999,11.541531999999998,11.846175999999998,12.091223999999999,12.469846999999998,12.516367999999998,12.788834999999999,13.271569999999999,13.767642999999998,14.246245999999998,15.467582999999998,16.740032,17.225806,17.714914,18.198036000000002,18.470369,18.762777,19.106597,19.470372,19.771309000000002,20.115282,21.411977,22.447748,39.001973,42.70923,68.47913799999999,74.23556599999999,76.36292499999999,80.38780899999999,83.16045299999999,86.820877,89.273085,90.487501,92.73065799999999
28-2806964,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6841689999999999,0.9069059999999999,1.456747,1.706506,2.055724,2.371353,2.980067,3.725763,4.311758,4.441722,4.920073,5.4230920000000005,6.069969,7.199191000000001,7.436675000000001,7.853624000000001,8.104738000000001,8.971530000000001,9.517046,10.875555,11.176549,11.481193,11.726241,12.104864,12.151385,12.423852,12.906587,13.40266,13.881262999999999,15.102599999999999,16.375048999999997,16.860822999999996,17.349930999999998,17.833053,18.105386,18.397793999999998,18.741614,19.105389,19.406326,19.750299,21.046993999999998,22.082765,38.63699,42.344246999999996,68.114155,73.870583,75.997942,80.022826,82.79547,86.455894,88.908102,90.122518,92.365675
