순번_정류장ID,88-2800977,89-2800972,90-2800995,91-2801013,92-2801023,93-2801031,94-2801040,95-2801058,96-2801074,97-2801255,98-2801250,99-2801248,100-2801245,101-2801244,102-2805070,103-2801261,104-2804870,105-2801343,106-2801171,107-2801172,108-2801159,109-2801400,110-2801406,111-2801422,112-2801439,113-2801180,114-2801495,115-2801506,116-2801512,117-2801529,118-2801544,119-2801187,120-2801581,121-2801606,122-2800694,123-2800708,124-2800720,125-2800737,126-2800757,127-2800769,128-2800782,129-2800803,130-2800809,131-2800816,132-2800818,133-2802653,134-2802657,135-2802663,136-2802664,137-2802675,138-2802683,139-2802685,140-2802695,141-2802702,142-2802707,143-2802715,144-2802729,145-2802736,146-2802753,147-2802762,148-2803139,149-2803138,150-2803231,151-2803232,152-2803181,153-2803255,154-2804952,155-2803250,156-2803238,157-2803228,158-2803110,159-2803097,160-2803102,161-2803108,162-2803114,163-2805713,164-2803122,165-2803104,166-2803094,167-2803080,168-2803075,169-2803047,170-2803670,171-2802637,172-2802652,173-2803058,174-2800370,175-2800369
98-2801250,,,,,,,,,,,0,0.233361,0.495402,0.721798,0.9638800000000001,1.847887,2.234952,2.43687,2.7943439999999997,3.095093,3.3509029999999997,3.54709,3.906453,4.246837,4.801289000000001,5.239927000000001,5.476009,5.683102,6.056572,6.4070350000000005,6.687506000000001,6.895171000000001,7.312052000000001,8.255183,8.708135,8.985219,9.247676,9.521861,9.784498,10.160371,10.902648,11.269663,11.593905999999999,11.800557999999999,12.069828,12.305503999999999,12.507295999999998,12.762377999999998,12.989697999999999,13.157551999999999,13.376945999999998,13.780763999999998,14.111211999999998,14.527518999999998,14.756874999999997,15.255655999999997,15.796764999999997,16.066616999999997,16.295458999999997,16.662971,17.112928999999998,17.456179999999996,17.924953999999996,18.330153999999997,18.578189999999996,18.938006999999995,19.253741999999995,19.726452999999996,20.084312999999995,20.589754999999993,20.881264999999992,21.164256999999992,21.357697999999992,21.579486999999993,22.142048999999993,22.337412999999994,22.557917999999994,22.790047999999995,23.289002999999994,23.465258999999993,23.763655999999994,24.125303999999993,24.487226999999994,24.684010999999995,25.038811999999993,25.758646999999993,27.026268999999992,27.471126999999992
99-2801248,,,,,,,,,,,,0,0.26204099999999997,0.488437,0.730519,1.6145260000000001,2.0015910000000003,2.2035090000000004,2.5609830000000002,2.8617320000000004,3.1175420000000003,3.3137290000000004,3.6730920000000005,4.013476000000001,4.567928000000001,5.006566000000001,5.242648000000001,5.449741000000001,5.8232110000000015,6.173674000000002,6.454145000000002,6.661810000000003,7.078691000000003,8.021822000000002,8.474774000000002,8.751858000000002,9.014315000000002,9.2885,9.551137,9.927010000000001,10.669287,11.036302000000001,11.360545,11.567197,11.836467,12.072143,12.273935,12.529017,12.756337,12.924191,13.143585,13.547403,13.877851,14.294158,14.523513999999999,15.022294999999998,15.563403999999998,15.833255999999999,16.062098,16.42961,16.879568,17.222818999999998,17.691592999999997,18.096792999999998,18.344828999999997,18.704645999999997,19.020380999999997,19.493091999999997,19.850951999999996,20.356393999999995,20.647903999999993,20.930895999999994,21.124336999999993,21.346125999999995,21.908687999999994,22.104051999999996,22.324556999999995,22.556686999999997,23.055641999999995,23.231897999999994,23.530294999999995,23.891942999999994,24.253865999999995,24.450649999999996,24.805450999999994,25.525285999999994,26.792907999999994,27.237765999999993
100-2801245,,,,,,,,,,,,,0,0.22639600000000001,0.46847800000000006,1.3524850000000002,1.7395500000000002,1.9414680000000002,2.2989420000000003,2.5996910000000004,2.8555010000000003,3.0516880000000004,3.4110510000000005,3.7514350000000007,4.305887000000001,4.744525000000001,4.980607000000001,5.187700000000001,5.5611700000000015,5.911633000000002,6.192104000000002,6.399769000000003,6.816650000000003,7.759781000000003,8.212733000000004,8.489817000000004,8.752274000000003,9.026459000000003,9.289096000000002,9.664969000000003,10.407246000000002,10.774261000000003,11.098504000000002,11.305156000000002,11.574426000000003,11.810102000000002,12.011894000000002,12.266976000000001,12.494296000000002,12.662150000000002,12.881544000000002,13.285362000000001,13.615810000000002,14.032117000000001,14.261473,14.760254,15.301363,15.571215,15.800057,16.167569,16.617527,16.960777999999998,17.429551999999997,17.834751999999998,18.082787999999997,18.442604999999997,18.758339999999997,19.231050999999997,19.588910999999996,20.094352999999995,20.385862999999993,20.668854999999994,20.862295999999994,21.084084999999995,21.646646999999994,21.842010999999996,22.062515999999995,22.294645999999997,22.793600999999995,22.969856999999994,23.268253999999995,23.629901999999994,23.991824999999995,24.188608999999996,24.543409999999994,25.263244999999994,26.530866999999994,26.975724999999994
101-2801244,,,,,,,,,,,,,,0,0.24208200000000002,1.126089,1.5131539999999999,1.715072,2.072546,2.373295,2.629105,2.825292,3.1846550000000002,3.5250390000000005,4.079491000000001,4.518129000000001,4.754211000000001,4.961304,5.334774,5.685237000000001,5.965708000000001,6.1733730000000016,6.590254000000002,7.533385000000002,7.986337000000002,8.263421000000001,8.525878,8.800063,9.0627,9.438573,10.18085,10.547865,10.872107999999999,11.078759999999999,11.34803,11.583706,11.785497999999999,12.040579999999999,12.2679,12.435754,12.655147999999999,13.058965999999998,13.389413999999999,13.805720999999998,14.035076999999998,14.533857999999997,15.074966999999997,15.344818999999998,15.573660999999998,15.941172999999997,16.391130999999998,16.734381999999997,17.203155999999996,17.608355999999997,17.856391999999996,18.216208999999996,18.531943999999996,19.004654999999996,19.362514999999995,19.867956999999993,20.159466999999992,20.442458999999992,20.635899999999992,20.857688999999993,21.420250999999993,21.615614999999995,21.836119999999994,22.068249999999995,22.567204999999994,22.743460999999993,23.041857999999994,23.403505999999993,23.765428999999994,23.962212999999995,24.317013999999993,25.036848999999993,26.304470999999992,26.749328999999992
102-2805070,,,,,,,,,,,,,,,0,0.884007,1.271072,1.47299,1.830464,2.1312130000000002,2.387023,2.5832100000000002,2.9425730000000003,3.2829570000000006,3.8374090000000005,4.276047,4.512129,4.719222,5.092692,5.443155000000001,5.723626000000001,5.931291000000002,6.348172000000002,7.291303000000002,7.744255000000002,8.021339000000001,8.283796,8.557981,8.820618,9.196491,9.938768,10.305783,10.630025999999999,10.836678,11.105948,11.341624,11.543415999999999,11.798497999999999,12.025818,12.193672,12.413065999999999,12.816883999999998,13.147331999999999,13.563638999999998,13.792994999999998,14.291775999999997,14.832884999999997,15.102736999999998,15.331578999999998,15.699090999999997,16.149048999999998,16.492299999999997,16.961073999999996,17.366273999999997,17.614309999999996,17.974126999999996,18.289861999999996,18.762572999999996,19.120432999999995,19.625874999999994,19.917384999999992,20.200376999999992,20.393817999999992,20.615606999999994,21.178168999999993,21.373532999999995,21.594037999999994,21.826167999999996,22.325122999999994,22.501378999999993,22.799775999999994,23.161423999999993,23.523346999999994,23.720130999999995,24.074931999999993,24.794766999999993,26.062388999999992,26.507246999999992
103-2801261,,,,,,,,,,,,,,,,0,0.387065,0.588983,0.946457,1.247206,1.5030160000000001,1.6992030000000002,2.0585660000000003,2.39895,2.953402,3.39204,3.6281220000000003,3.8352150000000003,4.208685,4.559148,4.839619000000001,5.047284000000001,5.464165000000001,6.407296000000001,6.860248000000001,7.137332000000002,7.399789000000002,7.673974000000002,7.936611000000002,8.312484000000001,9.054761000000001,9.421776000000001,9.746019,9.952671,10.221941000000001,10.457617,10.659409,10.914491,11.141811,11.309665,11.529059,11.932877,12.263325,12.679632,12.908987999999999,13.407768999999998,13.948877999999999,14.218729999999999,14.447572,14.815083999999999,15.265042,15.608293,16.077067,16.482267,16.730303,17.09012,17.405855,17.878566,18.236425999999998,18.741867999999997,19.033377999999995,19.316369999999996,19.509810999999996,19.731599999999997,20.294161999999996,20.489525999999998,20.710030999999997,20.942161,21.441115999999997,21.617371999999996,21.915768999999997,22.277416999999996,22.639339999999997,22.836123999999998,23.190924999999996,23.910759999999996,25.178381999999996,25.623239999999996
104-2804870,,,,,,,,,,,,,,,,,0,0.20191800000000001,0.559392,0.860141,1.115951,1.312138,1.6715010000000001,2.0118850000000004,2.5663370000000003,3.0049750000000004,3.2410570000000005,3.4481500000000005,3.8216200000000002,4.172083000000001,4.452554000000001,4.660219000000001,5.0771000000000015,6.020231000000002,6.4731830000000015,6.750267000000002,7.012724000000002,7.286909000000002,7.549546000000002,7.925419000000002,8.667696000000003,9.034711000000003,9.358954000000002,9.565606000000002,9.834876000000003,10.070552000000003,10.272344000000002,10.527426000000002,10.754746000000003,10.922600000000003,11.141994000000002,11.545812000000002,11.876260000000002,12.292567000000002,12.521923000000001,13.020704,13.561813,13.831665000000001,14.060507000000001,14.428019,14.877977000000001,15.221228000000002,15.690002000000002,16.095202,16.343238,16.703055,17.01879,17.491501,17.849361,18.354802999999997,18.646312999999996,18.929304999999996,19.122745999999996,19.344534999999997,19.907096999999997,20.102460999999998,20.322965999999997,20.555096,21.054050999999998,21.230306999999996,21.528703999999998,21.890351999999996,22.252274999999997,22.449059,22.803859999999997,23.523694999999996,24.791316999999996,25.236174999999996
105-2801343,,,,,,,,,,,,,,,,,,0,0.35747399999999996,0.658223,0.914033,1.11022,1.469583,1.809967,2.3644190000000003,2.8030570000000004,3.0391390000000005,3.2462320000000005,3.619702,3.970165,4.250636,4.4583010000000005,4.875182000000001,5.818313000000001,6.2712650000000005,6.548349000000001,6.810806000000001,7.084991000000001,7.347628000000001,7.7235010000000015,8.465778000000002,8.832793000000002,9.157036000000002,9.363688000000002,9.632958000000002,9.868634000000002,10.070426000000001,10.325508000000001,10.552828000000002,10.720682000000002,10.940076000000001,11.343894,11.674342000000001,12.090649,12.320005,12.818786,13.359895,13.629747,13.858589,14.226101,14.676059,15.01931,15.488084,15.893284000000001,16.14132,16.501137,16.816872,17.289583,17.647443,18.152884999999998,18.444394999999997,18.727386999999997,18.920827999999997,19.142616999999998,19.705178999999998,19.900543,20.121048,20.353178,20.852133,21.028388999999997,21.326786,21.688433999999997,22.050356999999998,22.247141,22.601941999999998,23.321776999999997,24.589398999999997,25.034256999999997
106-2801171,,,,,,,,,,,,,,,,,,,0,0.300749,0.556559,0.752746,1.112109,1.452493,2.006945,2.445583,2.681665,2.888758,3.2622280000000003,3.6126910000000003,3.8931620000000002,4.100827000000001,4.517708000000001,5.460839000000001,5.913791000000001,6.190875000000001,6.453332000000001,6.7275170000000015,6.990154000000001,7.366027000000002,8.108304000000002,8.475319000000002,8.799562000000002,9.006214000000002,9.275484000000002,9.511160000000002,9.712952000000001,9.968034000000001,10.195354000000002,10.363208000000002,10.582602000000001,10.98642,11.316868000000001,11.733175000000001,11.962531,12.461312,13.002421,13.272273,13.501115,13.868627,14.318585,14.661836000000001,15.13061,15.535810000000001,15.783846000000002,16.143663000000004,16.459398000000004,16.932109000000004,17.289969000000003,17.795411,18.086921,18.369913,18.563354,18.785143,19.347705,19.543069000000003,19.763574000000002,19.995704000000003,20.494659000000002,20.670915,20.969312000000002,21.33096,21.692883000000002,21.889667000000003,22.244468,22.964303,24.231925,24.676783
107-2801172,,,,,,,,,,,,,,,,,,,,0,0.25581,0.451997,0.81136,1.1517439999999999,1.7061959999999998,2.144834,2.380916,2.588009,2.9614789999999998,3.3119419999999997,3.5924129999999996,3.8000779999999996,4.216958999999999,5.160089999999999,5.613041999999999,5.8901259999999995,6.152583,6.426768,6.689405,7.065278,7.807555000000001,8.174570000000001,8.498813,8.705465,8.974735,9.210411,9.412203,9.667285,9.894605,10.062459,10.281853,10.685671,11.016119,11.432426,11.661781999999999,12.160562999999998,12.701671999999999,12.971523999999999,13.200365999999999,13.567877999999999,14.017835999999999,14.361087,14.829861,15.235061,15.483097,15.842914,16.158649,16.63136,16.98922,17.494661999999998,17.786171999999997,18.069163999999997,18.262604999999997,18.484393999999998,19.046955999999998,19.24232,19.462825,19.694955,20.19391,20.370165999999998,20.668563,21.030210999999998,21.392134,21.588918,21.943718999999998,22.663553999999998,23.931175999999997,24.376033999999997
108-2801159,,,,,,,,,,,,,,,,,,,,,0,0.196187,0.55555,0.895934,1.450386,1.889024,2.125106,2.332199,2.7056690000000003,3.0561320000000003,3.336603,3.544268,3.9611490000000003,4.90428,5.357232,5.634316,5.8967730000000005,6.170958000000001,6.433595,6.809468000000001,7.551745,7.918760000000001,8.243003,8.449655,8.718925,8.954601,9.156393,9.411475,9.638795,9.806649,10.026043,10.429860999999999,10.760309,11.176616,11.405971999999998,11.904752999999998,12.445861999999998,12.715713999999998,12.944555999999999,13.312067999999998,13.762025999999999,14.105277,14.574050999999999,14.979251,15.227287,15.587104,15.902839,16.37555,16.73341,17.238851999999998,17.530361999999997,17.813353999999997,18.006794999999997,18.228583999999998,18.791145999999998,18.98651,19.207015,19.439145,19.9381,20.114355999999997,20.412753,20.774400999999997,21.136324,21.333108,21.687908999999998,22.407743999999997,23.675365999999997,24.120223999999997
109-2801400,,,,,,,,,,,,,,,,,,,,,,0,0.359363,0.699747,1.254199,1.6928370000000001,1.928919,2.136012,2.509482,2.859945,3.140416,3.348081,3.764962,4.708093,5.161045,5.438129,5.700586,5.9747710000000005,6.237408,6.613281000000001,7.355558,7.722573000000001,8.046816,8.253468,8.522738,8.758414,8.960206,9.215288,9.442608,9.610462,9.829856,10.233673999999999,10.564122,10.980428999999999,11.209784999999998,11.708565999999998,12.249674999999998,12.519526999999998,12.748368999999999,13.115880999999998,13.565838999999999,13.909089999999999,14.377863999999999,14.783064,15.0311,15.390917,15.706652,16.179363,16.537222999999997,17.042664999999996,17.334174999999995,17.617166999999995,17.810607999999995,18.032396999999996,18.594958999999996,18.790322999999997,19.010827999999997,19.242957999999998,19.741912999999997,19.918168999999995,20.216565999999997,20.578213999999996,20.940136999999996,21.136920999999997,21.491721999999996,22.211556999999996,23.479178999999995,23.924036999999995
